Date and Time     Completed      Estimated Time Left
06-01-2025 15:19      1%    1 days and   8 hours
06-01-2025 15:40      2%    1 days and   9 hours
06-01-2025 16:00      3%    1 days and   9 hours
06-01-2025 16:21      4%    1 days and   9 hours
06-01-2025 16:41      5%    1 days and   8 hours
06-01-2025 17:02      6%    1 days and   8 hours
06-01-2025 17:22      7%    1 days and   8 hours
06-01-2025 17:42      8%    1 days and   8 hours
06-01-2025 18:03      9%    1 days and   7 hours
06-01-2025 18:23     10%    1 days and   7 hours
06-01-2025 18:44     11%    1 days and   7 hours
06-01-2025 19:05     12%    1 days and   6 hours
06-01-2025 19:25     13%    1 days and   6 hours
06-01-2025 19:45     14%    1 days and   6 hours
06-01-2025 20:06     15%    1 days and   5 hours
06-01-2025 20:26     16%    1 days and   5 hours
06-01-2025 20:47     17%    1 days and   5 hours
06-01-2025 21:08     18%    1 days and   4 hours
06-01-2025 21:28     19%    1 days and   4 hours
06-01-2025 21:48     20%    1 days and   4 hours
06-01-2025 22:08     21%    1 days and   3 hours
06-01-2025 22:29     22%    1 days and   3 hours
06-01-2025 22:49     23%    1 days and   3 hours
06-01-2025 23:10     24%    1 days and   2 hours
06-01-2025 23:30     25%    1 days and   2 hours
06-01-2025 23:50     26%    1 days and   2 hours
07-01-2025 00:11     27%    1 days and   1 hours
07-01-2025 00:31     28%    1 days and   1 hours
07-01-2025 00:52     29%    1 days and   1 hours
07-01-2025 01:13     30%   23 hours and  48 minutes
07-01-2025 01:33     31%   23 hours and  28 minutes
07-01-2025 01:54     32%   23 hours and   8 minutes
07-01-2025 02:15     33%   22 hours and  48 minutes
07-01-2025 02:35     34%   22 hours and  28 minutes
07-01-2025 02:55     35%   22 hours and   7 minutes
07-01-2025 03:16     36%   21 hours and  47 minutes
07-01-2025 03:36     37%   21 hours and  26 minutes
07-01-2025 03:56     38%   21 hours and   5 minutes
07-01-2025 04:17     39%   20 hours and  45 minutes
07-01-2025 04:37     40%   20 hours and  25 minutes
07-01-2025 04:58     41%   20 hours and   4 minutes
07-01-2025 05:18     42%   19 hours and  44 minutes
07-01-2025 05:38     43%   19 hours and  23 minutes
07-01-2025 05:58     44%   19 hours and   2 minutes
07-01-2025 06:19     45%   18 hours and  42 minutes
07-01-2025 06:39     46%   18 hours and  21 minutes
07-01-2025 07:00     47%   18 hours and   1 minutes
07-01-2025 07:21     48%   17 hours and  41 minutes
07-01-2025 07:41     49%   17 hours and  21 minutes
07-01-2025 08:02     50%   17 hours and   1 minutes
07-01-2025 08:22     51%   16 hours and  40 minutes
07-01-2025 08:42     52%   16 hours and  19 minutes
07-01-2025 09:02     53%   15 hours and  58 minutes
07-01-2025 09:22     54%   15 hours and  38 minutes
07-01-2025 09:43     55%   15 hours and  18 minutes
07-01-2025 10:03     56%   14 hours and  57 minutes
07-01-2025 10:23     57%   14 hours and  37 minutes
07-01-2025 10:44     58%   14 hours and  16 minutes
07-01-2025 11:05     59%   13 hours and  56 minutes
07-01-2025 11:25     60%   13 hours and  36 minutes
07-01-2025 11:45     61%   13 hours and  15 minutes
07-01-2025 12:05     62%   12 hours and  55 minutes
07-01-2025 12:26     63%   12 hours and  34 minutes
07-01-2025 12:46     64%   12 hours and  14 minutes
07-01-2025 13:07     65%   11 hours and  54 minutes
07-01-2025 13:27     66%   11 hours and  33 minutes
07-01-2025 13:48     67%   11 hours and  13 minutes
07-01-2025 14:08     68%   10 hours and  52 minutes
07-01-2025 14:28     69%   10 hours and  32 minutes
07-01-2025 14:49     70%   10 hours and  11 minutes
07-01-2025 15:09     71%    9 hours and  51 minutes
07-01-2025 15:29     72%    9 hours and  31 minutes
07-01-2025 15:49     73%    9 hours and  10 minutes
07-01-2025 16:10     74%    8 hours and  50 minutes
07-01-2025 16:30     75%    8 hours and  29 minutes
07-01-2025 16:50     76%    8 hours and   9 minutes
07-01-2025 17:11     77%    7 hours and  48 minutes
07-01-2025 17:31     78%    7 hours and  28 minutes
07-01-2025 17:51     79%    7 hours and   8 minutes
07-01-2025 18:12     80%    6 hours and  47 minutes
07-01-2025 18:32     81%    6 hours and  27 minutes
07-01-2025 18:52     82%    6 hours and   6 minutes
07-01-2025 19:12     83%    5 hours and  46 minutes
07-01-2025 19:32     84%    5 hours and  26 minutes
07-01-2025 19:53     85%    5 hours and   5 minutes
07-01-2025 20:13     86%    4 hours and  45 minutes
07-01-2025 20:34     87%    4 hours and  24 minutes
07-01-2025 20:54     88%    4 hours and   4 minutes
07-01-2025 21:15     89%    3 hours and  44 minutes
07-01-2025 21:35     90%    3 hours and  23 minutes
07-01-2025 21:55     91%    3 hours and   3 minutes
07-01-2025 22:15     92%    2 hours and  42 minutes
07-01-2025 22:34     93%    2 hours and  22 minutes
07-01-2025 22:54     94%    2 hours and   2 minutes
07-01-2025 23:13     95%    1 hours and  41 minutes
07-01-2025 23:32     96%    1 hours and  21 minutes
07-01-2025 23:51     97%    1 hours and   0 minutes
08-01-2025 00:11     98%   40 minutes and 36 seconds
08-01-2025 00:30     99%   20 minutes and 17 seconds
08-01-2025 00:50    100%    0 minutes and  0 seconds
