Date and Time     Completed      Estimated Time Left
06-01-2025 15:20      1%    1 days and   9 hours
06-01-2025 15:41      2%    1 days and  10 hours
06-01-2025 16:03      3%    1 days and  10 hours
06-01-2025 16:25      4%    1 days and  11 hours
06-01-2025 16:48      5%    1 days and  10 hours
06-01-2025 17:10      6%    1 days and  10 hours
06-01-2025 17:32      7%    1 days and  10 hours
06-01-2025 17:54      8%    1 days and  10 hours
06-01-2025 18:15      9%    1 days and   9 hours
06-01-2025 18:37     10%    1 days and   9 hours
06-01-2025 18:59     11%    1 days and   9 hours
06-01-2025 19:21     12%    1 days and   8 hours
06-01-2025 19:44     13%    1 days and   8 hours
06-01-2025 20:06     14%    1 days and   8 hours
06-01-2025 20:28     15%    1 days and   7 hours
06-01-2025 20:50     16%    1 days and   7 hours
06-01-2025 21:12     17%    1 days and   7 hours
06-01-2025 21:34     18%    1 days and   6 hours
06-01-2025 21:56     19%    1 days and   6 hours
06-01-2025 22:18     20%    1 days and   6 hours
06-01-2025 22:41     21%    1 days and   5 hours
06-01-2025 23:03     22%    1 days and   5 hours
06-01-2025 23:25     23%    1 days and   5 hours
06-01-2025 23:47     24%    1 days and   4 hours
07-01-2025 00:10     25%    1 days and   4 hours
07-01-2025 00:32     26%    1 days and   4 hours
07-01-2025 00:54     27%    1 days and   3 hours
07-01-2025 01:16     28%    1 days and   3 hours
07-01-2025 01:37     29%    1 days and   2 hours
07-01-2025 01:59     30%    1 days and   2 hours
07-01-2025 02:22     31%    1 days and   2 hours
07-01-2025 02:44     32%    1 days and   1 hours
07-01-2025 03:06     33%    1 days and   1 hours
07-01-2025 03:28     34%    1 days and   1 hours
07-01-2025 03:50     35%   23 hours and  49 minutes
07-01-2025 04:12     36%   23 hours and  27 minutes
07-01-2025 04:34     37%   23 hours and   5 minutes
07-01-2025 04:56     38%   22 hours and  42 minutes
07-01-2025 05:18     39%   22 hours and  21 minutes
07-01-2025 05:40     40%   21 hours and  59 minutes
07-01-2025 06:02     41%   21 hours and  37 minutes
07-01-2025 06:25     42%   21 hours and  16 minutes
07-01-2025 06:47     43%   20 hours and  54 minutes
07-01-2025 07:09     44%   20 hours and  32 minutes
07-01-2025 07:31     45%   20 hours and  10 minutes
07-01-2025 07:53     46%   19 hours and  48 minutes
07-01-2025 08:15     47%   19 hours and  26 minutes
07-01-2025 08:37     48%   19 hours and   4 minutes
07-01-2025 08:59     49%   18 hours and  42 minutes
07-01-2025 09:21     50%   18 hours and  20 minutes
07-01-2025 09:43     51%   17 hours and  58 minutes
07-01-2025 10:05     52%   17 hours and  36 minutes
07-01-2025 10:27     53%   17 hours and  14 minutes
07-01-2025 10:49     54%   16 hours and  52 minutes
07-01-2025 11:12     55%   16 hours and  31 minutes
07-01-2025 11:34     56%   16 hours and   9 minutes
07-01-2025 11:56     57%   15 hours and  46 minutes
07-01-2025 12:18     58%   15 hours and  24 minutes
07-01-2025 12:40     59%   15 hours and   2 minutes
07-01-2025 13:02     60%   14 hours and  40 minutes
07-01-2025 13:24     61%   14 hours and  19 minutes
07-01-2025 13:46     62%   13 hours and  57 minutes
07-01-2025 14:08     63%   13 hours and  34 minutes
07-01-2025 14:30     64%   13 hours and  12 minutes
07-01-2025 14:52     65%   12 hours and  50 minutes
07-01-2025 15:14     66%   12 hours and  28 minutes
07-01-2025 15:36     67%   12 hours and   6 minutes
07-01-2025 15:59     68%   11 hours and  44 minutes
07-01-2025 16:21     69%   11 hours and  22 minutes
07-01-2025 16:43     70%   11 hours and   0 minutes
07-01-2025 17:05     71%   10 hours and  38 minutes
07-01-2025 17:27     72%   10 hours and  16 minutes
07-01-2025 17:49     73%    9 hours and  54 minutes
07-01-2025 18:10     74%    9 hours and  32 minutes
07-01-2025 18:32     75%    9 hours and  10 minutes
07-01-2025 18:54     76%    8 hours and  48 minutes
07-01-2025 19:16     77%    8 hours and  26 minutes
07-01-2025 19:38     78%    8 hours and   4 minutes
07-01-2025 20:01     79%    7 hours and  42 minutes
07-01-2025 20:23     80%    7 hours and  20 minutes
07-01-2025 20:45     81%    6 hours and  58 minutes
07-01-2025 21:07     82%    6 hours and  36 minutes
07-01-2025 21:30     83%    6 hours and  14 minutes
07-01-2025 21:52     84%    5 hours and  52 minutes
07-01-2025 22:13     85%    5 hours and  30 minutes
07-01-2025 22:34     86%    5 hours and   8 minutes
07-01-2025 22:55     87%    4 hours and  46 minutes
07-01-2025 23:16     88%    4 hours and  23 minutes
07-01-2025 23:37     89%    4 hours and   1 minutes
07-01-2025 23:57     90%    3 hours and  39 minutes
08-01-2025 00:18     91%    3 hours and  17 minutes
08-01-2025 00:39     92%    2 hours and  55 minutes
08-01-2025 01:00     93%    2 hours and  33 minutes
08-01-2025 01:21     94%    2 hours and  11 minutes
08-01-2025 01:42     95%    1 hours and  49 minutes
08-01-2025 02:02     96%    1 hours and  27 minutes
08-01-2025 02:22     97%    1 hours and   5 minutes
08-01-2025 02:43     98%   43 minutes and 43 seconds
08-01-2025 03:03     99%   21 minutes and 50 seconds
08-01-2025 03:23    100%    0 minutes and  0 seconds
