Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.604367   50.474892

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7085581876E+000
Box 2    0.2523865338E+002

Rotation per molecule type
Box 1    0.1424875884E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.5068235011E+003
Box 2   0.2346405098E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 359   
Atomtype         X                  Y                   Z
  1        7.2395717566       21.3115210529       15.2697177996
  2        7.1077917794       21.6823880601       14.8855411468
  1        6.9789861994       22.0548437533       14.5018930292
  1        1.6527235243       26.9965622374        9.3337225564
  2        1.1096622206       27.0185882897        9.2494653698
  1        0.5710221920       27.0537810570        9.1439741965
  1        2.2065134373        5.3157017709        9.3646544711
  2        2.6658419583        5.6093433969        9.2919089881
  1        3.1408429791        5.8764342379        9.2175012473
  1       12.1736487545       13.8121787680       19.8307320203
  2       12.3112273477       14.1118692668       20.2709112288
  1       12.4317685663       14.3999789937       20.7236391812
  1       25.1260284447       15.9043368877        8.8353717657
  2       24.7070983678       16.2368159132        8.9636499335
  1       24.2749221502       16.5574111326        9.0774146960
  1       13.3674266388       24.8693990160       22.8244173219
  2       13.5797833303       24.7491842464       23.3173199945
  1       13.7830910859       24.6158592705       23.8106661269
  1       14.6478882580       13.7045484647       26.0185158138
  2       14.8259014900       13.2060438611       25.8691690716
  1       15.0084855775       12.7138888128       25.7050153072
  1       13.8971011853       10.7283538881       16.2526322755
  2       14.0448034119       10.3349278399       16.6074561711
  1       14.1866065075        9.9471874428       16.9708420067
  1       20.2754477601       17.9606272908        6.9687265838
  2       20.5726803237       17.8375722365        6.5226209273
  1       20.8984241181       17.7198834607        6.0953735383
  1        7.7433036444        6.4765964727       12.9513658569
  2        7.6464285488        6.0253555105       13.2505260312
  1        7.5321580976        5.5788235125       13.5506117485
  1        9.9426774690        0.0581927579        3.5846108186
  2       10.2681496614        0.3278835395        3.2327092211
  1       10.5848203282        0.6268836838        2.8968244172
  1        3.5042646465       16.3731643776       17.5595647697
  2        3.6621476236       16.6823297220       17.9861673428
  1        3.7896039606       17.0256308690       18.3965320631
  1       14.1196353255        0.6922351217        5.9958032638
  2       13.6027884265        0.5630590087        5.8591181704
  1       13.0748735327        0.4721383120        5.7344614786
  1       14.9590193390       16.8021715997       28.1699337301
  2       15.1994474912       16.4779465386       28.5435276452
  1       15.4137022906       16.1392469845       28.9201939325
  1       20.2862160978       11.7036465662        6.9184834794
  2       20.6272600281       12.0615988058        7.1594383129
  1       20.9782017847       12.4306538969        7.3671357424
  1        5.4628356003       11.0699897657        2.6342152413
  2        5.5383284091       10.9262716862        2.1087193332
  1        5.6095116714       10.7857645853        1.5817556753
  1        1.6537610780        1.8878129565       24.9623815907
  2        1.8028592876        1.3594693494       24.9288740284
  1        1.9546737351        0.8327587169       24.8838375750
  1       27.2086270768        4.7059483431       13.0233226135
  2       27.3093170170        4.4543405635       13.5019195850
  1       27.3934567586        4.1873795743       13.9753668716
  1       14.4158834829       22.5373729350       27.3763190938
  2       14.9435196898       22.5337949597       27.2211184776
  1       15.4778688229       22.5232511218       27.0912730680
  1        0.2496847701       13.9473660072       24.6537823166
  2        0.7769855556       13.8479947141       24.5330378438
  1        1.3011539816       13.7290349353       24.4164358233
  1       21.0647564048        8.2320896350       11.1385645692
  2       21.1570644864        7.8170556855       11.4874571584
  1       21.2546322248        7.4094816478       11.8436368030
  1       21.6427506159        5.1024870499        5.1447771558
  2       21.1759004377        4.8824468789        4.9546897172
  1       20.7051311751        4.6748504214        4.7603189088
