# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.207667
40000 0.202628
60000 0.200773
80000 0.204881
100000 0.199763
120000 0.203416
140000 0.200868
160000 0.207649
180000 0.20617
200000 0.206026
220000 0.201801
240000 0.203473
260000 0.203061
280000 0.204127
300000 0.204319
320000 0.198011
340000 0.199932
360000 0.203873
380000 0.205154
400000 0.208732
420000 0.204271
440000 0.208467
460000 0.206131
480000 0.20093
500000 0.203715
520000 0.200425
540000 0.199883
560000 0.204167
580000 0.207884
600000 0.211734
620000 0.204773
640000 0.207212
660000 0.202081
680000 0.20059
700000 0.209861
720000 0.201929
740000 0.219333
760000 0.207812
780000 0.210658
800000 0.210649
820000 0.205523
840000 0.202369
860000 0.208556
880000 0.208904
900000 0.202028
920000 0.212124
940000 0.208227
960000 0.203849
980000 0.205753
1000000 0.20587
1020000 0.206457
1040000 0.210697
1060000 0.203273
1080000 0.20474
1100000 0.20997
1120000 0.2085
1140000 0.205011
1160000 0.205499
1180000 0.206456
1200000 0.21482
1220000 0.208723
1240000 0.200017
1260000 0.205987
1280000 0.210682
1300000 0.205936
1320000 0.206323
1340000 0.210697
1360000 0.208744
1380000 0.204131
1400000 0.206471
1420000 0.210452
1440000 0.206283
1460000 0.209834
1480000 0.216653
1500000 0.212387
1520000 0.204201
1540000 0.209235
1560000 0.210655
1580000 0.210963
1600000 0.208101
1620000 0.211901
1640000 0.213833
1660000 0.21288
1680000 0.207566
1700000 0.20985
1720000 0.209196
1740000 0.215378
1760000 0.207949
1780000 0.205904
1800000 0.210518
1820000 0.210187
1840000 0.209442
1860000 0.205775
1880000 0.210576
1900000 0.208008
1920000 0.208004
1940000 0.209201
1960000 0.21463
1980000 0.209803
2000000 0.212632
