# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.215487
40000 0.212001
60000 0.2211
80000 0.213403
100000 0.215235
120000 0.218175
140000 0.219088
160000 0.216632
180000 0.215542
200000 0.218216
220000 0.219769
240000 0.21908
260000 0.217984
280000 0.217719
300000 0.216261
320000 0.215495
340000 0.218409
360000 0.217893
380000 0.216595
400000 0.211752
420000 0.215444
440000 0.217127
460000 0.216794
480000 0.217062
500000 0.222083
520000 0.219066
540000 0.225565
560000 0.22269
580000 0.227783
600000 0.221164
620000 0.215994
640000 0.214355
660000 0.226305
680000 0.227356
700000 0.223228
720000 0.216714
740000 0.214618
760000 0.222988
780000 0.217813
800000 0.218372
820000 0.224292
840000 0.221482
860000 0.220093
880000 0.224677
900000 0.222826
920000 0.224164
940000 0.219924
960000 0.224575
980000 0.221137
1000000 0.218575
1020000 0.224809
1040000 0.222191
1060000 0.22476
1080000 0.224158
1100000 0.220909
1120000 0.22391
1140000 0.224211
1160000 0.223992
1180000 0.219294
1200000 0.22451
1220000 0.230029
1240000 0.229447
1260000 0.229862
1280000 0.222023
1300000 0.225044
1320000 0.222925
1340000 0.229158
1360000 0.2259
1380000 0.220021
1400000 0.224627
1420000 0.219949
1440000 0.226755
1460000 0.227605
1480000 0.227314
1500000 0.22291
1520000 0.221294
1540000 0.22621
1560000 0.225725
1580000 0.223562
1600000 0.22259
1620000 0.222491
1640000 0.226679
1660000 0.234778
1680000 0.228122
1700000 0.223862
1720000 0.222164
1740000 0.221854
1760000 0.227932
1780000 0.226314
1800000 0.226473
1820000 0.224815
1840000 0.222558
1860000 0.226452
1880000 0.225702
1900000 0.22421
1920000 0.222552
1940000 0.22346
1960000 0.224255
1980000 0.233171
2000000 0.228664
