Date and Time     Completed      Estimated Time Left
01-01-2025 16:37      1%    1 days and  13 hours
01-01-2025 16:59      2%    1 days and  13 hours
01-01-2025 17:22      3%    1 days and  13 hours
01-01-2025 17:45      4%    1 days and  13 hours
01-01-2025 18:09      5%    1 days and  13 hours
01-01-2025 18:32      6%    1 days and  12 hours
01-01-2025 18:56      7%    1 days and  12 hours
01-01-2025 19:18      8%    1 days and  12 hours
01-01-2025 19:42      9%    1 days and  11 hours
01-01-2025 20:04     10%    1 days and  11 hours
01-01-2025 20:27     11%    1 days and  10 hours
01-01-2025 20:50     12%    1 days and  10 hours
01-01-2025 21:13     13%    1 days and  10 hours
01-01-2025 21:35     14%    1 days and   9 hours
01-01-2025 21:58     15%    1 days and   9 hours
01-01-2025 22:21     16%    1 days and   9 hours
01-01-2025 22:44     17%    1 days and   8 hours
01-01-2025 23:07     18%    1 days and   8 hours
01-01-2025 23:31     19%    1 days and   7 hours
01-01-2025 23:55     20%    1 days and   7 hours
02-01-2025 00:19     21%    1 days and   7 hours
02-01-2025 00:42     22%    1 days and   6 hours
02-01-2025 01:04     23%    1 days and   6 hours
02-01-2025 01:27     24%    1 days and   6 hours
02-01-2025 01:50     25%    1 days and   5 hours
02-01-2025 02:13     26%    1 days and   5 hours
02-01-2025 02:36     27%    1 days and   4 hours
02-01-2025 02:59     28%    1 days and   4 hours
02-01-2025 03:22     29%    1 days and   4 hours
02-01-2025 03:45     30%    1 days and   3 hours
02-01-2025 04:07     31%    1 days and   3 hours
02-01-2025 04:29     32%    1 days and   3 hours
02-01-2025 04:53     33%    1 days and   2 hours
02-01-2025 05:16     34%    1 days and   2 hours
02-01-2025 05:39     35%    1 days and   1 hours
02-01-2025 06:02     36%    1 days and   1 hours
02-01-2025 06:25     37%    1 days and   1 hours
02-01-2025 06:49     38%   23 hours and  45 minutes
02-01-2025 07:13     39%   23 hours and  23 minutes
02-01-2025 07:36     40%   23 hours and   1 minutes
02-01-2025 07:59     41%   22 hours and  37 minutes
02-01-2025 08:22     42%   22 hours and  15 minutes
02-01-2025 08:46     43%   21 hours and  53 minutes
02-01-2025 09:10     44%   21 hours and  31 minutes
02-01-2025 09:33     45%   21 hours and   8 minutes
02-01-2025 09:56     46%   20 hours and  46 minutes
02-01-2025 10:20     47%   20 hours and  24 minutes
02-01-2025 10:43     48%   20 hours and   0 minutes
02-01-2025 11:07     49%   19 hours and  38 minutes
02-01-2025 11:30     50%   19 hours and  14 minutes
02-01-2025 11:53     51%   18 hours and  51 minutes
02-01-2025 12:16     52%   18 hours and  28 minutes
02-01-2025 12:39     53%   18 hours and   5 minutes
02-01-2025 13:02     54%   17 hours and  42 minutes
02-01-2025 13:25     55%   17 hours and  19 minutes
02-01-2025 13:48     56%   16 hours and  56 minutes
02-01-2025 14:11     57%   16 hours and  32 minutes
02-01-2025 14:34     58%   16 hours and   9 minutes
02-01-2025 14:57     59%   15 hours and  46 minutes
02-01-2025 15:19     60%   15 hours and  22 minutes
02-01-2025 15:42     61%   14 hours and  59 minutes
02-01-2025 16:05     62%   14 hours and  36 minutes
02-01-2025 16:27     63%   14 hours and  12 minutes
02-01-2025 16:50     64%   13 hours and  49 minutes
02-01-2025 17:13     65%   13 hours and  26 minutes
02-01-2025 17:37     66%   13 hours and   3 minutes
02-01-2025 17:59     67%   12 hours and  40 minutes
02-01-2025 18:21     68%   12 hours and  17 minutes
02-01-2025 18:44     69%   11 hours and  53 minutes
02-01-2025 19:08     70%   11 hours and  31 minutes
02-01-2025 19:30     71%   11 hours and   7 minutes
02-01-2025 19:53     72%   10 hours and  44 minutes
02-01-2025 20:16     73%   10 hours and  21 minutes
02-01-2025 20:40     74%    9 hours and  58 minutes
02-01-2025 21:03     75%    9 hours and  36 minutes
02-01-2025 21:26     76%    9 hours and  13 minutes
02-01-2025 21:49     77%    8 hours and  49 minutes
02-01-2025 22:12     78%    8 hours and  26 minutes
02-01-2025 22:34     79%    8 hours and   3 minutes
02-01-2025 22:58     80%    7 hours and  40 minutes
02-01-2025 23:21     81%    7 hours and  17 minutes
02-01-2025 23:45     82%    6 hours and  54 minutes
03-01-2025 00:09     83%    6 hours and  31 minutes
03-01-2025 00:31     84%    6 hours and   8 minutes
03-01-2025 00:54     85%    5 hours and  45 minutes
03-01-2025 01:17     86%    5 hours and  22 minutes
03-01-2025 01:41     87%    4 hours and  59 minutes
03-01-2025 02:04     88%    4 hours and  36 minutes
03-01-2025 02:26     89%    4 hours and  13 minutes
03-01-2025 02:49     90%    3 hours and  50 minutes
03-01-2025 03:13     91%    3 hours and  27 minutes
03-01-2025 03:37     92%    3 hours and   4 minutes
03-01-2025 04:00     93%    2 hours and  41 minutes
03-01-2025 04:23     94%    2 hours and  18 minutes
03-01-2025 04:47     95%    1 hours and  55 minutes
03-01-2025 05:10     96%    1 hours and  32 minutes
03-01-2025 05:33     97%    1 hours and   9 minutes
03-01-2025 05:56     98%   46 minutes and  8 seconds
03-01-2025 06:20     99%   23 minutes and  4 seconds
03-01-2025 06:42    100%    0 minutes and  0 seconds
