Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.592848   50.786466

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.5077850301E+000
Box 2    0.2537900738E+002

Rotation per molecule type
Box 1    0.8049709755E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.3236639188E+003
Box 2   0.1498444068E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 398   
Atomtype         X                  Y                   Z
  1       16.5100612169        2.1050848538       22.2851277046
  2       16.8505108972        1.8098590181       21.9697934040
  1       17.1863287308        1.5118314957       21.6521363915
  1       10.4141787495        8.4475071980        9.9563967736
  2       10.8107126282        8.8285638235        9.9639287859
  1       11.1832911013        9.2320312720        9.9939170894
  1       14.0825726227        1.1797941922       27.3749823393
  2       13.5989265394        0.9494307412       27.2504064726
  1       13.1179016760        0.7138874202       27.1253687836
  1        4.5160069431       19.6720361035        7.9873648775
  2        4.6478707356       19.3017454216        8.3720683362
  1        4.7947713625       18.9574504111        8.7750337821
  1       -0.0296553790       26.9200077526        4.7575625289
  2        0.1194578199       27.1119525549        4.2641839250
  1        0.2768060211       27.3115198521        3.7764191903
  1        1.9680366596        6.6928234927       19.8723320340
  2        1.4254201698        6.7675169457       19.8224498423
  1        0.8806733866        6.8260597221       19.7742452304
  1        5.1141989128       26.7587567641        5.7236911782
  2        4.6606822409       26.5412451594        5.5011797626
  1        4.2083756178       26.3190051544        5.2808888235
  1       24.7536984839        5.8857782410        9.2811425584
  2       24.2329266656        5.8889405339        9.1042620533
  1       23.7073934596        5.8743902143        8.9426974019
  1        7.0322633764        0.4388336614       25.9195141610
  2        7.5160197873        0.3669299160       25.6679001982
  1        7.9908593994        0.2837148229       25.4031312612
  1        2.5207209763       20.0647457032        4.5974798379
  2        2.6900108369       19.5690908324        4.4296489940
  1        2.8664371744       19.0731478866        4.2702302344
  1        9.0615794788       13.5024044991       15.5550461229
  2        8.8251134905       13.1073239822       15.2542218861
