Pressure Density1 [Kg/m3] Density_REFPROP [Kg/m3]
120 123.5022 133.1672
140 140.5696 154.0417
160 161.08270000000002 174.2659
180 186.57330000000002 193.7781
200 205.54170000000002 212.5372
