Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.548223   50.492881

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.7657945763E+000
Box 2    0.2529885984E+002

Rotation per molecule type
Box 1    0.1495127703E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.4905141702E+003
Box 2   0.2270898936E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 357   
Atomtype         X                  Y                   Z
  1       12.0345367583       28.1191362741        0.1797823969
  2       12.3019045740       28.1541482525        0.6591451119
  1       12.5617516898       28.1957315543        1.1421050527
  1       25.6285618045       16.7745745249        1.3376772755
  2       25.3976192684       16.8427092488        1.8321701515
  1       25.1724894320       16.8987094160        2.3308489430
  1       15.9318861492       10.1186442234       11.8340812549
  2       16.1108660215        9.9710875398       11.3353897366
  1       16.2992587681        9.8175419351       10.8420015332
  1       23.7581755115        5.9948218130       11.1169989143
  2       23.3508890419        6.3640833186       11.1332368999
  1       22.9485414020        6.7371060727       11.1715827014
  1       25.5682946955       16.6605420010       26.3938697609
  2       26.0771119273       16.5484970318       26.2176569646
  1       26.5953033744       16.4585049403       26.0567873076
  1       23.3830873673        7.8572690859       14.1928737775
  2       23.2378611233        8.3469771654       13.9889244336
  1       23.0944949430        8.8361170154       13.7823128549
  1       28.6645963040       26.4290884865       27.9517784215
  2       28.2125484735       26.6161408823       28.2031032317
  1       27.7578469690       26.7882570120       28.4602463410
  1       12.3615102822        2.2638463145       10.5994744580
  2       12.5805627441        2.6657267527       10.9044468048
  1       12.7764960347        3.0710618263       11.2203797450
  1       14.0674627906       17.6543669041        9.7153781103
  2       14.5238561937       17.6025263071        9.4128593273
  1       14.9848310573       17.5373475922        9.1200216431
  1       24.1952195933       28.9696038366        7.0460741260
  2       24.1936499212       28.4226539204        6.9882526311
  1       24.2148933645       27.8780302407        6.9145385714
  1       26.0445000480       15.7306479528        6.6504677654
  2       26.0894266292       16.0872462056        7.0667840975
  1       26.1400015059       16.4538122227        7.4736889217
  1       14.6301957123       17.5746554166       27.9911799039
  2       14.6754795198       17.0512934812       28.1540960214
  1       14.7032676795       16.5291738163       28.3247385503
  1       22.4773242442        7.0420685832       27.4480870178
  2       22.6252127591        7.4779402947       27.1470142055
  1       22.7490606195        7.9141997685       26.8358239454
  1        5.6632178527        3.5680897392       12.0697323738
  2        5.3170096922        3.6124064559       11.6446724506
  1        4.9777294867        3.6820089270       11.2174202568
  1       15.3673234430        6.0109990937       18.4477157643
  2       15.2036956798        5.5741098593       18.7390124378
  1       15.0365972450        5.1536872217       19.0517789928
  1        3.5376446617       14.7001807085        1.8290512532
  2        3.4914555469       15.1414264076        2.1541186289
  1        3.4407810386       15.5740875989        2.4898810251
  1        7.0277389083       22.3397374854       16.6386384099
  2        6.6387989390       22.7249412310       16.5853113557
  1        6.2714762392       23.1279951665       16.5137462925
  1       19.8486174184        6.9882865849        4.8141383767
  2       20.1642157404        7.1055232175        5.2490559219
  1       20.4633655437        7.2312741323        5.6931235987
  1       20.9181897883        3.0480392797        4.9665929933
  2       21.4105232155        2.9630556946        4.7366243285
  1       21.9006361317        2.8827442752        4.5003207013
  1        6.9829891372       23.7937185299       21.6281089890
  2        7.3038569256       23.6062381773       22.0335654969
  1        7.6176550912       23.3950635302       22.4328598478
  1        8.6296303702        5.8606793545        5.1841507565
  2        9.0407055728        6.1527083205        4.9645232062
  1        9.4381971936        6.4628353411        4.7447013661
  1        8.4482849131        9.0965074508       21.9965704943
  2        7.9595249581        9.3203498466       22.1127956562
  1        7.4743726861        9.5481232868       22.2362725037
  1       13.1572974942        9.8932092292        9.3450939269
  2       12.8524297296        9.7031716041        8.9286310268
  1       12.5473868653        9.5283955012        8.5056627493
