Date and Time     Completed      Estimated Time Left
06-01-2025 15:22      1%    1 days and  12 hours
06-01-2025 15:44      2%    1 days and  12 hours
06-01-2025 16:07      3%    1 days and  12 hours
06-01-2025 16:30      4%    1 days and  12 hours
06-01-2025 16:54      5%    1 days and  12 hours
06-01-2025 17:17      6%    1 days and  12 hours
06-01-2025 17:40      7%    1 days and  12 hours
06-01-2025 18:03      8%    1 days and  11 hours
06-01-2025 18:26      9%    1 days and  11 hours
06-01-2025 18:50     10%    1 days and  11 hours
06-01-2025 19:13     11%    1 days and  11 hours
06-01-2025 19:37     12%    1 days and  10 hours
06-01-2025 20:01     13%    1 days and  10 hours
06-01-2025 20:24     14%    1 days and  10 hours
06-01-2025 20:47     15%    1 days and   9 hours
06-01-2025 21:11     16%    1 days and   9 hours
06-01-2025 21:35     17%    1 days and   9 hours
06-01-2025 21:58     18%    1 days and   8 hours
06-01-2025 22:21     19%    1 days and   8 hours
06-01-2025 22:44     20%    1 days and   7 hours
06-01-2025 23:08     21%    1 days and   7 hours
06-01-2025 23:31     22%    1 days and   7 hours
06-01-2025 23:55     23%    1 days and   6 hours
07-01-2025 00:19     24%    1 days and   6 hours
07-01-2025 00:42     25%    1 days and   6 hours
07-01-2025 01:05     26%    1 days and   5 hours
07-01-2025 01:28     27%    1 days and   5 hours
07-01-2025 01:52     28%    1 days and   4 hours
07-01-2025 02:15     29%    1 days and   4 hours
07-01-2025 02:39     30%    1 days and   4 hours
07-01-2025 03:02     31%    1 days and   3 hours
07-01-2025 03:26     32%    1 days and   3 hours
07-01-2025 03:49     33%    1 days and   2 hours
07-01-2025 04:13     34%    1 days and   2 hours
07-01-2025 04:36     35%    1 days and   2 hours
07-01-2025 05:00     36%    1 days and   1 hours
07-01-2025 05:23     37%    1 days and   1 hours
07-01-2025 05:47     38%    1 days and   1 hours
07-01-2025 06:10     39%   23 hours and  41 minutes
07-01-2025 06:33     40%   23 hours and  18 minutes
07-01-2025 06:57     41%   22 hours and  56 minutes
07-01-2025 07:21     42%   22 hours and  33 minutes
07-01-2025 07:44     43%   22 hours and   9 minutes
07-01-2025 08:08     44%   21 hours and  47 minutes
07-01-2025 08:31     45%   21 hours and  23 minutes
07-01-2025 08:55     46%   21 hours and   0 minutes
07-01-2025 09:18     47%   20 hours and  37 minutes
07-01-2025 09:41     48%   20 hours and  13 minutes
07-01-2025 10:04     49%   19 hours and  50 minutes
07-01-2025 10:28     50%   19 hours and  26 minutes
07-01-2025 10:51     51%   19 hours and   3 minutes
07-01-2025 11:15     52%   18 hours and  40 minutes
07-01-2025 11:38     53%   18 hours and  17 minutes
07-01-2025 12:02     54%   17 hours and  54 minutes
07-01-2025 12:25     55%   17 hours and  30 minutes
07-01-2025 12:48     56%   17 hours and   7 minutes
07-01-2025 13:12     57%   16 hours and  44 minutes
07-01-2025 13:35     58%   16 hours and  20 minutes
07-01-2025 13:59     59%   15 hours and  57 minutes
07-01-2025 14:22     60%   15 hours and  34 minutes
07-01-2025 14:46     61%   15 hours and  11 minutes
07-01-2025 15:10     62%   14 hours and  48 minutes
07-01-2025 15:33     63%   14 hours and  24 minutes
07-01-2025 15:56     64%   14 hours and   1 minutes
07-01-2025 16:20     65%   13 hours and  37 minutes
07-01-2025 16:43     66%   13 hours and  14 minutes
07-01-2025 17:07     67%   12 hours and  51 minutes
07-01-2025 17:30     68%   12 hours and  27 minutes
07-01-2025 17:53     69%   12 hours and   4 minutes
07-01-2025 18:17     70%   11 hours and  41 minutes
07-01-2025 18:41     71%   11 hours and  18 minutes
07-01-2025 19:05     72%   10 hours and  54 minutes
07-01-2025 19:28     73%   10 hours and  31 minutes
07-01-2025 19:51     74%   10 hours and   7 minutes
07-01-2025 20:14     75%    9 hours and  44 minutes
07-01-2025 20:38     76%    9 hours and  21 minutes
07-01-2025 21:01     77%    8 hours and  57 minutes
07-01-2025 21:25     78%    8 hours and  34 minutes
07-01-2025 21:48     79%    8 hours and  11 minutes
07-01-2025 22:12     80%    7 hours and  47 minutes
07-01-2025 22:36     81%    7 hours and  24 minutes
07-01-2025 23:00     82%    7 hours and   1 minutes
07-01-2025 23:23     83%    6 hours and  37 minutes
07-01-2025 23:46     84%    6 hours and  14 minutes
08-01-2025 00:09     85%    5 hours and  50 minutes
08-01-2025 00:33     86%    5 hours and  27 minutes
08-01-2025 00:56     87%    5 hours and   4 minutes
08-01-2025 01:20     88%    4 hours and  40 minutes
08-01-2025 01:43     89%    4 hours and  17 minutes
08-01-2025 02:06     90%    3 hours and  53 minutes
08-01-2025 02:30     91%    3 hours and  30 minutes
08-01-2025 02:53     92%    3 hours and   7 minutes
08-01-2025 03:16     93%    2 hours and  43 minutes
08-01-2025 03:40     94%    2 hours and  20 minutes
08-01-2025 04:03     95%    1 hours and  56 minutes
08-01-2025 04:26     96%    1 hours and  33 minutes
08-01-2025 04:49     97%    1 hours and  10 minutes
08-01-2025 05:12     98%   46 minutes and 45 seconds
08-01-2025 05:36     99%   23 minutes and 22 seconds
08-01-2025 06:00    100%    0 minutes and  0 seconds
