Date and Time     Completed      Estimated Time Left
01-01-2025 16:46      1%    2 days and   4 hours
01-01-2025 17:19      2%    2 days and   5 hours
01-01-2025 17:54      3%    2 days and   6 hours
01-01-2025 18:29      4%    2 days and   6 hours
01-01-2025 19:04      5%    2 days and   6 hours
01-01-2025 19:40      6%    2 days and   6 hours
01-01-2025 20:15      7%    2 days and   6 hours
01-01-2025 20:50      8%    2 days and   5 hours
01-01-2025 21:25      9%    2 days and   5 hours
01-01-2025 22:00     10%    2 days and   4 hours
01-01-2025 22:36     11%    2 days and   4 hours
01-01-2025 23:11     12%    2 days and   3 hours
01-01-2025 23:46     13%    2 days and   3 hours
02-01-2025 00:21     14%    2 days and   2 hours
02-01-2025 00:55     15%    2 days and   2 hours
02-01-2025 01:30     16%    2 days and   1 hours
02-01-2025 02:04     17%    1 days and  24 hours
02-01-2025 02:40     18%    1 days and  24 hours
02-01-2025 03:14     19%    1 days and  23 hours
02-01-2025 03:49     20%    1 days and  23 hours
02-01-2025 04:24     21%    1 days and  22 hours
02-01-2025 04:59     22%    1 days and  22 hours
02-01-2025 05:34     23%    1 days and  21 hours
02-01-2025 06:09     24%    1 days and  21 hours
02-01-2025 06:44     25%    1 days and  20 hours
02-01-2025 07:18     26%    1 days and  19 hours
02-01-2025 07:54     27%    1 days and  19 hours
02-01-2025 08:29     28%    1 days and  18 hours
02-01-2025 09:03     29%    1 days and  18 hours
02-01-2025 09:38     30%    1 days and  17 hours
02-01-2025 10:12     31%    1 days and  16 hours
02-01-2025 10:46     32%    1 days and  16 hours
02-01-2025 11:22     33%    1 days and  15 hours
02-01-2025 11:56     34%    1 days and  15 hours
02-01-2025 12:31     35%    1 days and  14 hours
02-01-2025 13:05     36%    1 days and  14 hours
02-01-2025 13:40     37%    1 days and  13 hours
02-01-2025 14:15     38%    1 days and  12 hours
02-01-2025 14:50     39%    1 days and  12 hours
02-01-2025 15:24     40%    1 days and  11 hours
02-01-2025 15:58     41%    1 days and  11 hours
02-01-2025 16:31     42%    1 days and  10 hours
02-01-2025 17:05     43%    1 days and   9 hours
02-01-2025 17:39     44%    1 days and   9 hours
02-01-2025 18:13     45%    1 days and   8 hours
02-01-2025 18:48     46%    1 days and   8 hours
02-01-2025 19:22     47%    1 days and   7 hours
02-01-2025 19:56     48%    1 days and   6 hours
02-01-2025 20:30     49%    1 days and   6 hours
02-01-2025 21:05     50%    1 days and   5 hours
02-01-2025 21:39     51%    1 days and   5 hours
02-01-2025 22:12     52%    1 days and   4 hours
02-01-2025 22:46     53%    1 days and   4 hours
02-01-2025 23:20     54%    1 days and   3 hours
02-01-2025 23:54     55%    1 days and   2 hours
03-01-2025 00:27     56%    1 days and   2 hours
03-01-2025 01:01     57%    1 days and   1 hours
03-01-2025 01:35     58%    1 days and   1 hours
03-01-2025 02:09     59%   23 hours and  33 minutes
03-01-2025 02:43     60%   22 hours and  58 minutes
03-01-2025 03:17     61%   22 hours and  24 minutes
03-01-2025 03:51     62%   21 hours and  49 minutes
03-01-2025 04:25     63%   21 hours and  14 minutes
03-01-2025 04:58     64%   20 hours and  39 minutes
03-01-2025 05:33     65%   20 hours and   4 minutes
03-01-2025 06:06     66%   19 hours and  30 minutes
03-01-2025 06:40     67%   18 hours and  55 minutes
03-01-2025 07:14     68%   18 hours and  20 minutes
03-01-2025 07:48     69%   17 hours and  46 minutes
03-01-2025 08:22     70%   17 hours and  11 minutes
03-01-2025 08:56     71%   16 hours and  37 minutes
03-01-2025 09:30     72%   16 hours and   2 minutes
03-01-2025 10:04     73%   15 hours and  28 minutes
03-01-2025 10:38     74%   14 hours and  53 minutes
03-01-2025 11:12     75%   14 hours and  19 minutes
03-01-2025 11:47     76%   13 hours and  44 minutes
03-01-2025 12:21     77%   13 hours and  10 minutes
03-01-2025 12:55     78%   12 hours and  35 minutes
03-01-2025 13:29     79%   12 hours and   1 minutes
03-01-2025 14:04     80%   11 hours and  27 minutes
03-01-2025 14:38     81%   10 hours and  52 minutes
03-01-2025 15:12     82%   10 hours and  18 minutes
03-01-2025 15:47     83%    9 hours and  44 minutes
03-01-2025 16:21     84%    9 hours and   9 minutes
03-01-2025 16:54     85%    8 hours and  35 minutes
03-01-2025 17:28     86%    8 hours and   0 minutes
03-01-2025 18:02     87%    7 hours and  26 minutes
03-01-2025 18:37     88%    6 hours and  52 minutes
03-01-2025 19:11     89%    6 hours and  17 minutes
03-01-2025 19:45     90%    5 hours and  43 minutes
03-01-2025 20:19     91%    5 hours and   8 minutes
03-01-2025 20:53     92%    4 hours and  34 minutes
03-01-2025 21:27     93%    4 hours and   0 minutes
03-01-2025 22:00     94%    3 hours and  25 minutes
03-01-2025 22:34     95%    2 hours and  51 minutes
03-01-2025 23:09     96%    2 hours and  17 minutes
03-01-2025 23:44     97%    1 hours and  42 minutes
04-01-2025 00:18     98%    1 hours and   8 minutes
04-01-2025 00:52     99%   34 minutes and 19 seconds
04-01-2025 01:26    100%    0 minutes and  0 seconds
