Simulation state at cycle:     330000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.547438   50.799845

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.4655033417E+000
Box 2    0.2540830759E+002

Rotation per molecule type
Box 1    0.7249285482E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.2900449807E+003
Box 2   0.1342800837E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 399   
Atomtype         X                  Y                   Z
  1        9.4416235339       14.0980613586        9.7658564723
  2        9.3749000095       14.0400152643        9.2230133806
  1        9.2959940026       13.9549158537        8.6853964804
  1        3.6269151814       24.6985559710       13.7104491198
  2        3.3816109315       25.1569547619       13.8898825991
  1        3.1180951164       25.6106509925       14.0548648544
  1       13.4723892354       10.8760407286       15.4037074000
  2       13.9557021110       11.1045355931       15.5329310869
  1       14.4366856976       11.3351164102       15.6670477344
  1        8.5381131736       15.8258153595       17.0401214142
  2        8.6987462230       16.3004774165       16.8134212707
  1        8.8590113641       16.7672766002       16.5707000197
  1       26.7496909074       11.9453488726       15.3082492424
  2       26.6834143095       12.4442544482       15.5300614134
  1       26.5905662180       12.9394968166       15.7505477563
  1       21.4549537227        9.5291759610       21.7409763682
  2       21.8962399015        9.2967380711       21.5091593375
  1       22.3489422584        9.0794429613       21.2847859649
  1        8.2524448304       19.1434135099       23.3907247165
  2        7.7580056750       19.1427573705       23.6316178279
  1        7.2682177220       19.1591523458       23.8812955498
  1        9.8898131521       18.0411927862        6.2260840363
  2       10.4069984604       18.1556090408        6.3741660324
  1       10.9208887559       18.2796640669        6.5259129060
  1        5.4516910069        1.5025492689        7.6258078677
  2        5.3425876396        1.8323781701        7.1994167900
  1        5.2443176158        2.1563909191        6.7659900489
  1       25.7643464451        8.0601991367       15.0863115596
  2       25.3893065191        7.7243622219       15.3078033667
  1       25.0143223187        7.3797315296       15.5154485793
  1       20.4659372978        3.1509408304        7.4725492753
  2       20.7762820152        3.2631118409        7.9125536170
  1       21.0815618343        3.3661046392        8.3583077135
  1       16.1908682730        8.1582302410        1.5991413265
  2       15.7306293011        8.2859992828        1.8718227537
  1       15.2838646268        8.3889745410        2.1756276598
  1        7.1703060343       23.0687997761       23.9070962099
  2        6.9223241277       22.6787337729       23.6090131894
  1        6.6646472175       22.3002790968       23.3042597364
  1       26.5281236329       15.1252324165        0.4139158834
  2       26.5173435964       14.7541207733        0.0081327651
  1       26.5016751045       14.3873897394       -0.4014558652
  1        4.3029529520       18.2680892289       23.0752572876
  2        4.5591189867       17.9544068300       22.7031251669
  1        4.8049067295       17.6445693729       22.3209090832
  1       25.8971560342       17.6835416745       10.1524819007
  2       25.7505330485       17.5755913706       10.6714697926
  1       25.6082122682       17.4762823303       11.1933725699
  1        9.0565612279        8.7142189590       21.7550513380
  2        9.4157262915        8.3143420549       21.8716657396
  1        9.7554414932        7.8999747135       21.9957354262
  1       12.5129363511        7.8987891926        7.8490242032
  2       12.1545686814        7.7943913921        8.2529718638
  1       11.8022798124        7.6788342114        8.6592218974
  1        6.9994511076       23.1299609227        2.9166471705
  2        7.4258098101       23.4249354248        2.7330489680
  1        7.8577018984       23.7070887252        2.5423692940
  1        2.5498693744       26.9300254711        6.8435608195
  2        2.4004015125       27.1938795019        6.3847139946
  1        2.2842757005       27.4770823243        5.9277556200
  1       24.7342330674       23.0220550220       10.5981170490
  2       24.5675976951       23.1719483064       10.0958574986
  1       24.4196670071       23.3297564662        9.5901766752
  1       19.1788837840        2.0296730857       21.9166844823
  2       19.1031115729        1.7973288264       22.4094062264
  1       19.0137251689        1.5628774998       22.8988371666
  1       26.4797401528       10.5363959708        1.4132918920
  2       26.0353570733       10.4079602160        1.7108283361
  1       25.5912165472       10.2802598056        2.0090426838
  1       21.5092924493        1.6114448440       25.8553914311
  2       21.7784200433        1.4757247905       25.3953366460
  1       22.0494064470        1.3301653850       24.9393993395
  1       23.1614006980       13.9768036601       17.4090104089
  2       23.3568986831       14.3613041544       17.0677774860
  1       23.5505009949       14.7459559859       16.7256355383
  1       11.5097837248       12.5185422751       13.0168187273
  2       12.0076069894       12.7273824855       13.1219746292
  1       12.5114866590       12.9324938572       13.2028115193
  1       26.3254863793       13.0534593868       19.6446974140
  2       26.7269586356       13.2694033928       19.3369829137
  1       27.1293262188       13.4769073813       19.0246650920
  1       11.9259010269        2.0095645038       17.0701134503
  2       12.3620894582        2.0371988042       17.4039936652
  1       12.7918591756        2.0801849073       17.7445082521
  1        4.5470173977        8.3598244241        4.9733986546
  2        4.0450188575        8.1460222264        4.9042171113
  1        3.5404407812        7.9429988578        4.8224707005
  1       18.5774733302       20.4358099886       18.5108956067
  2       18.3015839885       20.3272428679       18.9741431122
  1       18.0274644702       20.2288709866       19.4407065716
  1       15.8738236987        8.6545759524        5.6452804659
  2       16.2053970306        8.9447608409        5.3161120347
  1       16.5363260822        9.2371461737        4.9882450206
  1       17.0325502884       25.3705943365       22.3456423257
  2       17.2447136574       25.6184906780       21.9028849331
  1       17.4550966164       25.8832553849       21.4691353976
  1        6.1575831179       26.3344765208       23.3523986055
  2        5.9553639178       26.6874690713       23.7225386525
  1        5.7774323754       27.0472918823       24.0985278941
  1       10.7326341804       26.9217515957        8.2851077890
  2       11.0584571856       27.3588687154        8.2125268489
  1       11.3860649561       27.7940013992        8.1361547646
  1       26.4729425873        7.2359555312       26.7094204687
  2       26.2536283659        7.7361593217       26.6446328133
  1       26.0308951834        8.2356980057       26.5867447175
  1        4.3700475513       20.5077179453        1.9308431984
  2        3.8303530177       20.5376580101        1.8291898515
  1        3.2909077574       20.5706896717        1.7271716205
  1       17.1229929678        3.7280298372        8.1624610870
  2       17.1274476107        4.1614619256        7.8239100850
  1       17.1432387816        4.5951735383        7.4860567516
  1        4.1562481037       22.9853215378       16.9137218269
  2        4.2063219529       22.7074884325       17.3857402325
  1        4.2745889669       22.4349150172       17.8585439412
  1        4.5689088623       15.5789049926       15.0165891208
  2        4.8567799053       15.1104658706       15.0305552059
  1        5.1538608955       14.6486828803       15.0621677682
  1        8.6557408378        4.5796201176       24.2043787754
  2        8.5193122310        4.9442167854       23.8158475603
  1        8.3662863639        5.2986043448       23.4240663194
  1       15.4376596487        0.7330419730        2.3725526105
  2       15.5031723159        0.2176099389        2.1921699378
  1       15.5574744967       -0.3039726846        2.0263301383
  1       24.3036317482        5.9361676871       11.2613769616
  2       23.9773690482        6.1864815148       11.6266106379
  1       23.6242892866        6.4142926259       11.9814863606
  1       26.9304088771        6.4254586177       23.3814930095
  2       26.5774176003        6.0673580712       23.1586451756
  1       26.2281587992        5.7146168298       22.9218078782
  1       22.4725205162       11.2972577157        3.4329838718
  2       22.5084367332       11.8366250167        3.5344379992
  1       22.5578635438       12.3766711899        3.6261283486
  1       17.0472420311       12.0978056432       12.6863901986
  2       17.0009354729       12.5335144719       13.0188259355
  1       16.9692807283       12.9791415367       13.3396288272
  1        7.2711920819       24.0700178486        9.0803151665
  2        7.7700952943       24.2166412947        8.9011583925
  1        8.2711626389       24.3753172231        8.7391291821
  1       24.5278672977       27.3507003116       12.3042711442
  2       24.7131192978       27.0999991709       11.8511369096
  1       24.8796689095       26.8440865866       11.3936765562
  1        7.4058720452       21.2631033097       11.4006100053
  2        7.8075986537       21.2425733762       11.0255176783
  1        8.2061421579       21.2166585591       10.6473755139
  1       11.5207578625       25.9377999926       13.6480531332
  2       11.6684697741       25.7933051361       13.1383449543
  1       11.8372301650       25.6473267284       12.6356420262
  1       10.4591627300        7.7367856175       18.7529739285
  2       10.6614531672        8.1911458000       18.5181646365
  1       10.8607686322        8.6441132546       18.2781774922
  1        2.0316931266       10.7993179317       21.2132878823
  2        2.3198851642       10.3399244909       21.1216199164
  1        2.5966391041        9.8766158741       21.0155426739
  1       26.4454066633       16.6438397279       15.7001554173
  2       26.5823274357       16.5813289599       15.1711515365
  1       26.7382250092       16.5057947705       14.6491452800
  1        0.0722898177       27.5335936519       14.2470765946
  2        0.1189419563       27.2473969010       14.7144254982
  1        0.1524395330       26.9466102734       15.1736697862
  1       18.2693554811       17.9767460977        9.1632531058
  2       18.2518863259       17.6988312341        8.6889555650
  1       18.2204487926       17.4212103976        8.2152063152
  1        2.2051885335       24.3049008934       24.6785310873
  2        2.6346510876       24.4558322212       24.3698538304
  1        3.0450737947       24.6340113182       24.0500016617
  1       11.0057824275        9.5859496722       27.4181361263
  2       11.4630145844        9.8811283889       27.4975608067
  1       11.9175023508       10.1766561837       27.5903195891
  1        4.1196717620       24.3234310492       20.5552345468
  2        4.5430244669       24.1636238263       20.8678591440
  1        4.9559490438       24.0034999654       21.1939782049
  1        5.3199867421       18.1514270327       26.5829888972
  2        5.1195324881       17.6979450321       26.3449297298
  1        4.9023897532       17.2505557150       26.1100003137
  1       11.7205769499       18.4545447724       20.3520279355
