Date and Time     Completed      Estimated Time Left
01-01-2025 16:45      1%    2 days and   3 hours
01-01-2025 17:16      2%    2 days and   2 hours
01-01-2025 17:48      3%    2 days and   3 hours
01-01-2025 18:19      4%    2 days and   2 hours
01-01-2025 18:50      5%    2 days and   2 hours
01-01-2025 19:22      6%    2 days and   1 hours
01-01-2025 19:54      7%    2 days and   1 hours
01-01-2025 20:24      8%    1 days and  24 hours
01-01-2025 20:56      9%    1 days and  24 hours
01-01-2025 21:27     10%    1 days and  23 hours
01-01-2025 21:58     11%    1 days and  23 hours
01-01-2025 22:29     12%    1 days and  22 hours
01-01-2025 23:00     13%    1 days and  22 hours
01-01-2025 23:31     14%    1 days and  21 hours
02-01-2025 00:01     15%    1 days and  21 hours
02-01-2025 00:32     16%    1 days and  20 hours
02-01-2025 01:03     17%    1 days and  20 hours
02-01-2025 01:35     18%    1 days and  19 hours
02-01-2025 02:06     19%    1 days and  18 hours
02-01-2025 02:37     20%    1 days and  18 hours
02-01-2025 03:08     21%    1 days and  17 hours
02-01-2025 03:38     22%    1 days and  17 hours
02-01-2025 04:09     23%    1 days and  16 hours
02-01-2025 04:41     24%    1 days and  16 hours
02-01-2025 05:11     25%    1 days and  15 hours
02-01-2025 05:41     26%    1 days and  15 hours
02-01-2025 06:12     27%    1 days and  14 hours
02-01-2025 06:43     28%    1 days and  14 hours
02-01-2025 07:15     29%    1 days and  13 hours
02-01-2025 07:46     30%    1 days and  13 hours
02-01-2025 08:16     31%    1 days and  12 hours
02-01-2025 08:47     32%    1 days and  12 hours
02-01-2025 09:17     33%    1 days and  11 hours
02-01-2025 09:48     34%    1 days and  11 hours
02-01-2025 10:19     35%    1 days and  10 hours
02-01-2025 10:50     36%    1 days and  10 hours
02-01-2025 11:20     37%    1 days and   9 hours
02-01-2025 11:51     38%    1 days and   8 hours
02-01-2025 12:22     39%    1 days and   8 hours
02-01-2025 12:53     40%    1 days and   7 hours
02-01-2025 13:24     41%    1 days and   7 hours
02-01-2025 13:54     42%    1 days and   6 hours
02-01-2025 14:25     43%    1 days and   6 hours
02-01-2025 14:56     44%    1 days and   5 hours
02-01-2025 15:28     45%    1 days and   5 hours
02-01-2025 15:58     46%    1 days and   4 hours
02-01-2025 16:29     47%    1 days and   4 hours
02-01-2025 17:00     48%    1 days and   3 hours
02-01-2025 17:31     49%    1 days and   3 hours
02-01-2025 18:02     50%    1 days and   2 hours
02-01-2025 18:33     51%    1 days and   2 hours
02-01-2025 19:04     52%    1 days and   1 hours
02-01-2025 19:35     53%    1 days and   1 hours
02-01-2025 20:07     54%   23 hours and  43 minutes
02-01-2025 20:38     55%   23 hours and  13 minutes
02-01-2025 21:08     56%   22 hours and  41 minutes
02-01-2025 21:39     57%   22 hours and  10 minutes
02-01-2025 22:11     58%   21 hours and  40 minutes
02-01-2025 22:41     59%   21 hours and   9 minutes
02-01-2025 23:13     60%   20 hours and  38 minutes
02-01-2025 23:43     61%   20 hours and   7 minutes
03-01-2025 00:13     62%   19 hours and  35 minutes
03-01-2025 00:44     63%   19 hours and   4 minutes
03-01-2025 01:15     64%   18 hours and  33 minutes
03-01-2025 01:46     65%   18 hours and   2 minutes
03-01-2025 02:17     66%   17 hours and  31 minutes
03-01-2025 02:48     67%   17 hours and   0 minutes
03-01-2025 03:18     68%   16 hours and  29 minutes
03-01-2025 03:49     69%   15 hours and  58 minutes
03-01-2025 04:20     70%   15 hours and  27 minutes
03-01-2025 04:50     71%   14 hours and  56 minutes
03-01-2025 05:20     72%   14 hours and  25 minutes
03-01-2025 05:50     73%   13 hours and  54 minutes
03-01-2025 06:21     74%   13 hours and  23 minutes
03-01-2025 06:52     75%   12 hours and  52 minutes
03-01-2025 07:24     76%   12 hours and  21 minutes
03-01-2025 07:55     77%   11 hours and  50 minutes
03-01-2025 08:26     78%   11 hours and  19 minutes
03-01-2025 08:56     79%   10 hours and  48 minutes
03-01-2025 09:27     80%   10 hours and  17 minutes
03-01-2025 09:57     81%    9 hours and  46 minutes
03-01-2025 10:28     82%    9 hours and  15 minutes
03-01-2025 10:59     83%    8 hours and  45 minutes
03-01-2025 11:30     84%    8 hours and  14 minutes
03-01-2025 12:01     85%    7 hours and  43 minutes
03-01-2025 12:32     86%    7 hours and  12 minutes
03-01-2025 13:03     87%    6 hours and  41 minutes
03-01-2025 13:34     88%    6 hours and  10 minutes
03-01-2025 14:04     89%    5 hours and  39 minutes
03-01-2025 14:35     90%    5 hours and   8 minutes
03-01-2025 15:06     91%    4 hours and  38 minutes
03-01-2025 15:36     92%    4 hours and   7 minutes
03-01-2025 16:07     93%    3 hours and  36 minutes
03-01-2025 16:38     94%    3 hours and   5 minutes
03-01-2025 17:08     95%    2 hours and  34 minutes
03-01-2025 17:39     96%    2 hours and   3 minutes
03-01-2025 18:10     97%    1 hours and  32 minutes
03-01-2025 18:41     98%    1 hours and   1 minutes
03-01-2025 19:11     99%   30 minutes and 52 seconds
03-01-2025 19:42    100%    0 minutes and  0 seconds
