Date and Time     Completed      Estimated Time Left
06-01-2025 15:18      1%    1 days and   5 hours
06-01-2025 15:36      2%    1 days and   6 hours
06-01-2025 15:54      3%    1 days and   6 hours
06-01-2025 16:12      4%    1 days and   5 hours
06-01-2025 16:29      5%    1 days and   5 hours
06-01-2025 16:47      6%    1 days and   4 hours
06-01-2025 17:06      7%    1 days and   4 hours
06-01-2025 17:24      8%    1 days and   4 hours
06-01-2025 17:42      9%    1 days and   4 hours
06-01-2025 18:01     10%    1 days and   4 hours
06-01-2025 18:19     11%    1 days and   3 hours
06-01-2025 18:38     12%    1 days and   3 hours
06-01-2025 18:56     13%    1 days and   3 hours
06-01-2025 19:15     14%    1 days and   3 hours
06-01-2025 19:33     15%    1 days and   2 hours
06-01-2025 19:51     16%    1 days and   2 hours
06-01-2025 20:09     17%    1 days and   2 hours
06-01-2025 20:28     18%    1 days and   1 hours
06-01-2025 20:47     19%    1 days and   1 hours
06-01-2025 21:05     20%    1 days and   1 hours
06-01-2025 21:24     21%    1 days and   1 hours
06-01-2025 21:43     22%   23 hours and  47 minutes
06-01-2025 22:02     23%   23 hours and  30 minutes
06-01-2025 22:20     24%   23 hours and  13 minutes
06-01-2025 22:39     25%   22 hours and  54 minutes
06-01-2025 22:58     26%   22 hours and  38 minutes
06-01-2025 23:17     27%   22 hours and  21 minutes
06-01-2025 23:36     28%   22 hours and   4 minutes
06-01-2025 23:54     29%   21 hours and  46 minutes
07-01-2025 00:13     30%   21 hours and  29 minutes
07-01-2025 00:31     31%   21 hours and  10 minutes
07-01-2025 00:50     32%   20 hours and  51 minutes
07-01-2025 01:08     33%   20 hours and  33 minutes
07-01-2025 01:27     34%   20 hours and  15 minutes
07-01-2025 01:45     35%   19 hours and  57 minutes
07-01-2025 02:04     36%   19 hours and  39 minutes
07-01-2025 02:23     37%   19 hours and  22 minutes
07-01-2025 02:42     38%   19 hours and   4 minutes
07-01-2025 03:00     39%   18 hours and  46 minutes
07-01-2025 03:19     40%   18 hours and  27 minutes
07-01-2025 03:38     41%   18 hours and   9 minutes
07-01-2025 03:56     42%   17 hours and  50 minutes
07-01-2025 04:14     43%   17 hours and  31 minutes
07-01-2025 04:32     44%   17 hours and  12 minutes
07-01-2025 04:50     45%   16 hours and  54 minutes
07-01-2025 05:09     46%   16 hours and  36 minutes
07-01-2025 05:28     47%   16 hours and  18 minutes
07-01-2025 05:46     48%   15 hours and  59 minutes
07-01-2025 06:05     49%   15 hours and  41 minutes
07-01-2025 06:24     50%   15 hours and  23 minutes
07-01-2025 06:43     51%   15 hours and   5 minutes
07-01-2025 07:01     52%   14 hours and  46 minutes
07-01-2025 07:19     53%   14 hours and  27 minutes
07-01-2025 07:37     54%   14 hours and   9 minutes
07-01-2025 07:56     55%   13 hours and  50 minutes
07-01-2025 08:14     56%   13 hours and  32 minutes
07-01-2025 08:33     57%   13 hours and  13 minutes
07-01-2025 08:51     58%   12 hours and  55 minutes
07-01-2025 09:10     59%   12 hours and  36 minutes
07-01-2025 09:29     60%   12 hours and  18 minutes
07-01-2025 09:47     61%   12 hours and   0 minutes
07-01-2025 10:06     62%   11 hours and  41 minutes
07-01-2025 10:24     63%   11 hours and  23 minutes
07-01-2025 10:43     64%   11 hours and   4 minutes
07-01-2025 11:01     65%   10 hours and  46 minutes
07-01-2025 11:18     66%   10 hours and  27 minutes
07-01-2025 11:36     67%   10 hours and   8 minutes
07-01-2025 11:54     68%    9 hours and  49 minutes
07-01-2025 12:12     69%    9 hours and  30 minutes
07-01-2025 12:29     70%    9 hours and  12 minutes
07-01-2025 12:46     71%    8 hours and  53 minutes
07-01-2025 13:04     72%    8 hours and  34 minutes
07-01-2025 13:22     73%    8 hours and  16 minutes
07-01-2025 13:40     74%    7 hours and  57 minutes
07-01-2025 13:58     75%    7 hours and  39 minutes
07-01-2025 14:15     76%    7 hours and  20 minutes
07-01-2025 14:33     77%    7 hours and   1 minutes
07-01-2025 14:51     78%    6 hours and  43 minutes
07-01-2025 15:09     79%    6 hours and  25 minutes
07-01-2025 15:27     80%    6 hours and   6 minutes
07-01-2025 15:45     81%    5 hours and  48 minutes
07-01-2025 16:03     82%    5 hours and  29 minutes
07-01-2025 16:20     83%    5 hours and  11 minutes
07-01-2025 16:38     84%    4 hours and  52 minutes
07-01-2025 16:55     85%    4 hours and  34 minutes
07-01-2025 17:13     86%    4 hours and  15 minutes
07-01-2025 17:31     87%    3 hours and  57 minutes
07-01-2025 17:48     88%    3 hours and  39 minutes
07-01-2025 18:06     89%    3 hours and  20 minutes
07-01-2025 18:23     90%    3 hours and   2 minutes
07-01-2025 18:41     91%    2 hours and  44 minutes
07-01-2025 18:58     92%    2 hours and  25 minutes
07-01-2025 19:15     93%    2 hours and   7 minutes
07-01-2025 19:33     94%    1 hours and  49 minutes
07-01-2025 19:50     95%    1 hours and  31 minutes
07-01-2025 20:08     96%    1 hours and  12 minutes
07-01-2025 20:25     97%   54 minutes and 33 seconds
07-01-2025 20:42     98%   36 minutes and 20 seconds
07-01-2025 21:00     99%   18 minutes and 10 seconds
07-01-2025 21:17    100%    0 minutes and  0 seconds
