# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.163954
40000 0.157249
60000 0.156827
80000 0.156695
100000 0.160345
120000 0.162998
140000 0.166276
160000 0.162816
180000 0.16027
200000 0.161755
220000 0.163142
240000 0.164775
260000 0.163769
280000 0.163126
300000 0.158581
320000 0.161593
340000 0.16173
360000 0.163047
380000 0.160574
400000 0.162976
420000 0.16048
440000 0.161878
460000 0.16264
480000 0.163671
500000 0.163443
520000 0.162939
540000 0.161362
560000 0.164924
580000 0.166349
600000 0.163466
620000 0.164308
640000 0.160861
660000 0.160504
680000 0.165193
700000 0.165285
720000 0.166067
740000 0.16253
760000 0.167474
780000 0.165008
800000 0.162528
820000 0.160956
840000 0.160974
860000 0.16423
880000 0.168461
900000 0.166353
920000 0.163612
940000 0.159689
960000 0.161323
980000 0.160268
1000000 0.164054
1020000 0.16433
1040000 0.165278
1060000 0.167898
1080000 0.171329
1100000 0.168851
1120000 0.166175
1140000 0.160286
1160000 0.164434
1180000 0.165786
1200000 0.164322
1220000 0.169169
1240000 0.161544
1260000 0.164519
1280000 0.168926
1300000 0.165968
1320000 0.169707
1340000 0.171949
1360000 0.164308
1380000 0.172629
1400000 0.169438
1420000 0.16375
1440000 0.163033
1460000 0.163895
1480000 0.166796
1500000 0.166492
1520000 0.173612
1540000 0.16996
1560000 0.165708
1580000 0.162777
1600000 0.164971
1620000 0.16499
1640000 0.165336
1660000 0.168977
1680000 0.171862
1700000 0.168218
1720000 0.16536
1740000 0.168856
1760000 0.167551
1780000 0.166152
1800000 0.164101
1820000 0.167451
1840000 0.16794
1860000 0.16997
1880000 0.168504
1900000 0.173201
1920000 0.161477
1940000 0.16897
1960000 0.170118
1980000 0.170342
2000000 0.163953
