Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.187184   50.606584

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.6396347338E+000
Box 2    0.2530362031E+002

Rotation per molecule type
Box 1    0.1048123440E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.4326400212E+003
Box 2   0.2002963061E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 383   
Atomtype         X                  Y                   Z
  1       16.2938849744        6.0832107890       11.9778927781
  2       16.7313357726        6.2278875082       11.6775505632
  1       17.1692678304        6.3472617543       11.3669619268
  1       20.4382022541       15.0486220591       26.8014193118
  2       20.0715690033       14.6955372334       27.0097727740
  1       19.7110314214       14.3268809237       27.2010975668
  1       18.0293002393       27.5192765694        8.9868413980
  2       18.0454287290       27.0560385096        8.6907833433
  1       18.0767901985       26.5933034163        8.3951607957
  1       17.4900399854        6.2441564493       17.2427057697
  2       17.8454572303        6.3615542270       17.6456900669
  1       18.1978011503        6.4987237010       18.0451125205
  1        9.2306962769       22.6580007864       11.2561179342
  2        9.4778774583       22.2196715352       11.0341518758
  1        9.7483974081       21.7796191923       10.8452791905
  1       18.8135914562       20.3131597940       12.1572178350
  2       18.7695294759       20.8462285628       12.0291700717
  1       18.7290612909       21.3711646432       11.8700963892
  1       23.5067551372       16.3303324540        5.6015637663
  2       23.4707997716       15.7845434874        5.6591972253
  1       23.4283186198       15.2409900211        5.7316194596
  1       27.5815611904       25.3371849657        9.6745247712
  2       27.9359313146       25.0930523630       10.0170464309
  1       28.2818495901       24.8384788771       10.3606055756
  1        6.2156047135       17.0258272925       14.2723285019
  2        6.4530313513       16.5921308872       14.5132351636
  1        6.7223579405       16.1799732178       14.7583662366
  1        8.1223331104        2.0791025786        9.8549871159
  2        8.0656259395        1.7160294013        9.4457657031
  1        7.9975306040        1.3448075497        9.0456940081
  1        3.2454776633       26.5077857439        0.6040542205
  2        3.7238796403       26.5262449042        0.8747769714
  1        4.1888539114       26.5372511367        1.1683375086
  1        4.5788541034       15.3300334360       27.9065123022
  2        4.7037082820       15.3339949602       27.3708858088
  1        4.8254276718       15.3553095634       26.8349473079
  1       20.6272102410        8.2936498145        2.4664408889
  2       20.2334761735        8.2698379282        2.8497246978
  1       19.8455852527        8.2456290674        3.2388963355
  1        9.5776428205       16.0968770109        1.6522442240
  2        9.9621929148       16.1345170273        2.0436576297
  1       10.3484904102       16.2073898128        2.4283182608
  1        4.0668949810        5.5661215104       16.6011376282
  2        4.2412345196        5.0445570622       16.6098698456
  1        4.4218735747        4.5250679977       16.6090682123
  1       14.2852938013        2.0972598097       15.9927552335
  2       14.3932902653        2.5126372120       15.6488099219
  1       14.4984141181        2.9299442094       15.3063134336
  1       17.1176920897       17.5692859679       14.0661309927
  2       16.8073577802       17.1152584557       14.0589452763
  1       16.4931059352       16.6643562645       14.0797537085
  1        6.5961050765       18.2612492705        9.6844819748
  2        7.0028154998       18.3728583215        9.3314521583
  1        7.3940866206       18.4740717539        8.9584069196
  1       26.5486979392        0.4187227270       16.8663382463
  2       26.5085594906        0.8459249979       16.5222639453
  1       26.4505829913        1.2723493299       16.1797715898
  1       21.1597682611        3.0194246624        0.2861256567
  2       21.3968200316        3.0177964182        0.7824156999
  1       21.6338274971        3.0077019157        1.2786269062
  1        0.3998494895       21.9082730222       14.9185468518
  2        0.4020383498       22.4341369509       15.0796751778
  1        0.4053157667       22.9535095489       15.2606209209
  1       17.1544071600        5.3006330784        2.9392027117
  2       17.5940577818        5.0749111214        3.1805674334
  1       18.0375948451        4.8625556461        3.4269005911
  1        3.5254206164        9.3566876338       16.3845172799
  2        3.9018372029        9.4585515756       16.7723758762
  1        4.2817374220        9.5450264135       17.1605741825
  1       21.3141303385       12.4178351439        7.5032760012
  2       20.7803068562       12.2872146031        7.5249731007
  1       20.2427660461       12.1734766956        7.5497433400
  1       12.8416996073        1.3753527408       11.4002960278
  2       12.5806112069        1.3770078709       11.8843725793
  1       12.3189930126        1.3884479647       12.3680305615
  1       10.9714460619        7.0190831634        8.8700311323
  2       11.2924216797        7.3246548288        8.5443002462
  1       11.6249559958        7.6227973981        8.2233143650
  1        6.8390460386        3.1561124344       23.3071225299
  2        6.9111947940        2.8991772462       23.7880371441
  1        6.9694293064        2.6171501734       24.2566195496
  1       20.9003676383        1.4734968116       25.7495749344
  2       21.1434918031        1.0653977689       26.0267857060
  1       21.4213903950        0.6659334169       26.2831069947
  1        2.0476770293        8.4548174209        6.6152166080
  2        1.6678729431        8.7462214389        6.8860164499
  1        1.2724722145        9.0203377513        7.1525094330
  1       17.2609693463       17.4642473814        9.8449389525
  2       17.0116823044       17.4421619863       10.3347023710
  1       16.7946357634       17.4413206665       10.8400637171
  1       19.2691579254        5.8507840061       27.4732747717
  2       19.4508991303        6.2698041287       27.1668563139
  1       19.6236428826        6.6916264570       26.8590812038
  1       13.7214295369        9.6490037246       11.7357355654
  2       13.8163597776        9.2576245538       11.3611550079
  1       13.9207482538        8.8905626002       10.9650886407
  1       27.4841798010       13.4801025553       26.0229038005
  2       27.4472906647       13.9507442111       25.7407059558
  1       27.4151187119       14.4168661642       25.4505417106
  1       20.8540183491       27.3250587262       17.5646427618
  2       21.0695046073       27.1766747898       17.0808578096
  1       21.2607947104       27.0106738535       16.5926449620
