Pressure SD-Density_box1 SD_Density_box2
220 0.4187372417316768 0.13823008155697902
230 0.18315362932718654 0.11072593698983328
240 0.28411307201375435 0.2551889551140958
250 0.5439908104501775 0.3714802966102194
260 0.5143701544729841 0.9451669380993627
