# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.224159
40000 0.226318
60000 0.219958
80000 0.216163
100000 0.221763
120000 0.218077
140000 0.228645
160000 0.222191
180000 0.22595
200000 0.228386
220000 0.223589
240000 0.224151
260000 0.224012
280000 0.225811
300000 0.227124
320000 0.225635
340000 0.225656
360000 0.233875
380000 0.225741
400000 0.224135
420000 0.229526
440000 0.220382
460000 0.224374
480000 0.226844
500000 0.219009
520000 0.229941
540000 0.224344
560000 0.224807
580000 0.227967
600000 0.22996
620000 0.225437
640000 0.229981
660000 0.228604
680000 0.229448
700000 0.229346
720000 0.225098
740000 0.228496
760000 0.224928
780000 0.226503
800000 0.224579
820000 0.226032
840000 0.229731
860000 0.230401
880000 0.225605
900000 0.23074
920000 0.231189
940000 0.231053
960000 0.233581
980000 0.235671
1000000 0.228097
1020000 0.225688
1040000 0.227249
1060000 0.235017
1080000 0.237427
1100000 0.225423
1120000 0.235123
1140000 0.233761
1160000 0.229322
1180000 0.231993
1200000 0.225547
1220000 0.233512
1240000 0.235523
1260000 0.232063
1280000 0.231711
1300000 0.232835
1320000 0.233939
1340000 0.237097
1360000 0.240208
1380000 0.22919
1400000 0.231307
1420000 0.225981
1440000 0.230436
1460000 0.237272
1480000 0.238148
1500000 0.237047
1520000 0.240947
1540000 0.232348
1560000 0.231059
1580000 0.244651
1600000 0.241803
1620000 0.242788
1640000 0.24287
1660000 0.230732
1680000 0.236473
1700000 0.233761
1720000 0.243215
1740000 0.236485
1760000 0.230083
1780000 0.237631
1800000 0.229563
1820000 0.240348
1840000 0.234133
1860000 0.236872
1880000 0.237636
1900000 0.241301
1920000 0.238934
1940000 0.237308
1960000 0.237171
1980000 0.243857
2000000 0.243178
