Date and Time     Completed      Estimated Time Left
01-01-2025 16:36      1%    1 days and  14 hours
01-01-2025 17:00      2%    1 days and  15 hours
01-01-2025 17:25      3%    1 days and  15 hours
01-01-2025 17:49      4%    1 days and  15 hours
01-01-2025 18:13      5%    1 days and  15 hours
01-01-2025 18:37      6%    1 days and  14 hours
01-01-2025 19:02      7%    1 days and  14 hours
01-01-2025 19:25      8%    1 days and  13 hours
01-01-2025 19:49      9%    1 days and  13 hours
01-01-2025 20:14     10%    1 days and  13 hours
01-01-2025 20:39     11%    1 days and  12 hours
01-01-2025 21:03     12%    1 days and  12 hours
01-01-2025 21:27     13%    1 days and  12 hours
01-01-2025 21:51     14%    1 days and  11 hours
01-01-2025 22:15     15%    1 days and  11 hours
01-01-2025 22:38     16%    1 days and  10 hours
01-01-2025 23:02     17%    1 days and  10 hours
01-01-2025 23:26     18%    1 days and   9 hours
01-01-2025 23:50     19%    1 days and   9 hours
02-01-2025 00:14     20%    1 days and   9 hours
02-01-2025 00:39     21%    1 days and   8 hours
02-01-2025 01:04     22%    1 days and   8 hours
02-01-2025 01:28     23%    1 days and   7 hours
02-01-2025 01:52     24%    1 days and   7 hours
02-01-2025 02:17     25%    1 days and   7 hours
02-01-2025 02:41     26%    1 days and   6 hours
02-01-2025 03:05     27%    1 days and   6 hours
02-01-2025 03:30     28%    1 days and   6 hours
02-01-2025 03:55     29%    1 days and   5 hours
02-01-2025 04:18     30%    1 days and   5 hours
02-01-2025 04:43     31%    1 days and   4 hours
02-01-2025 05:07     32%    1 days and   4 hours
02-01-2025 05:30     33%    1 days and   3 hours
02-01-2025 05:54     34%    1 days and   3 hours
02-01-2025 06:18     35%    1 days and   3 hours
02-01-2025 06:42     36%    1 days and   2 hours
02-01-2025 07:06     37%    1 days and   2 hours
02-01-2025 07:30     38%    1 days and   1 hours
02-01-2025 07:54     39%    1 days and   1 hours
02-01-2025 08:18     40%    1 days and   1 hours
02-01-2025 08:43     41%   23 hours and  43 minutes
02-01-2025 09:07     42%   23 hours and  19 minutes
02-01-2025 09:31     43%   22 hours and  55 minutes
02-01-2025 09:54     44%   22 hours and  30 minutes
02-01-2025 10:18     45%   22 hours and   6 minutes
02-01-2025 10:43     46%   21 hours and  42 minutes
02-01-2025 11:07     47%   21 hours and  18 minutes
02-01-2025 11:31     48%   20 hours and  54 minutes
02-01-2025 11:55     49%   20 hours and  30 minutes
02-01-2025 12:19     50%   20 hours and   6 minutes
02-01-2025 12:43     51%   19 hours and  41 minutes
02-01-2025 13:07     52%   19 hours and  16 minutes
02-01-2025 13:30     53%   18 hours and  52 minutes
02-01-2025 13:54     54%   18 hours and  28 minutes
02-01-2025 14:18     55%   18 hours and   4 minutes
02-01-2025 14:42     56%   17 hours and  39 minutes
02-01-2025 15:06     57%   17 hours and  15 minutes
02-01-2025 15:30     58%   16 hours and  51 minutes
02-01-2025 15:54     59%   16 hours and  27 minutes
02-01-2025 16:19     60%   16 hours and   3 minutes
02-01-2025 16:43     61%   15 hours and  39 minutes
02-01-2025 17:07     62%   15 hours and  15 minutes
02-01-2025 17:31     63%   14 hours and  51 minutes
02-01-2025 17:55     64%   14 hours and  27 minutes
02-01-2025 18:18     65%   14 hours and   2 minutes
02-01-2025 18:43     66%   13 hours and  38 minutes
02-01-2025 19:07     67%   13 hours and  15 minutes
02-01-2025 19:32     68%   12 hours and  50 minutes
02-01-2025 19:56     69%   12 hours and  26 minutes
02-01-2025 20:21     70%   12 hours and   3 minutes
02-01-2025 20:44     71%   11 hours and  38 minutes
02-01-2025 21:08     72%   11 hours and  14 minutes
02-01-2025 21:32     73%   10 hours and  50 minutes
02-01-2025 21:56     74%   10 hours and  26 minutes
02-01-2025 22:21     75%   10 hours and   2 minutes
02-01-2025 22:45     76%    9 hours and  38 minutes
02-01-2025 23:09     77%    9 hours and  14 minutes
02-01-2025 23:33     78%    8 hours and  50 minutes
02-01-2025 23:57     79%    8 hours and  26 minutes
03-01-2025 00:21     80%    8 hours and   1 minutes
03-01-2025 00:45     81%    7 hours and  37 minutes
03-01-2025 01:10     82%    7 hours and  14 minutes
03-01-2025 01:35     83%    6 hours and  49 minutes
03-01-2025 01:59     84%    6 hours and  25 minutes
03-01-2025 02:24     85%    6 hours and   1 minutes
03-01-2025 02:48     86%    5 hours and  37 minutes
03-01-2025 03:12     87%    5 hours and  13 minutes
03-01-2025 03:37     88%    4 hours and  49 minutes
03-01-2025 04:01     89%    4 hours and  25 minutes
03-01-2025 04:24     90%    4 hours and   1 minutes
03-01-2025 04:49     91%    3 hours and  37 minutes
03-01-2025 05:13     92%    3 hours and  13 minutes
03-01-2025 05:37     93%    2 hours and  48 minutes
03-01-2025 06:01     94%    2 hours and  24 minutes
03-01-2025 06:25     95%    2 hours and   0 minutes
03-01-2025 06:50     96%    1 hours and  36 minutes
03-01-2025 07:13     97%    1 hours and  12 minutes
03-01-2025 07:38     98%   48 minutes and 15 seconds
03-01-2025 08:02     99%   24 minutes and  7 seconds
03-01-2025 08:26    100%    0 minutes and  0 seconds
