# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.203968
40000 0.205789
60000 0.202725
80000 0.207097
100000 0.207206
120000 0.204449
140000 0.207378
160000 0.201741
180000 0.205516
200000 0.209761
220000 0.205433
240000 0.205152
260000 0.215065
280000 0.206233
300000 0.206185
320000 0.202585
340000 0.205519
360000 0.206504
380000 0.207758
400000 0.20986
420000 0.204698
440000 0.206464
460000 0.211084
480000 0.205119
500000 0.202531
520000 0.207137
540000 0.210637
560000 0.206521
580000 0.206995
600000 0.207564
620000 0.208587
640000 0.207629
660000 0.204128
680000 0.203869
700000 0.204244
720000 0.202348
740000 0.201782
760000 0.211254
780000 0.208336
800000 0.20597
820000 0.209134
840000 0.20735
860000 0.208194
880000 0.21288
900000 0.209421
920000 0.208448
940000 0.209053
960000 0.215887
980000 0.210786
1000000 0.21024
1020000 0.210893
1040000 0.204685
1060000 0.20881
1080000 0.212679
1100000 0.211109
1120000 0.212497
1140000 0.210595
1160000 0.213429
1180000 0.213467
1200000 0.213137
1220000 0.213895
1240000 0.21399
1260000 0.216861
1280000 0.217057
1300000 0.20702
1320000 0.207406
1340000 0.209382
1360000 0.209125
1380000 0.208552
1400000 0.212348
1420000 0.208426
1440000 0.219153
1460000 0.210854
1480000 0.214107
1500000 0.212909
1520000 0.215057
1540000 0.222737
1560000 0.216914
1580000 0.212912
1600000 0.214064
1620000 0.21548
1640000 0.214439
1660000 0.211616
1680000 0.213681
1700000 0.21926
1720000 0.215782
1740000 0.213278
1760000 0.20822
1780000 0.213739
1800000 0.218955
1820000 0.213816
1840000 0.213299
1860000 0.210235
1880000 0.214626
1900000 0.208282
1920000 0.210315
1940000 0.211448
1960000 0.215484
1980000 0.216419
2000000 0.21669
