Date and Time     Completed      Estimated Time Left
06-01-2025 15:23      1%    1 days and  14 hours
06-01-2025 15:47      2%    1 days and  14 hours
06-01-2025 16:12      3%    1 days and  15 hours
06-01-2025 16:36      4%    1 days and  15 hours
06-01-2025 17:01      5%    1 days and  15 hours
06-01-2025 17:25      6%    1 days and  14 hours
06-01-2025 17:49      7%    1 days and  14 hours
06-01-2025 18:14      8%    1 days and  14 hours
06-01-2025 18:38      9%    1 days and  13 hours
06-01-2025 19:03     10%    1 days and  13 hours
06-01-2025 19:28     11%    1 days and  12 hours
06-01-2025 19:52     12%    1 days and  12 hours
06-01-2025 20:16     13%    1 days and  12 hours
06-01-2025 20:41     14%    1 days and  11 hours
06-01-2025 21:05     15%    1 days and  11 hours
06-01-2025 21:29     16%    1 days and  10 hours
06-01-2025 21:53     17%    1 days and  10 hours
06-01-2025 22:18     18%    1 days and  10 hours
06-01-2025 22:42     19%    1 days and   9 hours
06-01-2025 23:07     20%    1 days and   9 hours
06-01-2025 23:31     21%    1 days and   8 hours
06-01-2025 23:55     22%    1 days and   8 hours
07-01-2025 00:19     23%    1 days and   8 hours
07-01-2025 00:44     24%    1 days and   7 hours
07-01-2025 01:09     25%    1 days and   7 hours
07-01-2025 01:34     26%    1 days and   7 hours
07-01-2025 01:58     27%    1 days and   6 hours
07-01-2025 02:23     28%    1 days and   6 hours
07-01-2025 02:47     29%    1 days and   5 hours
07-01-2025 03:12     30%    1 days and   5 hours
07-01-2025 03:37     31%    1 days and   5 hours
07-01-2025 04:01     32%    1 days and   4 hours
07-01-2025 04:26     33%    1 days and   4 hours
07-01-2025 04:50     34%    1 days and   3 hours
07-01-2025 05:14     35%    1 days and   3 hours
07-01-2025 05:39     36%    1 days and   3 hours
07-01-2025 06:03     37%    1 days and   2 hours
07-01-2025 06:27     38%    1 days and   2 hours
07-01-2025 06:52     39%    1 days and   1 hours
07-01-2025 07:16     40%    1 days and   1 hours
07-01-2025 07:40     41%   23 hours and  57 minutes
07-01-2025 08:04     42%   23 hours and  33 minutes
07-01-2025 08:29     43%   23 hours and   8 minutes
07-01-2025 08:53     44%   22 hours and  44 minutes
07-01-2025 09:18     45%   22 hours and  20 minutes
07-01-2025 09:42     46%   21 hours and  56 minutes
07-01-2025 10:07     47%   21 hours and  32 minutes
07-01-2025 10:32     48%   21 hours and   8 minutes
07-01-2025 10:56     49%   20 hours and  44 minutes
07-01-2025 11:21     50%   20 hours and  20 minutes
07-01-2025 11:46     51%   19 hours and  55 minutes
07-01-2025 12:10     52%   19 hours and  31 minutes
07-01-2025 12:35     53%   19 hours and   7 minutes
07-01-2025 13:00     54%   18 hours and  43 minutes
07-01-2025 13:24     55%   18 hours and  19 minutes
07-01-2025 13:49     56%   17 hours and  54 minutes
07-01-2025 14:13     57%   17 hours and  30 minutes
07-01-2025 14:37     58%   17 hours and   5 minutes
07-01-2025 15:02     59%   16 hours and  41 minutes
07-01-2025 15:26     60%   16 hours and  16 minutes
07-01-2025 15:50     61%   15 hours and  52 minutes
07-01-2025 16:15     62%   15 hours and  27 minutes
07-01-2025 16:39     63%   15 hours and   3 minutes
07-01-2025 17:04     64%   14 hours and  38 minutes
07-01-2025 17:28     65%   14 hours and  14 minutes
07-01-2025 17:53     66%   13 hours and  50 minutes
07-01-2025 18:17     67%   13 hours and  25 minutes
07-01-2025 18:42     68%   13 hours and   1 minutes
07-01-2025 19:06     69%   12 hours and  37 minutes
07-01-2025 19:31     70%   12 hours and  12 minutes
07-01-2025 19:55     71%   11 hours and  48 minutes
07-01-2025 20:20     72%   11 hours and  23 minutes
07-01-2025 20:45     73%   10 hours and  59 minutes
07-01-2025 21:09     74%   10 hours and  35 minutes
07-01-2025 21:33     75%   10 hours and  10 minutes
07-01-2025 21:58     76%    9 hours and  46 minutes
07-01-2025 22:23     77%    9 hours and  22 minutes
07-01-2025 22:47     78%    8 hours and  57 minutes
07-01-2025 23:12     79%    8 hours and  33 minutes
07-01-2025 23:36     80%    8 hours and   8 minutes
08-01-2025 00:00     81%    7 hours and  44 minutes
08-01-2025 00:24     82%    7 hours and  19 minutes
08-01-2025 00:49     83%    6 hours and  55 minutes
08-01-2025 01:13     84%    6 hours and  30 minutes
08-01-2025 01:37     85%    6 hours and   6 minutes
08-01-2025 02:02     86%    5 hours and  41 minutes
08-01-2025 02:26     87%    5 hours and  17 minutes
08-01-2025 02:51     88%    4 hours and  53 minutes
08-01-2025 03:15     89%    4 hours and  28 minutes
08-01-2025 03:40     90%    4 hours and   4 minutes
08-01-2025 04:04     91%    3 hours and  39 minutes
08-01-2025 04:29     92%    3 hours and  15 minutes
08-01-2025 04:54     93%    2 hours and  51 minutes
08-01-2025 05:18     94%    2 hours and  26 minutes
08-01-2025 05:42     95%    2 hours and   2 minutes
08-01-2025 06:06     96%    1 hours and  37 minutes
08-01-2025 06:31     97%    1 hours and  13 minutes
08-01-2025 06:55     98%   48 minutes and 51 seconds
08-01-2025 07:19     99%   24 minutes and 25 seconds
08-01-2025 07:44    100%    0 minutes and  0 seconds
