# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.196188
40000 0.203201
60000 0.196671
80000 0.192895
100000 0.194235
120000 0.197079
140000 0.204301
160000 0.196958
180000 0.197331
200000 0.197668
220000 0.203309
240000 0.203537
260000 0.199931
280000 0.200907
300000 0.197169
320000 0.195087
340000 0.195045
360000 0.198797
380000 0.193814
400000 0.198159
420000 0.199008
440000 0.201277
460000 0.197974
480000 0.200571
500000 0.203773
520000 0.199418
540000 0.204342
560000 0.196411
580000 0.199906
600000 0.200136
620000 0.197721
640000 0.20025
660000 0.197634
680000 0.20385
700000 0.202835
720000 0.202713
740000 0.199826
760000 0.205765
780000 0.195944
800000 0.203667
820000 0.204821
840000 0.197297
860000 0.201361
880000 0.204921
900000 0.205568
920000 0.203557
940000 0.206106
960000 0.195912
980000 0.20005
1000000 0.201424
1020000 0.204953
1040000 0.202836
1060000 0.196535
1080000 0.201275
1100000 0.196585
1120000 0.20129
1140000 0.208149
1160000 0.205831
1180000 0.20145
1200000 0.204001
1220000 0.202968
1240000 0.203907
1260000 0.207498
1280000 0.202486
1300000 0.199525
1320000 0.210041
1340000 0.204769
1360000 0.200425
1380000 0.205192
1400000 0.207314
1420000 0.200504
1440000 0.205033
1460000 0.20445
1480000 0.207933
1500000 0.208227
1520000 0.215592
1540000 0.20864
1560000 0.217625
1580000 0.207538
1600000 0.207363
1620000 0.211632
1640000 0.211597
1660000 0.212052
1680000 0.209353
1700000 0.206611
1720000 0.202755
1740000 0.207801
1760000 0.213921
1780000 0.212418
1800000 0.21459
1820000 0.21261
1840000 0.208926
1860000 0.213022
1880000 0.210051
1900000 0.217438
1920000 0.211895
1940000 0.214271
1960000 0.210518
1980000 0.216048
2000000 0.214117
