# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.198963
40000 0.198405
60000 0.20159
80000 0.198332
100000 0.200691
120000 0.207411
140000 0.200284
160000 0.193816
180000 0.200056
200000 0.20067
220000 0.206117
240000 0.197684
260000 0.205022
280000 0.19775
300000 0.196636
320000 0.201045
340000 0.199389
360000 0.199452
380000 0.210504
400000 0.206311
420000 0.206013
440000 0.200918
460000 0.205248
480000 0.199862
500000 0.197944
520000 0.199932
540000 0.202096
560000 0.196853
580000 0.213736
600000 0.19956
620000 0.201263
640000 0.200254
660000 0.203994
680000 0.20169
700000 0.210214
720000 0.199849
740000 0.202208
760000 0.202986
780000 0.203476
800000 0.207308
820000 0.206665
840000 0.211579
860000 0.212264
880000 0.214563
900000 0.206538
920000 0.212337
940000 0.205526
960000 0.20911
980000 0.205789
1000000 0.206116
1020000 0.207206
1040000 0.212348
1060000 0.21035
1080000 0.202235
1100000 0.207133
1120000 0.215753
1140000 0.214266
1160000 0.207935
1180000 0.202297
1200000 0.205045
1220000 0.206617
1240000 0.212047
1260000 0.204697
1280000 0.205373
1300000 0.203431
1320000 0.203156
1340000 0.207702
1360000 0.20859
1380000 0.205192
1400000 0.203637
1420000 0.210345
1440000 0.20733
1460000 0.211047
1480000 0.211359
1500000 0.208814
1520000 0.212671
1540000 0.209491
1560000 0.215046
1580000 0.21202
1600000 0.207952
1620000 0.220517
1640000 0.211571
1660000 0.212058
1680000 0.207928
1700000 0.213502
1720000 0.210077
1740000 0.213671
1760000 0.207186
1780000 0.208833
1800000 0.215058
1820000 0.21335
1840000 0.216593
1860000 0.213101
1880000 0.20984
1900000 0.20951
1920000 0.21404
1940000 0.214169
1960000 0.219703
1980000 0.214574
2000000 0.209224
