# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.111951
40000 0.111608
60000 0.112096
80000 0.113493
100000 0.115399
120000 0.116391
140000 0.111775
160000 0.113608
180000 0.115018
200000 0.114607
220000 0.114298
240000 0.116132
260000 0.115593
280000 0.110818
300000 0.113248
320000 0.113638
340000 0.113101
360000 0.111967
380000 0.112853
400000 0.117905
420000 0.11559
440000 0.113371
460000 0.117811
480000 0.114387
500000 0.115395
520000 0.118235
540000 0.114152
560000 0.117226
580000 0.11474
600000 0.118184
620000 0.11211
640000 0.113972
660000 0.114601
680000 0.116187
700000 0.11728
720000 0.117547
740000 0.114061
760000 0.116972
780000 0.115859
800000 0.114442
820000 0.112722
840000 0.117792
860000 0.115544
880000 0.117717
900000 0.119101
920000 0.118442
940000 0.114843
960000 0.117362
980000 0.11948
1000000 0.116649
1020000 0.117661
1040000 0.116602
1060000 0.120513
1080000 0.117016
1100000 0.116629
1120000 0.113652
1140000 0.115822
1160000 0.116027
1180000 0.115304
1200000 0.120235
1220000 0.11764
1240000 0.112557
1260000 0.115416
1280000 0.117108
1300000 0.117034
1320000 0.116742
1340000 0.114478
1360000 0.117972
1380000 0.113777
1400000 0.114121
1420000 0.119005
1440000 0.118933
1460000 0.119285
1480000 0.114843
1500000 0.115567
1520000 0.115206
1540000 0.115409
1560000 0.116564
1580000 0.115844
1600000 0.113444
1620000 0.116967
1640000 0.116013
1660000 0.114523
1680000 0.122019
1700000 0.117716
1720000 0.120956
1740000 0.120254
1760000 0.118353
1780000 0.114988
1800000 0.117813
1820000 0.11775
1840000 0.11654
1860000 0.117493
1880000 0.121751
1900000 0.117859
1920000 0.115239
1940000 0.118612
1960000 0.119528
1980000 0.117166
2000000 0.115365
