# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.205124
40000 0.205205
60000 0.213138
80000 0.20902
100000 0.205592
120000 0.202088
140000 0.205178
160000 0.205281
180000 0.205258
200000 0.203663
220000 0.207862
240000 0.212651
260000 0.205944
280000 0.212091
300000 0.21248
320000 0.210086
340000 0.213519
360000 0.212737
380000 0.211444
400000 0.207544
420000 0.213689
440000 0.206035
460000 0.213337
480000 0.208315
500000 0.210018
520000 0.204585
540000 0.209868
560000 0.209844
580000 0.212681
600000 0.21364
620000 0.212184
640000 0.209014
660000 0.209386
680000 0.211186
700000 0.211118
720000 0.208368
740000 0.213185
760000 0.211947
780000 0.214905
800000 0.209043
820000 0.207961
840000 0.208463
860000 0.212578
880000 0.216429
900000 0.211942
920000 0.211511
940000 0.209432
960000 0.206639
980000 0.213663
1000000 0.206649
1020000 0.212562
1040000 0.211697
1060000 0.214098
1080000 0.217867
1100000 0.212536
1120000 0.211147
1140000 0.212292
1160000 0.213444
1180000 0.212763
1200000 0.216973
1220000 0.218372
1240000 0.211762
1260000 0.217538
1280000 0.220068
1300000 0.21353
1320000 0.215627
1340000 0.215689
1360000 0.206684
1380000 0.218877
1400000 0.214983
1420000 0.211262
1440000 0.21593
1460000 0.212826
1480000 0.209495
1500000 0.215542
1520000 0.216629
1540000 0.218087
1560000 0.215773
1580000 0.222146
1600000 0.219532
1620000 0.222313
1640000 0.218381
1660000 0.217611
1680000 0.213232
1700000 0.219557
1720000 0.216914
1740000 0.217969
1760000 0.219817
1780000 0.217845
1800000 0.225245
1820000 0.222851
1840000 0.219569
1860000 0.22096
1880000 0.221302
1900000 0.219323
1920000 0.212557
1940000 0.213421
1960000 0.218714
1980000 0.214757
2000000 0.222731
