# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.114344
40000 0.114735
60000 0.115988
80000 0.115062
100000 0.114644
120000 0.117997
140000 0.114908
160000 0.11519
180000 0.115931
200000 0.114675
220000 0.114282
240000 0.11217
260000 0.11536
280000 0.115769
300000 0.115628
320000 0.117368
340000 0.119504
360000 0.115337
380000 0.115824
400000 0.118145
420000 0.113802
440000 0.112607
460000 0.113432
480000 0.112645
500000 0.115556
520000 0.116637
540000 0.11163
560000 0.113648
580000 0.115785
600000 0.117982
620000 0.11884
640000 0.116941
660000 0.117362
680000 0.113754
700000 0.112899
720000 0.116141
740000 0.114259
760000 0.116987
780000 0.114726
800000 0.117862
820000 0.115692
840000 0.116788
860000 0.114376
880000 0.113062
900000 0.113517
920000 0.111745
940000 0.116949
960000 0.117451
980000 0.117732
1000000 0.114829
1020000 0.111815
1040000 0.113659
1060000 0.119756
1080000 0.116433
1100000 0.115737
1120000 0.119532
1140000 0.114067
1160000 0.117149
1180000 0.120879
1200000 0.118434
1220000 0.118523
1240000 0.11534
1260000 0.116073
1280000 0.114789
1300000 0.118418
1320000 0.117895
1340000 0.117733
1360000 0.114397
1380000 0.118946
1400000 0.115754
1420000 0.112951
1440000 0.114564
1460000 0.115775
1480000 0.119814
1500000 0.116224
1520000 0.120632
1540000 0.119139
1560000 0.118007
1580000 0.118074
1600000 0.117239
1620000 0.121732
1640000 0.125841
1660000 0.124295
1680000 0.119223
1700000 0.11951
1720000 0.117353
1740000 0.11977
1760000 0.117362
1780000 0.115691
1800000 0.11831
1820000 0.111389
1840000 0.11652
1860000 0.116551
1880000 0.11759
1900000 0.115516
1920000 0.118639
1940000 0.124811
1960000 0.119952
1980000 0.115617
2000000 0.120747
