Date and Time     Completed      Estimated Time Left
01-01-2025 16:35      1%    1 days and  13 hours
01-01-2025 17:00      2%    1 days and  15 hours
01-01-2025 17:24      3%    1 days and  15 hours
01-01-2025 17:48      4%    1 days and  15 hours
01-01-2025 18:12      5%    1 days and  14 hours
01-01-2025 18:36      6%    1 days and  14 hours
01-01-2025 19:00      7%    1 days and  14 hours
01-01-2025 19:25      8%    1 days and  13 hours
01-01-2025 19:49      9%    1 days and  13 hours
01-01-2025 20:13     10%    1 days and  12 hours
01-01-2025 20:37     11%    1 days and  12 hours
01-01-2025 21:01     12%    1 days and  12 hours
01-01-2025 21:25     13%    1 days and  11 hours
01-01-2025 21:49     14%    1 days and  11 hours
01-01-2025 22:14     15%    1 days and  11 hours
01-01-2025 22:38     16%    1 days and  10 hours
01-01-2025 23:01     17%    1 days and  10 hours
01-01-2025 23:26     18%    1 days and   9 hours
01-01-2025 23:50     19%    1 days and   9 hours
02-01-2025 00:14     20%    1 days and   9 hours
02-01-2025 00:38     21%    1 days and   8 hours
02-01-2025 01:02     22%    1 days and   8 hours
02-01-2025 01:26     23%    1 days and   7 hours
02-01-2025 01:50     24%    1 days and   7 hours
02-01-2025 02:15     25%    1 days and   7 hours
02-01-2025 02:39     26%    1 days and   6 hours
02-01-2025 03:03     27%    1 days and   6 hours
02-01-2025 03:27     28%    1 days and   5 hours
02-01-2025 03:51     29%    1 days and   5 hours
02-01-2025 04:16     30%    1 days and   5 hours
02-01-2025 04:40     31%    1 days and   4 hours
02-01-2025 05:04     32%    1 days and   4 hours
02-01-2025 05:28     33%    1 days and   3 hours
02-01-2025 05:52     34%    1 days and   3 hours
02-01-2025 06:16     35%    1 days and   3 hours
02-01-2025 06:40     36%    1 days and   2 hours
02-01-2025 07:04     37%    1 days and   2 hours
02-01-2025 07:28     38%    1 days and   1 hours
02-01-2025 07:53     39%    1 days and   1 hours
02-01-2025 08:17     40%    1 days and   1 hours
02-01-2025 08:42     41%   23 hours and  42 minutes
02-01-2025 09:06     42%   23 hours and  18 minutes
02-01-2025 09:30     43%   22 hours and  54 minutes
02-01-2025 09:54     44%   22 hours and  30 minutes
02-01-2025 10:18     45%   22 hours and   5 minutes
02-01-2025 10:42     46%   21 hours and  42 minutes
02-01-2025 11:07     47%   21 hours and  18 minutes
02-01-2025 11:31     48%   20 hours and  54 minutes
02-01-2025 11:56     49%   20 hours and  31 minutes
02-01-2025 12:20     50%   20 hours and   7 minutes
02-01-2025 12:44     51%   19 hours and  42 minutes
02-01-2025 13:09     52%   19 hours and  18 minutes
02-01-2025 13:32     53%   18 hours and  54 minutes
02-01-2025 13:56     54%   18 hours and  29 minutes
02-01-2025 14:20     55%   18 hours and   6 minutes
02-01-2025 14:45     56%   17 hours and  41 minutes
02-01-2025 15:09     57%   17 hours and  17 minutes
02-01-2025 15:33     58%   16 hours and  53 minutes
02-01-2025 15:57     59%   16 hours and  29 minutes
02-01-2025 16:21     60%   16 hours and   5 minutes
02-01-2025 16:45     61%   15 hours and  41 minutes
02-01-2025 17:09     62%   15 hours and  16 minutes
02-01-2025 17:33     63%   14 hours and  52 minutes
02-01-2025 17:58     64%   14 hours and  28 minutes
02-01-2025 18:22     65%   14 hours and   4 minutes
02-01-2025 18:46     66%   13 hours and  40 minutes
02-01-2025 19:11     67%   13 hours and  16 minutes
02-01-2025 19:35     68%   12 hours and  52 minutes
02-01-2025 20:00     69%   12 hours and  28 minutes
02-01-2025 20:25     70%   12 hours and   4 minutes
02-01-2025 20:49     71%   11 hours and  40 minutes
02-01-2025 21:13     72%   11 hours and  16 minutes
02-01-2025 21:38     73%   10 hours and  52 minutes
02-01-2025 22:02     74%   10 hours and  28 minutes
02-01-2025 22:26     75%   10 hours and   4 minutes
02-01-2025 22:50     76%    9 hours and  40 minutes
02-01-2025 23:14     77%    9 hours and  15 minutes
02-01-2025 23:38     78%    8 hours and  51 minutes
03-01-2025 00:02     79%    8 hours and  27 minutes
03-01-2025 00:27     80%    8 hours and   3 minutes
03-01-2025 00:52     81%    7 hours and  39 minutes
03-01-2025 01:16     82%    7 hours and  15 minutes
03-01-2025 01:40     83%    6 hours and  51 minutes
03-01-2025 02:05     84%    6 hours and  26 minutes
03-01-2025 02:29     85%    6 hours and   2 minutes
03-01-2025 02:53     86%    5 hours and  38 minutes
03-01-2025 03:17     87%    5 hours and  14 minutes
03-01-2025 03:41     88%    4 hours and  50 minutes
03-01-2025 04:05     89%    4 hours and  25 minutes
03-01-2025 04:30     90%    4 hours and   1 minutes
03-01-2025 04:54     91%    3 hours and  37 minutes
03-01-2025 05:19     92%    3 hours and  13 minutes
03-01-2025 05:42     93%    2 hours and  49 minutes
03-01-2025 06:06     94%    2 hours and  25 minutes
03-01-2025 06:31     95%    2 hours and   0 minutes
03-01-2025 06:55     96%    1 hours and  36 minutes
03-01-2025 07:19     97%    1 hours and  12 minutes
03-01-2025 07:43     98%   48 minutes and 22 seconds
03-01-2025 08:07     99%   24 minutes and 10 seconds
03-01-2025 08:32    100%    0 minutes and  0 seconds
