Date and Time     Completed      Estimated Time Left
01-01-2025 16:47      1%    2 days and   5 hours
01-01-2025 17:21      2%    2 days and   6 hours
01-01-2025 17:55      3%    2 days and   7 hours
01-01-2025 18:31      4%    2 days and   7 hours
01-01-2025 19:06      5%    2 days and   7 hours
01-01-2025 19:41      6%    2 days and   6 hours
01-01-2025 20:15      7%    2 days and   6 hours
01-01-2025 20:50      8%    2 days and   5 hours
01-01-2025 21:26      9%    2 days and   5 hours
01-01-2025 22:01     10%    2 days and   4 hours
01-01-2025 22:36     11%    2 days and   4 hours
01-01-2025 23:11     12%    2 days and   3 hours
01-01-2025 23:46     13%    2 days and   3 hours
02-01-2025 00:21     14%    2 days and   2 hours
02-01-2025 00:56     15%    2 days and   2 hours
02-01-2025 01:32     16%    2 days and   1 hours
02-01-2025 02:07     17%    2 days and   1 hours
02-01-2025 02:42     18%    1 days and  24 hours
02-01-2025 03:17     19%    1 days and  24 hours
02-01-2025 03:52     20%    1 days and  23 hours
02-01-2025 04:27     21%    1 days and  22 hours
02-01-2025 05:03     22%    1 days and  22 hours
02-01-2025 05:38     23%    1 days and  21 hours
02-01-2025 06:13     24%    1 days and  21 hours
02-01-2025 06:48     25%    1 days and  20 hours
02-01-2025 07:23     26%    1 days and  20 hours
02-01-2025 07:58     27%    1 days and  19 hours
02-01-2025 08:33     28%    1 days and  18 hours
02-01-2025 09:08     29%    1 days and  18 hours
02-01-2025 09:43     30%    1 days and  17 hours
02-01-2025 10:18     31%    1 days and  17 hours
02-01-2025 10:54     32%    1 days and  16 hours
02-01-2025 11:29     33%    1 days and  16 hours
02-01-2025 12:04     34%    1 days and  15 hours
02-01-2025 12:40     35%    1 days and  14 hours
02-01-2025 13:15     36%    1 days and  14 hours
02-01-2025 13:50     37%    1 days and  13 hours
02-01-2025 14:25     38%    1 days and  13 hours
02-01-2025 15:00     39%    1 days and  12 hours
02-01-2025 15:35     40%    1 days and  12 hours
02-01-2025 16:10     41%    1 days and  11 hours
02-01-2025 16:45     42%    1 days and  10 hours
02-01-2025 17:20     43%    1 days and  10 hours
02-01-2025 17:56     44%    1 days and   9 hours
02-01-2025 18:32     45%    1 days and   9 hours
02-01-2025 19:07     46%    1 days and   8 hours
02-01-2025 19:42     47%    1 days and   7 hours
02-01-2025 20:17     48%    1 days and   7 hours
02-01-2025 20:52     49%    1 days and   6 hours
02-01-2025 21:27     50%    1 days and   6 hours
02-01-2025 22:02     51%    1 days and   5 hours
02-01-2025 22:38     52%    1 days and   5 hours
02-01-2025 23:13     53%    1 days and   4 hours
02-01-2025 23:48     54%    1 days and   3 hours
03-01-2025 00:24     55%    1 days and   3 hours
03-01-2025 00:59     56%    1 days and   2 hours
03-01-2025 01:35     57%    1 days and   2 hours
03-01-2025 02:10     58%    1 days and   1 hours
03-01-2025 02:45     59%   23 hours and  58 minutes
03-01-2025 03:21     60%   23 hours and  23 minutes
03-01-2025 03:56     61%   22 hours and  48 minutes
03-01-2025 04:31     62%   22 hours and  13 minutes
03-01-2025 05:06     63%   21 hours and  38 minutes
03-01-2025 05:41     64%   21 hours and   3 minutes
03-01-2025 06:17     65%   20 hours and  28 minutes
03-01-2025 06:52     66%   19 hours and  53 minutes
03-01-2025 07:28     67%   19 hours and  18 minutes
03-01-2025 08:03     68%   18 hours and  43 minutes
03-01-2025 08:38     69%   18 hours and   8 minutes
03-01-2025 09:13     70%   17 hours and  33 minutes
03-01-2025 09:48     71%   16 hours and  58 minutes
03-01-2025 10:24     72%   16 hours and  23 minutes
03-01-2025 10:59     73%   15 hours and  48 minutes
03-01-2025 11:34     74%   15 hours and  13 minutes
03-01-2025 12:09     75%   14 hours and  37 minutes
03-01-2025 12:45     76%   14 hours and   2 minutes
03-01-2025 13:20     77%   13 hours and  27 minutes
03-01-2025 13:55     78%   12 hours and  52 minutes
03-01-2025 14:30     79%   12 hours and  17 minutes
03-01-2025 15:06     80%   11 hours and  42 minutes
03-01-2025 15:41     81%   11 hours and   7 minutes
03-01-2025 16:16     82%   10 hours and  32 minutes
03-01-2025 16:51     83%    9 hours and  57 minutes
03-01-2025 17:27     84%    9 hours and  22 minutes
03-01-2025 18:01     85%    8 hours and  46 minutes
03-01-2025 18:36     86%    8 hours and  11 minutes
03-01-2025 19:11     87%    7 hours and  36 minutes
03-01-2025 19:46     88%    7 hours and   1 minutes
03-01-2025 20:21     89%    6 hours and  26 minutes
03-01-2025 20:57     90%    5 hours and  51 minutes
03-01-2025 21:31     91%    5 hours and  16 minutes
03-01-2025 22:06     92%    4 hours and  40 minutes
03-01-2025 22:41     93%    4 hours and   5 minutes
03-01-2025 23:16     94%    3 hours and  30 minutes
03-01-2025 23:51     95%    2 hours and  55 minutes
04-01-2025 00:26     96%    2 hours and  20 minutes
04-01-2025 01:02     97%    1 hours and  45 minutes
04-01-2025 01:38     98%    1 hours and  10 minutes
04-01-2025 02:12     99%   35 minutes and  7 seconds
04-01-2025 02:48    100%    0 minutes and  0 seconds
