Simulation state at cycle:     590000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.067922   50.643400

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.5434134767E+000
Box 2    0.2531287884E+002

Rotation per molecule type
Box 1    0.9442993248E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.3523237636E+003
Box 2   0.1631128535E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 397   
Atomtype         X                  Y                   Z
  1       12.6044472852       24.0150400872       26.8840132055
  2       12.8576136160       23.5573735498       26.7138716485
  1       13.1135704727       23.0978829188       26.5530784692
  1        5.5052746767       16.1464015221       14.2568156561
  2        5.5209628300       16.3905913622       14.7493856550
  1        5.5270418626       16.6389679126       15.2400710263
  1       19.0312104174        5.0008278534       25.7194656238
  2       19.1705742831        4.9946498451       26.2514802337
  1       19.3015758943        5.0130433741       26.7853343851
  1        8.0997180304       17.9547362595        7.9656078751
  2        8.3566208963       18.3315099428        8.2730855314
  1        8.6062652061       18.7212159362        8.5702503952
  1       24.6625824440       19.8162727999       11.8754315451
  2       24.5206371613       19.3031577588       11.7373573212
  1       24.3507546078       18.8036637982       11.5819684531
  1       15.3965864672       12.9386554618        0.5638203571
  2       14.8555849957       12.9398032257        0.6628965421
  1       14.3211399740       12.9497633052        0.7923929305
  1       21.5126234259       19.0189636443        9.5652714099
  2       21.0968499848       19.3719830750        9.4944919834
  1       20.6804946895       19.7214803370        9.4108263939
  1       17.0090099100       25.2605221772        5.8640091351
  2       16.6852459424       24.8259397524        5.9578974165
  1       16.3607674417       24.3901981763        6.0435886090
  1       23.9948206975       19.9679333910       19.4558107302
  2       24.5037091748       20.0300765006       19.6549859083
  1       25.0184254103       20.0961895592       19.8371843149
  1       15.1518118995        5.6361863394       17.9803497875
  2       14.7673618923        5.3456747071       18.2454934910
  1       14.3905025988        5.0517380452       18.5176668012
  1        8.9077140341       25.7182658639       21.8257806827
