Date and Time     Completed      Estimated Time Left
01-01-2025 16:46      1%    2 days and   3 hours
01-01-2025 17:18      2%    2 days and   4 hours
01-01-2025 17:51      3%    2 days and   4 hours
01-01-2025 18:24      4%    2 days and   4 hours
01-01-2025 18:58      5%    2 days and   4 hours
01-01-2025 19:31      6%    2 days and   4 hours
01-01-2025 20:04      7%    2 days and   3 hours
01-01-2025 20:38      8%    2 days and   3 hours
01-01-2025 21:12      9%    2 days and   3 hours
01-01-2025 21:46     10%    2 days and   2 hours
01-01-2025 22:19     11%    2 days and   2 hours
01-01-2025 22:53     12%    2 days and   1 hours
01-01-2025 23:26     13%    2 days and   1 hours
01-01-2025 23:58     14%    1 days and  24 hours
02-01-2025 00:31     15%    1 days and  23 hours
02-01-2025 01:05     16%    1 days and  23 hours
02-01-2025 01:38     17%    1 days and  22 hours
02-01-2025 02:12     18%    1 days and  22 hours
02-01-2025 02:45     19%    1 days and  21 hours
02-01-2025 03:18     20%    1 days and  21 hours
02-01-2025 03:51     21%    1 days and  20 hours
02-01-2025 04:24     22%    1 days and  20 hours
02-01-2025 04:56     23%    1 days and  19 hours
02-01-2025 05:28     24%    1 days and  18 hours
02-01-2025 06:01     25%    1 days and  18 hours
02-01-2025 06:33     26%    1 days and  17 hours
02-01-2025 07:06     27%    1 days and  17 hours
02-01-2025 07:39     28%    1 days and  16 hours
02-01-2025 08:12     29%    1 days and  16 hours
02-01-2025 08:45     30%    1 days and  15 hours
02-01-2025 09:17     31%    1 days and  14 hours
02-01-2025 09:49     32%    1 days and  14 hours
02-01-2025 10:21     33%    1 days and  13 hours
02-01-2025 10:54     34%    1 days and  13 hours
02-01-2025 11:26     35%    1 days and  12 hours
02-01-2025 11:58     36%    1 days and  12 hours
02-01-2025 12:31     37%    1 days and  11 hours
02-01-2025 13:03     38%    1 days and  10 hours
02-01-2025 13:36     39%    1 days and  10 hours
02-01-2025 14:08     40%    1 days and   9 hours
02-01-2025 14:42     41%    1 days and   9 hours
02-01-2025 15:15     42%    1 days and   8 hours
02-01-2025 15:47     43%    1 days and   8 hours
02-01-2025 16:19     44%    1 days and   7 hours
02-01-2025 16:52     45%    1 days and   7 hours
02-01-2025 17:25     46%    1 days and   6 hours
02-01-2025 17:57     47%    1 days and   5 hours
02-01-2025 18:29     48%    1 days and   5 hours
02-01-2025 19:02     49%    1 days and   4 hours
02-01-2025 19:33     50%    1 days and   4 hours
02-01-2025 20:06     51%    1 days and   3 hours
02-01-2025 20:38     52%    1 days and   3 hours
02-01-2025 21:11     53%    1 days and   2 hours
02-01-2025 21:44     54%    1 days and   2 hours
02-01-2025 22:16     55%    1 days and   1 hours
02-01-2025 22:49     56%    1 days and   1 hours
02-01-2025 23:22     57%   23 hours and  28 minutes
02-01-2025 23:54     58%   22 hours and  55 minutes
03-01-2025 00:27     59%   22 hours and  22 minutes
03-01-2025 01:01     60%   21 hours and  50 minutes
03-01-2025 01:34     61%   21 hours and  17 minutes
03-01-2025 02:07     62%   20 hours and  45 minutes
03-01-2025 02:39     63%   20 hours and  12 minutes
03-01-2025 03:12     64%   19 hours and  39 minutes
03-01-2025 03:45     65%   19 hours and   7 minutes
03-01-2025 04:17     66%   18 hours and  33 minutes
03-01-2025 04:49     67%   18 hours and   0 minutes
03-01-2025 05:20     68%   17 hours and  27 minutes
03-01-2025 05:51     69%   16 hours and  53 minutes
03-01-2025 06:22     70%   16 hours and  19 minutes
03-01-2025 06:53     71%   15 hours and  46 minutes
03-01-2025 07:24     72%   15 hours and  13 minutes
03-01-2025 07:55     73%   14 hours and  40 minutes
03-01-2025 08:26     74%   14 hours and   6 minutes
03-01-2025 08:57     75%   13 hours and  33 minutes
03-01-2025 09:27     76%   13 hours and   0 minutes
03-01-2025 09:58     77%   12 hours and  27 minutes
03-01-2025 10:29     78%   11 hours and  54 minutes
03-01-2025 11:00     79%   11 hours and  21 minutes
03-01-2025 11:31     80%   10 hours and  49 minutes
03-01-2025 12:02     81%   10 hours and  16 minutes
03-01-2025 12:32     82%    9 hours and  43 minutes
03-01-2025 13:03     83%    9 hours and  10 minutes
03-01-2025 13:35     84%    8 hours and  38 minutes
03-01-2025 14:06     85%    8 hours and   5 minutes
03-01-2025 14:37     86%    7 hours and  32 minutes
03-01-2025 15:08     87%    7 hours and   0 minutes
03-01-2025 15:39     88%    6 hours and  27 minutes
03-01-2025 16:11     89%    5 hours and  55 minutes
03-01-2025 16:41     90%    5 hours and  22 minutes
03-01-2025 17:12     91%    4 hours and  50 minutes
03-01-2025 17:42     92%    4 hours and  18 minutes
03-01-2025 18:12     93%    3 hours and  45 minutes
03-01-2025 18:43     94%    3 hours and  13 minutes
03-01-2025 19:13     95%    2 hours and  40 minutes
03-01-2025 19:44     96%    2 hours and   8 minutes
03-01-2025 20:15     97%    1 hours and  36 minutes
03-01-2025 20:45     98%    1 hours and   4 minutes
03-01-2025 21:16     99%   32 minutes and  7 seconds
03-01-2025 21:47    100%    0 minutes and  0 seconds
