# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.202012
40000 0.205386
60000 0.198239
80000 0.197819
100000 0.202228
120000 0.200133
140000 0.19909
160000 0.200084
180000 0.197977
200000 0.196972
220000 0.200354
240000 0.205572
260000 0.202857
280000 0.206371
300000 0.205226
320000 0.203743
340000 0.206044
360000 0.202099
380000 0.204746
400000 0.202538
420000 0.201119
440000 0.200865
460000 0.203868
480000 0.202615
500000 0.202213
520000 0.20192
540000 0.202618
560000 0.199281
580000 0.204694
600000 0.204877
620000 0.20337
640000 0.203066
660000 0.213263
680000 0.202139
700000 0.206465
720000 0.20666
740000 0.208328
760000 0.202963
780000 0.207751
800000 0.203952
820000 0.207247
840000 0.207204
860000 0.214065
880000 0.209651
900000 0.206737
920000 0.207782
940000 0.213868
960000 0.204481
980000 0.212597
1000000 0.208825
1020000 0.214809
1040000 0.20862
1060000 0.21405
1080000 0.218698
1100000 0.207821
1120000 0.209326
1140000 0.212645
1160000 0.212719
1180000 0.211747
1200000 0.216691
1220000 0.211612
1240000 0.210614
1260000 0.213407
1280000 0.205876
1300000 0.210442
1320000 0.210222
1340000 0.207694
1360000 0.206163
1380000 0.211779
1400000 0.207564
1420000 0.207948
1440000 0.215456
1460000 0.209269
1480000 0.2092
1500000 0.205169
1520000 0.209624
1540000 0.209609
1560000 0.207816
1580000 0.207504
1600000 0.208955
1620000 0.208621
1640000 0.207698
1660000 0.216919
1680000 0.212247
1700000 0.211896
1720000 0.209852
1740000 0.21488
1760000 0.214255
1780000 0.219387
1800000 0.214373
1820000 0.215382
1840000 0.214964
1860000 0.215015
1880000 0.210966
1900000 0.207655
1920000 0.213194
1940000 0.216226
1960000 0.210261
1980000 0.214884
2000000 0.222782
