# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.172961
40000 0.177278
60000 0.172675
80000 0.173691
100000 0.177002
120000 0.173854
140000 0.174823
160000 0.175056
180000 0.175196
200000 0.171627
220000 0.177762
240000 0.17767
260000 0.178078
280000 0.178864
300000 0.174142
320000 0.175682
340000 0.174955
360000 0.175342
380000 0.174581
400000 0.184577
420000 0.182693
440000 0.180042
460000 0.172189
480000 0.177387
500000 0.174167
520000 0.178662
540000 0.172156
560000 0.176925
580000 0.177399
600000 0.17479
620000 0.175004
640000 0.172196
660000 0.174115
680000 0.176769
700000 0.178814
720000 0.178046
740000 0.174877
760000 0.183003
780000 0.183552
800000 0.18581
820000 0.179023
840000 0.172076
860000 0.176524
880000 0.178356
900000 0.177334
920000 0.176257
940000 0.180745
960000 0.1777
980000 0.181261
1000000 0.177129
1020000 0.185027
1040000 0.180554
1060000 0.180585
1080000 0.176666
1100000 0.182156
1120000 0.18064
1140000 0.182406
1160000 0.181246
1180000 0.191378
1200000 0.186041
1220000 0.178029
1240000 0.177836
1260000 0.180804
1280000 0.182945
1300000 0.186679
1320000 0.184748
1340000 0.186968
1360000 0.1838
1380000 0.182562
1400000 0.184633
1420000 0.184104
1440000 0.183421
1460000 0.176198
1480000 0.184907
1500000 0.182435
1520000 0.178705
1540000 0.185668
1560000 0.188451
1580000 0.183157
1600000 0.178112
1620000 0.179353
1640000 0.179789
1660000 0.18482
1680000 0.180666
1700000 0.1825
1720000 0.179407
1740000 0.178114
1760000 0.180106
1780000 0.185596
1800000 0.184047
1820000 0.180603
1840000 0.180901
1860000 0.184899
1880000 0.187419
1900000 0.189705
1920000 0.183238
1940000 0.185297
1960000 0.179701
1980000 0.18417
2000000 0.185526
