Pressure SD-Density_box1 SD_Density_box2
70 0.05628659226220939 0.0072884545582692995
80 0.18055362966970034 0.013861125116397352
90 0.11485360415101481 0.031476511240171694
100 0.11133937245572245 0.03962789186636813
110 0.15466232420049536 0.07357642633335328
