Date and Time     Completed      Estimated Time Left
01-01-2025 16:37      1%    1 days and  13 hours
01-01-2025 16:59      2%    1 days and  13 hours
01-01-2025 17:21      3%    1 days and  12 hours
01-01-2025 17:44      4%    1 days and  12 hours
01-01-2025 18:07      5%    1 days and  12 hours
01-01-2025 18:30      6%    1 days and  12 hours
01-01-2025 18:53      7%    1 days and  12 hours
01-01-2025 19:16      8%    1 days and  11 hours
01-01-2025 19:38      9%    1 days and  11 hours
01-01-2025 20:01     10%    1 days and  10 hours
01-01-2025 20:23     11%    1 days and  10 hours
01-01-2025 20:47     12%    1 days and  10 hours
01-01-2025 21:10     13%    1 days and   9 hours
01-01-2025 21:33     14%    1 days and   9 hours
01-01-2025 21:56     15%    1 days and   9 hours
01-01-2025 22:18     16%    1 days and   8 hours
01-01-2025 22:41     17%    1 days and   8 hours
01-01-2025 23:04     18%    1 days and   8 hours
01-01-2025 23:26     19%    1 days and   7 hours
01-01-2025 23:49     20%    1 days and   7 hours
02-01-2025 00:11     21%    1 days and   6 hours
02-01-2025 00:33     22%    1 days and   6 hours
02-01-2025 00:56     23%    1 days and   6 hours
02-01-2025 01:19     24%    1 days and   5 hours
02-01-2025 01:42     25%    1 days and   5 hours
02-01-2025 02:05     26%    1 days and   5 hours
02-01-2025 02:28     27%    1 days and   4 hours
02-01-2025 02:51     28%    1 days and   4 hours
02-01-2025 03:15     29%    1 days and   3 hours
02-01-2025 03:37     30%    1 days and   3 hours
02-01-2025 04:00     31%    1 days and   3 hours
02-01-2025 04:23     32%    1 days and   2 hours
02-01-2025 04:46     33%    1 days and   2 hours
02-01-2025 05:10     34%    1 days and   2 hours
02-01-2025 05:32     35%    1 days and   1 hours
02-01-2025 05:55     36%    1 days and   1 hours
02-01-2025 06:17     37%   23 hours and  53 minutes
02-01-2025 06:39     38%   23 hours and  30 minutes
02-01-2025 07:01     39%   23 hours and   6 minutes
02-01-2025 07:24     40%   22 hours and  44 minutes
02-01-2025 07:47     41%   22 hours and  21 minutes
02-01-2025 08:09     42%   21 hours and  58 minutes
02-01-2025 08:32     43%   21 hours and  35 minutes
02-01-2025 08:55     44%   21 hours and  13 minutes
02-01-2025 09:18     45%   20 hours and  50 minutes
02-01-2025 09:41     46%   20 hours and  27 minutes
02-01-2025 10:04     47%   20 hours and   5 minutes
02-01-2025 10:26     48%   19 hours and  42 minutes
02-01-2025 10:49     49%   19 hours and  19 minutes
02-01-2025 11:11     50%   18 hours and  56 minutes
02-01-2025 11:35     51%   18 hours and  34 minutes
02-01-2025 11:58     52%   18 hours and  12 minutes
02-01-2025 12:21     53%   17 hours and  50 minutes
02-01-2025 12:44     54%   17 hours and  27 minutes
02-01-2025 13:07     55%   17 hours and   4 minutes
02-01-2025 13:30     56%   16 hours and  41 minutes
02-01-2025 13:52     57%   16 hours and  18 minutes
02-01-2025 14:15     58%   15 hours and  56 minutes
02-01-2025 14:38     59%   15 hours and  33 minutes
02-01-2025 15:01     60%   15 hours and  10 minutes
02-01-2025 15:24     61%   14 hours and  48 minutes
02-01-2025 15:47     62%   14 hours and  25 minutes
02-01-2025 16:09     63%   14 hours and   2 minutes
02-01-2025 16:32     64%   13 hours and  39 minutes
02-01-2025 16:55     65%   13 hours and  16 minutes
02-01-2025 17:18     66%   12 hours and  54 minutes
02-01-2025 17:41     67%   12 hours and  31 minutes
02-01-2025 18:03     68%   12 hours and   8 minutes
02-01-2025 18:25     69%   11 hours and  45 minutes
02-01-2025 18:47     70%   11 hours and  22 minutes
02-01-2025 19:11     71%   11 hours and   0 minutes
02-01-2025 19:34     72%   10 hours and  37 minutes
02-01-2025 19:57     73%   10 hours and  14 minutes
02-01-2025 20:20     74%    9 hours and  51 minutes
02-01-2025 20:42     75%    9 hours and  29 minutes
02-01-2025 21:04     76%    9 hours and   6 minutes
02-01-2025 21:27     77%    8 hours and  43 minutes
02-01-2025 21:50     78%    8 hours and  20 minutes
02-01-2025 22:12     79%    7 hours and  57 minutes
02-01-2025 22:35     80%    7 hours and  35 minutes
02-01-2025 22:58     81%    7 hours and  12 minutes
02-01-2025 23:21     82%    6 hours and  49 minutes
02-01-2025 23:44     83%    6 hours and  26 minutes
03-01-2025 00:07     84%    6 hours and   4 minutes
03-01-2025 00:31     85%    5 hours and  41 minutes
03-01-2025 00:53     86%    5 hours and  18 minutes
03-01-2025 01:15     87%    4 hours and  55 minutes
03-01-2025 01:38     88%    4 hours and  33 minutes
03-01-2025 02:01     89%    4 hours and  10 minutes
03-01-2025 02:24     90%    3 hours and  47 minutes
03-01-2025 02:47     91%    3 hours and  24 minutes
03-01-2025 03:10     92%    3 hours and   2 minutes
03-01-2025 03:33     93%    2 hours and  39 minutes
03-01-2025 03:56     94%    2 hours and  16 minutes
03-01-2025 04:20     95%    1 hours and  53 minutes
03-01-2025 04:43     96%    1 hours and  31 minutes
03-01-2025 05:06     97%    1 hours and   8 minutes
03-01-2025 05:29     98%   45 minutes and 35 seconds
03-01-2025 05:51     99%   22 minutes and 47 seconds
03-01-2025 06:14    100%    0 minutes and  0 seconds
