# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.151407
40000 0.157749
60000 0.152764
80000 0.157908
100000 0.160265
120000 0.151645
140000 0.15248
160000 0.157195
180000 0.156824
200000 0.159761
220000 0.156628
240000 0.158725
260000 0.15542
280000 0.153226
300000 0.158157
320000 0.156634
340000 0.158705
360000 0.154804
380000 0.157012
400000 0.153932
420000 0.154375
440000 0.155519
460000 0.158778
480000 0.158228
500000 0.158407
520000 0.159468
540000 0.158481
560000 0.154683
580000 0.158198
600000 0.159731
620000 0.163321
640000 0.158986
660000 0.152831
680000 0.160171
700000 0.154752
720000 0.159754
740000 0.161688
760000 0.158867
780000 0.157528
800000 0.15807
820000 0.157315
840000 0.16132
860000 0.162391
880000 0.161506
900000 0.161179
920000 0.164133
940000 0.162214
960000 0.164201
980000 0.163986
1000000 0.165964
1020000 0.168373
1040000 0.164796
1060000 0.161014
1080000 0.16455
1100000 0.16431
1120000 0.165049
1140000 0.164385
1160000 0.162454
1180000 0.163663
1200000 0.164867
1220000 0.162699
1240000 0.161462
1260000 0.158654
1280000 0.160455
1300000 0.161645
1320000 0.164944
1340000 0.163232
1360000 0.16322
1380000 0.165561
1400000 0.161369
1420000 0.1611
1440000 0.158623
1460000 0.159549
1480000 0.165324
1500000 0.157025
1520000 0.159864
1540000 0.161506
1560000 0.167241
1580000 0.157812
1600000 0.16105
1620000 0.161889
1640000 0.164298
1660000 0.160865
1680000 0.16353
1700000 0.16057
1720000 0.161661
1740000 0.163184
1760000 0.159371
1780000 0.163053
1800000 0.164629
1820000 0.161908
1840000 0.163471
1860000 0.160602
1880000 0.161246
1900000 0.163346
1920000 0.16204
1940000 0.165524
1960000 0.160066
1980000 0.157487
2000000 0.16001
