Date and Time     Completed      Estimated Time Left
01-01-2025 16:35      1%    1 days and  12 hours
01-01-2025 16:56      2%    1 days and  12 hours
01-01-2025 17:19      3%    1 days and  12 hours
01-01-2025 17:41      4%    1 days and  12 hours
01-01-2025 18:04      5%    1 days and  12 hours
01-01-2025 18:27      6%    1 days and  11 hours
01-01-2025 18:50      7%    1 days and  11 hours
01-01-2025 19:13      8%    1 days and  11 hours
01-01-2025 19:35      9%    1 days and  11 hours
01-01-2025 19:58     10%    1 days and  10 hours
01-01-2025 20:20     11%    1 days and  10 hours
01-01-2025 20:43     12%    1 days and   9 hours
01-01-2025 21:05     13%    1 days and   9 hours
01-01-2025 21:28     14%    1 days and   9 hours
01-01-2025 21:50     15%    1 days and   8 hours
01-01-2025 22:13     16%    1 days and   8 hours
01-01-2025 22:35     17%    1 days and   8 hours
01-01-2025 22:58     18%    1 days and   7 hours
01-01-2025 23:21     19%    1 days and   7 hours
01-01-2025 23:43     20%    1 days and   6 hours
02-01-2025 00:05     21%    1 days and   6 hours
02-01-2025 00:27     22%    1 days and   6 hours
02-01-2025 00:50     23%    1 days and   5 hours
02-01-2025 01:12     24%    1 days and   5 hours
02-01-2025 01:34     25%    1 days and   5 hours
02-01-2025 01:57     26%    1 days and   4 hours
02-01-2025 02:20     27%    1 days and   4 hours
02-01-2025 02:42     28%    1 days and   3 hours
02-01-2025 03:04     29%    1 days and   3 hours
02-01-2025 03:26     30%    1 days and   3 hours
02-01-2025 03:48     31%    1 days and   2 hours
02-01-2025 04:10     32%    1 days and   2 hours
02-01-2025 04:32     33%    1 days and   2 hours
02-01-2025 04:54     34%    1 days and   1 hours
02-01-2025 05:16     35%    1 days and   1 hours
02-01-2025 05:38     36%   23 hours and  51 minutes
02-01-2025 06:00     37%   23 hours and  28 minutes
02-01-2025 06:23     38%   23 hours and   6 minutes
02-01-2025 06:45     39%   22 hours and  44 minutes
02-01-2025 07:07     40%   22 hours and  21 minutes
02-01-2025 07:29     41%   21 hours and  58 minutes
02-01-2025 07:51     42%   21 hours and  35 minutes
02-01-2025 08:14     43%   21 hours and  13 minutes
02-01-2025 08:36     44%   20 hours and  51 minutes
02-01-2025 08:59     45%   20 hours and  29 minutes
02-01-2025 09:21     46%   20 hours and   7 minutes
02-01-2025 09:44     47%   19 hours and  45 minutes
02-01-2025 10:06     48%   19 hours and  22 minutes
02-01-2025 10:29     49%   19 hours and   0 minutes
02-01-2025 10:51     50%   18 hours and  37 minutes
02-01-2025 11:13     51%   18 hours and  15 minutes
02-01-2025 11:35     52%   17 hours and  52 minutes
02-01-2025 11:58     53%   17 hours and  31 minutes
02-01-2025 12:21     54%   17 hours and   9 minutes
02-01-2025 12:44     55%   16 hours and  47 minutes
02-01-2025 13:07     56%   16 hours and  25 minutes
02-01-2025 13:29     57%   16 hours and   2 minutes
02-01-2025 13:53     58%   15 hours and  41 minutes
02-01-2025 14:16     59%   15 hours and  19 minutes
02-01-2025 14:38     60%   14 hours and  56 minutes
02-01-2025 15:00     61%   14 hours and  34 minutes
02-01-2025 15:23     62%   14 hours and  11 minutes
02-01-2025 15:45     63%   13 hours and  49 minutes
02-01-2025 16:08     64%   13 hours and  26 minutes
02-01-2025 16:29     65%   13 hours and   3 minutes
02-01-2025 16:51     66%   12 hours and  41 minutes
02-01-2025 17:15     67%   12 hours and  19 minutes
02-01-2025 17:37     68%   11 hours and  57 minutes
02-01-2025 18:00     69%   11 hours and  34 minutes
02-01-2025 18:22     70%   11 hours and  12 minutes
02-01-2025 18:45     71%   10 hours and  50 minutes
02-01-2025 19:08     72%   10 hours and  28 minutes
02-01-2025 19:31     73%   10 hours and   5 minutes
02-01-2025 19:53     74%    9 hours and  43 minutes
02-01-2025 20:16     75%    9 hours and  20 minutes
02-01-2025 20:39     76%    8 hours and  58 minutes
02-01-2025 21:01     77%    8 hours and  36 minutes
02-01-2025 21:24     78%    8 hours and  13 minutes
02-01-2025 21:46     79%    7 hours and  51 minutes
02-01-2025 22:08     80%    7 hours and  28 minutes
02-01-2025 22:31     81%    7 hours and   6 minutes
02-01-2025 22:53     82%    6 hours and  43 minutes
02-01-2025 23:16     83%    6 hours and  21 minutes
02-01-2025 23:38     84%    5 hours and  59 minutes
03-01-2025 00:00     85%    5 hours and  36 minutes
03-01-2025 00:22     86%    5 hours and  14 minutes
03-01-2025 00:45     87%    4 hours and  51 minutes
03-01-2025 01:08     88%    4 hours and  29 minutes
03-01-2025 01:31     89%    4 hours and   6 minutes
03-01-2025 01:54     90%    3 hours and  44 minutes
03-01-2025 02:17     91%    3 hours and  22 minutes
03-01-2025 02:39     92%    2 hours and  59 minutes
03-01-2025 03:01     93%    2 hours and  37 minutes
03-01-2025 03:24     94%    2 hours and  14 minutes
03-01-2025 03:46     95%    1 hours and  52 minutes
03-01-2025 04:09     96%    1 hours and  29 minutes
03-01-2025 04:31     97%    1 hours and   7 minutes
03-01-2025 04:54     98%   44 minutes and 54 seconds
03-01-2025 05:17     99%   22 minutes and 27 seconds
03-01-2025 05:39    100%    0 minutes and  0 seconds
