# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.216147
40000 0.222877
60000 0.222697
80000 0.2183
100000 0.212628
120000 0.216704
140000 0.223648
160000 0.211446
180000 0.223578
200000 0.215563
220000 0.222611
240000 0.219293
260000 0.219019
280000 0.21479
300000 0.220558
320000 0.218835
340000 0.214628
360000 0.217791
380000 0.211785
400000 0.217161
420000 0.214594
440000 0.216487
460000 0.220338
480000 0.217634
500000 0.220421
520000 0.221425
540000 0.216489
560000 0.215671
580000 0.21836
600000 0.214895
620000 0.222242
640000 0.225172
660000 0.221201
680000 0.219662
700000 0.221424
720000 0.220383
740000 0.218853
760000 0.221502
780000 0.226722
800000 0.221364
820000 0.225506
840000 0.228839
860000 0.227303
880000 0.224962
900000 0.221075
920000 0.224706
940000 0.221703
960000 0.226751
980000 0.231188
1000000 0.227826
1020000 0.227938
1040000 0.222528
1060000 0.223282
1080000 0.225428
1100000 0.221899
1120000 0.225852
1140000 0.228072
1160000 0.233301
1180000 0.228231
1200000 0.222885
1220000 0.226605
1240000 0.2289
1260000 0.231046
1280000 0.224719
1300000 0.228815
1320000 0.230967
1340000 0.23398
1360000 0.228125
1380000 0.226346
1400000 0.226828
1420000 0.235403
1440000 0.230133
1460000 0.226144
1480000 0.227209
1500000 0.228073
1520000 0.220923
1540000 0.230247
1560000 0.235931
1580000 0.231988
1600000 0.222674
1620000 0.230359
1640000 0.230347
1660000 0.225268
1680000 0.229115
1700000 0.229759
1720000 0.23401
1740000 0.230821
1760000 0.228478
1780000 0.236377
1800000 0.225344
1820000 0.22586
1840000 0.236553
1860000 0.231262
1880000 0.232956
1900000 0.228218
1920000 0.228826
1940000 0.227554
1960000 0.225293
1980000 0.234143
2000000 0.233014
