# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.154964
40000 0.14957
60000 0.149534
80000 0.152876
100000 0.157103
120000 0.150789
140000 0.150165
160000 0.151577
180000 0.157586
200000 0.157756
220000 0.154812
240000 0.149691
260000 0.154175
280000 0.151906
300000 0.153436
320000 0.159182
340000 0.15719
360000 0.154427
380000 0.154158
400000 0.15628
420000 0.14879
440000 0.15673
460000 0.155653
480000 0.155469
500000 0.155658
520000 0.156532
540000 0.153084
560000 0.15342
580000 0.157251
600000 0.15429
620000 0.152884
640000 0.155658
660000 0.153573
680000 0.158038
700000 0.157836
720000 0.155736
740000 0.157569
760000 0.160783
780000 0.159512
800000 0.160185
820000 0.155534
840000 0.152586
860000 0.154982
880000 0.157223
900000 0.156485
920000 0.155583
940000 0.157865
960000 0.160235
980000 0.15303
1000000 0.161601
1020000 0.160638
1040000 0.162345
1060000 0.159234
1080000 0.153375
1100000 0.15475
1120000 0.156182
1140000 0.157544
1160000 0.154113
1180000 0.156947
1200000 0.160633
1220000 0.16699
1240000 0.160535
1260000 0.159355
1280000 0.157316
1300000 0.161359
1320000 0.164033
1340000 0.158671
1360000 0.158198
1380000 0.161804
1400000 0.160388
1420000 0.157574
1440000 0.158338
1460000 0.159286
1480000 0.162298
1500000 0.163048
1520000 0.158382
1540000 0.159773
1560000 0.161788
1580000 0.160225
1600000 0.158827
1620000 0.164027
1640000 0.164171
1660000 0.161281
1680000 0.160393
1700000 0.156455
1720000 0.161955
1740000 0.155773
1760000 0.165178
1780000 0.158265
1800000 0.163115
1820000 0.164476
1840000 0.166682
1860000 0.167471
1880000 0.162845
1900000 0.161237
1920000 0.158696
1940000 0.158896
1960000 0.162151
1980000 0.159922
2000000 0.161728
