# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.140954
40000 0.144969
60000 0.142239
80000 0.144459
100000 0.141824
120000 0.14046
140000 0.142523
160000 0.146002
180000 0.136538
200000 0.141093
220000 0.144886
240000 0.139612
260000 0.145782
280000 0.140061
300000 0.141841
320000 0.142992
340000 0.142825
360000 0.145322
380000 0.136009
400000 0.138824
420000 0.143064
440000 0.141964
460000 0.144459
480000 0.147618
500000 0.149096
520000 0.144044
540000 0.142772
560000 0.140678
580000 0.141532
600000 0.143215
620000 0.144926
640000 0.142221
660000 0.143044
680000 0.146564
700000 0.148966
720000 0.146507
740000 0.146147
760000 0.142368
780000 0.142366
800000 0.144848
820000 0.154593
840000 0.146767
860000 0.146292
880000 0.147853
900000 0.147028
920000 0.147346
940000 0.144779
960000 0.147716
980000 0.150717
1000000 0.145986
1020000 0.143668
1040000 0.144855
1060000 0.148724
1080000 0.147773
1100000 0.147584
1120000 0.146618
1140000 0.146077
1160000 0.150342
1180000 0.144994
1200000 0.145061
1220000 0.145828
1240000 0.146612
1260000 0.147067
1280000 0.149027
1300000 0.148021
1320000 0.149765
1340000 0.153311
1360000 0.149881
1380000 0.153642
1400000 0.150682
1420000 0.146091
1440000 0.145781
1460000 0.147882
1480000 0.144747
1500000 0.152821
1520000 0.149729
1540000 0.145812
1560000 0.154152
1580000 0.150854
1600000 0.149875
1620000 0.150153
1640000 0.155398
1660000 0.151244
1680000 0.147262
1700000 0.15013
1720000 0.151343
1740000 0.15195
1760000 0.151291
1780000 0.147474
1800000 0.148949
1820000 0.149789
1840000 0.144493
1860000 0.15226
1880000 0.152248
1900000 0.152318
1920000 0.150181
1940000 0.151639
1960000 0.147802
1980000 0.146016
2000000 0.152949
