# Molecule: N2                      
# Box 1                   Boltzmann             Biased
   0.1248660337E-001   0.8923372921E+003   0.8935218923E+003
   0.1248928270E-001   0.8923842022E+003   0.8935689400E+003
   0.1249196202E-001   0.8924310766E+003   0.8936159535E+003
   0.1249464135E-001   0.8924779151E+003   0.8936629329E+003
   0.1249732067E-001   0.8925247178E+003   0.8937098782E+003
   0.1250000000E-001   0.8925714847E+003   0.8937567895E+003
   0.1250267933E-001   0.8926182156E+003   0.8938036669E+003
   0.1250535865E-001   0.8926649106E+003   0.8938505103E+003
   0.1250803798E-001   0.8927115696E+003   0.8938973198E+003
   0.1251071730E-001   0.8927581926E+003   0.8939440955E+003
   0.1251339663E-001   0.8928047796E+003   0.8939908374E+003


# Box 2                   Boltzmann             Biased
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
   0.1250000000E-001   0.1646915407E+000   0.1505794263E+000
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN


