Date and Time     Completed      Estimated Time Left
01-01-2025 16:48      1%    2 days and   7 hours
01-01-2025 17:23      2%    2 days and   8 hours
01-01-2025 18:00      3%    2 days and   9 hours
01-01-2025 18:36      4%    2 days and   9 hours
01-01-2025 19:12      5%    2 days and   9 hours
01-01-2025 19:48      6%    2 days and   8 hours
01-01-2025 20:24      7%    2 days and   8 hours
01-01-2025 21:01      8%    2 days and   7 hours
01-01-2025 21:37      9%    2 days and   7 hours
01-01-2025 22:14     10%    2 days and   6 hours
01-01-2025 22:50     11%    2 days and   6 hours
01-01-2025 23:26     12%    2 days and   5 hours
02-01-2025 00:02     13%    2 days and   5 hours
02-01-2025 00:38     14%    2 days and   4 hours
02-01-2025 01:14     15%    2 days and   3 hours
02-01-2025 01:51     16%    2 days and   3 hours
02-01-2025 02:27     17%    2 days and   2 hours
02-01-2025 03:04     18%    2 days and   2 hours
02-01-2025 03:40     19%    2 days and   1 hours
02-01-2025 04:16     20%    2 days and   1 hours
02-01-2025 04:52     21%    1 days and  24 hours
02-01-2025 05:28     22%    1 days and  23 hours
02-01-2025 06:04     23%    1 days and  23 hours
02-01-2025 06:41     24%    1 days and  22 hours
02-01-2025 07:16     25%    1 days and  22 hours
02-01-2025 07:53     26%    1 days and  21 hours
02-01-2025 08:29     27%    1 days and  20 hours
02-01-2025 09:05     28%    1 days and  20 hours
02-01-2025 09:42     29%    1 days and  19 hours
02-01-2025 10:18     30%    1 days and  19 hours
02-01-2025 10:54     31%    1 days and  18 hours
02-01-2025 11:30     32%    1 days and  17 hours
02-01-2025 12:06     33%    1 days and  17 hours
02-01-2025 12:43     34%    1 days and  16 hours
02-01-2025 13:19     35%    1 days and  16 hours
02-01-2025 13:55     36%    1 days and  15 hours
02-01-2025 14:32     37%    1 days and  14 hours
02-01-2025 15:08     38%    1 days and  14 hours
02-01-2025 15:44     39%    1 days and  13 hours
02-01-2025 16:21     40%    1 days and  13 hours
02-01-2025 16:57     41%    1 days and  12 hours
02-01-2025 17:33     42%    1 days and  11 hours
02-01-2025 18:10     43%    1 days and  11 hours
02-01-2025 18:46     44%    1 days and  10 hours
02-01-2025 19:22     45%    1 days and  10 hours
02-01-2025 19:58     46%    1 days and   9 hours
02-01-2025 20:34     47%    1 days and   8 hours
02-01-2025 21:10     48%    1 days and   8 hours
02-01-2025 21:46     49%    1 days and   7 hours
02-01-2025 22:22     50%    1 days and   7 hours
02-01-2025 22:59     51%    1 days and   6 hours
02-01-2025 23:35     52%    1 days and   5 hours
03-01-2025 00:10     53%    1 days and   5 hours
03-01-2025 00:46     54%    1 days and   4 hours
03-01-2025 01:23     55%    1 days and   4 hours
03-01-2025 01:59     56%    1 days and   3 hours
03-01-2025 02:35     57%    1 days and   2 hours
03-01-2025 03:11     58%    1 days and   2 hours
03-01-2025 03:47     59%    1 days and   1 hours
03-01-2025 04:24     60%    1 days and   1 hours
03-01-2025 05:00     61%   23 hours and  29 minutes
03-01-2025 05:36     62%   22 hours and  53 minutes
03-01-2025 06:12     63%   22 hours and  17 minutes
03-01-2025 06:49     64%   21 hours and  41 minutes
03-01-2025 07:25     65%   21 hours and   5 minutes
03-01-2025 08:00     66%   20 hours and  28 minutes
03-01-2025 08:35     67%   19 hours and  52 minutes
03-01-2025 09:11     68%   19 hours and  15 minutes
03-01-2025 09:47     69%   18 hours and  39 minutes
03-01-2025 10:22     70%   18 hours and   2 minutes
03-01-2025 10:57     71%   17 hours and  26 minutes
03-01-2025 11:33     72%   16 hours and  50 minutes
03-01-2025 12:08     73%   16 hours and  13 minutes
03-01-2025 12:43     74%   15 hours and  37 minutes
03-01-2025 13:19     75%   15 hours and   1 minutes
03-01-2025 13:54     76%   14 hours and  24 minutes
03-01-2025 14:29     77%   13 hours and  48 minutes
03-01-2025 15:04     78%   13 hours and  12 minutes
03-01-2025 15:39     79%   12 hours and  36 minutes
03-01-2025 16:15     80%   11 hours and  59 minutes
03-01-2025 16:50     81%   11 hours and  23 minutes
03-01-2025 17:26     82%   10 hours and  47 minutes
03-01-2025 18:01     83%   10 hours and  11 minutes
03-01-2025 18:37     84%    9 hours and  35 minutes
03-01-2025 19:11     85%    8 hours and  59 minutes
03-01-2025 19:46     86%    8 hours and  23 minutes
03-01-2025 20:22     87%    7 hours and  47 minutes
03-01-2025 20:57     88%    7 hours and  11 minutes
03-01-2025 21:33     89%    6 hours and  35 minutes
03-01-2025 22:08     90%    5 hours and  59 minutes
03-01-2025 22:43     91%    5 hours and  23 minutes
03-01-2025 23:19     92%    4 hours and  47 minutes
03-01-2025 23:53     93%    4 hours and  11 minutes
04-01-2025 00:28     94%    3 hours and  35 minutes
04-01-2025 01:04     95%    2 hours and  59 minutes
04-01-2025 01:39     96%    2 hours and  23 minutes
04-01-2025 02:14     97%    1 hours and  47 minutes
04-01-2025 02:50     98%    1 hours and  11 minutes
04-01-2025 03:25     99%   35 minutes and 51 seconds
04-01-2025 04:00    100%    0 minutes and  0 seconds
