Date and Time     Completed      Estimated Time Left
06-01-2025 15:19      1%    1 days and   7 hours
06-01-2025 15:37      2%    1 days and   6 hours
06-01-2025 15:55      3%    1 days and   6 hours
06-01-2025 16:14      4%    1 days and   6 hours
06-01-2025 16:33      5%    1 days and   6 hours
06-01-2025 16:51      6%    1 days and   5 hours
06-01-2025 17:09      7%    1 days and   5 hours
06-01-2025 17:27      8%    1 days and   5 hours
06-01-2025 17:46      9%    1 days and   4 hours
06-01-2025 18:04     10%    1 days and   4 hours
06-01-2025 18:22     11%    1 days and   4 hours
06-01-2025 18:41     12%    1 days and   3 hours
06-01-2025 19:00     13%    1 days and   3 hours
06-01-2025 19:18     14%    1 days and   3 hours
06-01-2025 19:37     15%    1 days and   3 hours
06-01-2025 19:55     16%    1 days and   2 hours
06-01-2025 20:14     17%    1 days and   2 hours
06-01-2025 20:33     18%    1 days and   2 hours
06-01-2025 20:51     19%    1 days and   1 hours
06-01-2025 21:10     20%    1 days and   1 hours
06-01-2025 21:29     21%    1 days and   1 hours
06-01-2025 21:48     22%    1 days and   1 hours
06-01-2025 22:05     23%   23 hours and  41 minutes
06-01-2025 22:23     24%   23 hours and  19 minutes
06-01-2025 22:40     25%   22 hours and  58 minutes
06-01-2025 22:58     26%   22 hours and  38 minutes
06-01-2025 23:16     27%   22 hours and  19 minutes
06-01-2025 23:34     28%   22 hours and   0 minutes
06-01-2025 23:53     29%   21 hours and  43 minutes
07-01-2025 00:12     30%   21 hours and  25 minutes
07-01-2025 00:31     31%   21 hours and   8 minutes
07-01-2025 00:49     32%   20 hours and  50 minutes
07-01-2025 01:07     33%   20 hours and  31 minutes
07-01-2025 01:26     34%   20 hours and  13 minutes
07-01-2025 01:44     35%   19 hours and  55 minutes
07-01-2025 02:02     36%   19 hours and  36 minutes
07-01-2025 02:21     37%   19 hours and  17 minutes
07-01-2025 02:39     38%   18 hours and  59 minutes
07-01-2025 02:57     39%   18 hours and  40 minutes
07-01-2025 03:16     40%   18 hours and  22 minutes
07-01-2025 03:35     41%   18 hours and   5 minutes
07-01-2025 03:53     42%   17 hours and  46 minutes
07-01-2025 04:11     43%   17 hours and  28 minutes
07-01-2025 04:30     44%   17 hours and   9 minutes
07-01-2025 04:48     45%   16 hours and  50 minutes
07-01-2025 05:05     46%   16 hours and  31 minutes
07-01-2025 05:22     47%   16 hours and  11 minutes
07-01-2025 05:40     48%   15 hours and  52 minutes
07-01-2025 05:59     49%   15 hours and  35 minutes
07-01-2025 06:17     50%   15 hours and  16 minutes
07-01-2025 06:35     51%   14 hours and  57 minutes
07-01-2025 06:54     52%   14 hours and  39 minutes
07-01-2025 07:12     53%   14 hours and  21 minutes
07-01-2025 07:31     54%   14 hours and   3 minutes
07-01-2025 07:50     55%   13 hours and  45 minutes
07-01-2025 08:09     56%   13 hours and  27 minutes
07-01-2025 08:27     57%   13 hours and   9 minutes
07-01-2025 08:46     58%   12 hours and  51 minutes
07-01-2025 09:05     59%   12 hours and  33 minutes
07-01-2025 09:25     60%   12 hours and  15 minutes
07-01-2025 09:44     61%   11 hours and  57 minutes
07-01-2025 10:02     62%   11 hours and  39 minutes
07-01-2025 10:20     63%   11 hours and  20 minutes
07-01-2025 10:38     64%   11 hours and   2 minutes
07-01-2025 10:57     65%   10 hours and  44 minutes
07-01-2025 11:15     66%   10 hours and  25 minutes
07-01-2025 11:33     67%   10 hours and   6 minutes
07-01-2025 11:51     68%    9 hours and  48 minutes
07-01-2025 12:09     69%    9 hours and  29 minutes
07-01-2025 12:29     70%    9 hours and  11 minutes
07-01-2025 12:48     71%    8 hours and  53 minutes
07-01-2025 13:06     72%    8 hours and  35 minutes
07-01-2025 13:25     73%    8 hours and  17 minutes
07-01-2025 13:44     74%    7 hours and  58 minutes
07-01-2025 14:02     75%    7 hours and  40 minutes
07-01-2025 14:21     76%    7 hours and  22 minutes
07-01-2025 14:40     77%    7 hours and   3 minutes
07-01-2025 14:58     78%    6 hours and  45 minutes
07-01-2025 15:17     79%    6 hours and  27 minutes
07-01-2025 15:35     80%    6 hours and   8 minutes
07-01-2025 15:53     81%    5 hours and  50 minutes
07-01-2025 16:12     82%    5 hours and  31 minutes
07-01-2025 16:30     83%    5 hours and  13 minutes
07-01-2025 16:48     84%    4 hours and  54 minutes
07-01-2025 17:07     85%    4 hours and  36 minutes
07-01-2025 17:25     86%    4 hours and  17 minutes
07-01-2025 17:44     87%    3 hours and  59 minutes
07-01-2025 18:03     88%    3 hours and  41 minutes
07-01-2025 18:21     89%    3 hours and  22 minutes
07-01-2025 18:40     90%    3 hours and   4 minutes
07-01-2025 18:59     91%    2 hours and  45 minutes
07-01-2025 19:17     92%    2 hours and  27 minutes
07-01-2025 19:36     93%    2 hours and   9 minutes
07-01-2025 19:55     94%    1 hours and  50 minutes
07-01-2025 20:13     95%    1 hours and  32 minutes
07-01-2025 20:32     96%    1 hours and  13 minutes
07-01-2025 20:50     97%   55 minutes and 20 seconds
07-01-2025 21:08     98%   36 minutes and 52 seconds
07-01-2025 21:26     99%   18 minutes and 25 seconds
07-01-2025 21:43    100%    0 minutes and  0 seconds
