# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.18325
40000 0.178943
60000 0.17955
80000 0.186533
100000 0.181084
120000 0.176637
140000 0.179127
160000 0.172167
180000 0.172097
200000 0.1792
220000 0.176757
240000 0.175509
260000 0.172897
280000 0.180221
300000 0.173418
320000 0.179442
340000 0.185076
360000 0.178811
380000 0.180016
400000 0.178522
420000 0.180098
440000 0.178988
460000 0.189541
480000 0.178028
500000 0.181936
520000 0.175795
540000 0.177004
560000 0.178218
580000 0.174971
600000 0.176483
620000 0.177156
640000 0.178511
660000 0.176605
680000 0.177986
700000 0.183058
720000 0.1779
740000 0.178958
760000 0.182727
780000 0.187636
800000 0.185482
820000 0.178487
840000 0.178228
860000 0.180228
880000 0.18508
900000 0.183677
920000 0.176234
940000 0.182361
960000 0.180354
980000 0.186142
1000000 0.182374
1020000 0.189382
1040000 0.188235
1060000 0.181324
1080000 0.184021
1100000 0.179832
1120000 0.178243
1140000 0.18497
1160000 0.183751
1180000 0.18225
1200000 0.183844
1220000 0.185408
1240000 0.180203
1260000 0.188143
1280000 0.181007
1300000 0.186622
1320000 0.188048
1340000 0.185101
1360000 0.188495
1380000 0.187537
1400000 0.185357
1420000 0.188647
1440000 0.182534
1460000 0.183664
1480000 0.19044
1500000 0.183858
1520000 0.183872
1540000 0.189223
1560000 0.187536
1580000 0.187846
1600000 0.184576
1620000 0.187785
1640000 0.18848
1660000 0.187701
1680000 0.186967
1700000 0.188142
1720000 0.188687
1740000 0.185311
1760000 0.18604
1780000 0.191106
1800000 0.196117
1820000 0.18752
1840000 0.188644
1860000 0.192215
1880000 0.182985
1900000 0.188997
1920000 0.190113
1940000 0.193252
1960000 0.188764
1980000 0.192941
2000000 0.193123
