Simulation state at cycle:     200000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    26.053960   51.212282

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.9666508468E+000
Box 2    0.2554877896E+002

Rotation per molecule type
Box 1    0.1800000000E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.5889880563E+003
Box 2   0.2726796557E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 225   
Atomtype         X                  Y                   Z
  1       22.9860322655       22.4183498043        6.9861440890
  2       23.1280962519       22.8443129566        6.6685386471
  1       23.2572477342       23.2724471936        6.3483496894
  1        9.0014097194       25.2967064023       18.7331727943
  2        8.4772781864       25.3141734218       18.5673987330
  1        7.9497599749       25.3591846280       18.4184070323
  1        6.9288532380       20.0369897333       11.0818343061
  2        6.8057883889       19.6652152237       10.6956494320
  1        6.7137611010       19.2995719909       10.2952296478
  1       14.9145394723       19.6468812158        9.1059780777
  2       14.8439244605       20.0416535068        9.4823666514
  1       14.7899103387       20.4521320668        9.8444299406
  1       22.0723651387       17.5573452187       20.9054681961
  2       21.6097582470       17.7459044322       21.1355557594
  1       21.1532246040       17.9530304635       21.3617765342
  1       19.4637804614       23.3708865924       24.0914234800
  2       19.9050133893       23.3301064541       23.7656160466
  1       20.3457302654       23.2969819973       23.4382456074
  1        0.2820006475       19.2990790336        1.3297110454
  2        0.2464032271       19.5891341560        0.8637702234
  1        0.2087035691       19.8897645421        0.4047494116
  1       22.4231817686       14.0133359983       -0.1154024354
  2       22.8120533122       14.2802095615        0.1675417709
  1       23.1994254570       14.5596515649        0.4402228798
  1       16.8040576896        0.4688456302       16.3658842830
  2       16.3174022020        0.4464446485       16.1106106408
  1       15.8346353982        0.4424804592       15.8471329427
  1       11.8231584451       23.1109713834       17.9402494836
  2       11.6321405239       22.6516077941       18.1747644012
  1       11.4558532143       22.1989323135       18.4326552555
  1        5.7019601560       20.8392307640       16.4566304986
  2        5.3168170784       20.5224849146       16.2246027487
  1        4.9100487373       20.2426629907       15.9822410220
  1       19.8338502591        4.0373213053        0.9213118058
  2       19.7635682729        3.4927487141        0.9529525270
  1       19.6897046749        2.9478468390        0.9641825968
  1       11.0992821611        2.0457258862       12.0018854074
  2       10.7647221086        1.7168677988       12.2889776046
  1       10.4174889913        1.4110681835       12.5863254757
  1        2.2125050021        1.6485745587        9.0068576792
  2        2.0225684873        1.1327820487        8.9873075630
  1        1.8454052388        0.6120974209        8.9864704674
  1        1.8514824141       12.3893287553       17.7046703892
  2        1.9629051525       12.1702809314       18.1967100464
  1        2.0756327417       11.9485018690       18.6872266487
  1        7.4295067679       10.6372835919       21.8847893008
  2        7.9206285013       10.6845341957       22.1278259716
  1        8.4087441423       10.7421295040       22.3746576966
  1       21.2860755196        9.8111117192       21.7367515567
  2       20.8951197205        9.6086400861       22.0663859010
  1       20.4969352857        9.4039390301       22.3858332872
  1        1.9491203177       18.7016292806       18.2443180535
  2        1.7459062655       18.9382239897       17.7912981945
  1        1.5172333345       19.1534272486       17.3397494741
  1       13.5469156478       11.7460529812       17.1016092017
  2       13.4263768394       11.6826772247       17.6344824597
  1       13.3080247335       11.6046279251       18.1658966907
  1       16.4227718977        8.9082514849       20.1614842853
  2       15.9076356712        8.8847067375       20.3527440904
  1       15.3853359996        8.8832376481       20.5250835629
  1        0.6614176381        8.6748521527        6.0948719773
  2        0.2377498731        8.5001875264        5.7907373144
  1       -0.1851595446        8.3137707119        5.4925823301
  1        1.7593328269        5.9675707343       16.7272332381
  2        1.6767016622        6.3866302715       16.3807347606
  1        1.5981545622        6.8126590826       16.0418692945
  1        9.3996383807       10.2058702416       18.5481257390
  2        9.2315415063       10.6813518483       18.7675811615
  1        9.0520024634       11.1545893824       18.9827833162
  1        2.9366264646       17.4737488942        2.6147740822
  2        3.4293081580       17.2329096925        2.5728070972
  1        3.9225481060       16.9996231600        2.5035846549
  1        6.2670160429        4.7129220697        6.2396390932
