Date and Time     Completed      Estimated Time Left
06-01-2025 15:23      1%    1 days and  14 hours
06-01-2025 15:47      2%    1 days and  14 hours
06-01-2025 16:12      3%    1 days and  15 hours
06-01-2025 16:37      4%    1 days and  15 hours
06-01-2025 17:01      5%    1 days and  15 hours
06-01-2025 17:26      6%    1 days and  14 hours
06-01-2025 17:51      7%    1 days and  14 hours
06-01-2025 18:15      8%    1 days and  14 hours
06-01-2025 18:40      9%    1 days and  14 hours
06-01-2025 19:05     10%    1 days and  13 hours
06-01-2025 19:30     11%    1 days and  13 hours
06-01-2025 19:55     12%    1 days and  12 hours
06-01-2025 20:19     13%    1 days and  12 hours
06-01-2025 20:44     14%    1 days and  12 hours
06-01-2025 21:08     15%    1 days and  11 hours
06-01-2025 21:32     16%    1 days and  11 hours
06-01-2025 21:57     17%    1 days and  10 hours
06-01-2025 22:22     18%    1 days and  10 hours
06-01-2025 22:47     19%    1 days and  10 hours
06-01-2025 23:12     20%    1 days and   9 hours
06-01-2025 23:36     21%    1 days and   9 hours
07-01-2025 00:01     22%    1 days and   8 hours
07-01-2025 00:26     23%    1 days and   8 hours
07-01-2025 00:51     24%    1 days and   8 hours
07-01-2025 01:16     25%    1 days and   7 hours
07-01-2025 01:42     26%    1 days and   7 hours
07-01-2025 02:07     27%    1 days and   7 hours
07-01-2025 02:32     28%    1 days and   6 hours
07-01-2025 02:56     29%    1 days and   6 hours
07-01-2025 03:21     30%    1 days and   5 hours
07-01-2025 03:46     31%    1 days and   5 hours
07-01-2025 04:11     32%    1 days and   4 hours
07-01-2025 04:36     33%    1 days and   4 hours
07-01-2025 05:01     34%    1 days and   4 hours
07-01-2025 05:26     35%    1 days and   3 hours
07-01-2025 05:50     36%    1 days and   3 hours
07-01-2025 06:15     37%    1 days and   2 hours
07-01-2025 06:40     38%    1 days and   2 hours
07-01-2025 07:05     39%    1 days and   2 hours
07-01-2025 07:29     40%    1 days and   1 hours
07-01-2025 07:55     41%    1 days and   1 hours
07-01-2025 08:19     42%   23 hours and  54 minutes
07-01-2025 08:45     43%   23 hours and  30 minutes
07-01-2025 09:09     44%   23 hours and   5 minutes
07-01-2025 09:34     45%   22 hours and  40 minutes
07-01-2025 09:59     46%   22 hours and  16 minutes
07-01-2025 10:24     47%   21 hours and  51 minutes
07-01-2025 10:49     48%   21 hours and  27 minutes
07-01-2025 11:14     49%   21 hours and   2 minutes
07-01-2025 11:39     50%   20 hours and  38 minutes
07-01-2025 12:03     51%   20 hours and  13 minutes
07-01-2025 12:28     52%   19 hours and  47 minutes
07-01-2025 12:53     53%   19 hours and  23 minutes
07-01-2025 13:18     54%   18 hours and  58 minutes
07-01-2025 13:42     55%   18 hours and  34 minutes
07-01-2025 14:07     56%   18 hours and   9 minutes
07-01-2025 14:32     57%   17 hours and  44 minutes
07-01-2025 14:56     58%   17 hours and  19 minutes
07-01-2025 15:21     59%   16 hours and  54 minutes
07-01-2025 15:46     60%   16 hours and  30 minutes
07-01-2025 16:11     61%   16 hours and   5 minutes
07-01-2025 16:36     62%   15 hours and  40 minutes
07-01-2025 17:00     63%   15 hours and  15 minutes
07-01-2025 17:25     64%   14 hours and  51 minutes
07-01-2025 17:50     65%   14 hours and  26 minutes
07-01-2025 18:15     66%   14 hours and   1 minutes
07-01-2025 18:39     67%   13 hours and  36 minutes
07-01-2025 19:04     68%   13 hours and  12 minutes
07-01-2025 19:29     69%   12 hours and  47 minutes
07-01-2025 19:53     70%   12 hours and  22 minutes
07-01-2025 20:18     71%   11 hours and  57 minutes
07-01-2025 20:43     72%   11 hours and  33 minutes
07-01-2025 21:09     73%   11 hours and   8 minutes
07-01-2025 21:33     74%   10 hours and  43 minutes
07-01-2025 21:58     75%   10 hours and  19 minutes
07-01-2025 22:23     76%    9 hours and  54 minutes
07-01-2025 22:48     77%    9 hours and  29 minutes
07-01-2025 23:12     78%    9 hours and   4 minutes
07-01-2025 23:37     79%    8 hours and  40 minutes
08-01-2025 00:02     80%    8 hours and  15 minutes
08-01-2025 00:27     81%    7 hours and  50 minutes
08-01-2025 00:52     82%    7 hours and  25 minutes
08-01-2025 01:17     83%    7 hours and   1 minutes
08-01-2025 01:42     84%    6 hours and  36 minutes
08-01-2025 02:06     85%    6 hours and  11 minutes
08-01-2025 02:31     86%    5 hours and  46 minutes
08-01-2025 02:55     87%    5 hours and  21 minutes
08-01-2025 03:20     88%    4 hours and  57 minutes
08-01-2025 03:45     89%    4 hours and  32 minutes
08-01-2025 04:10     90%    4 hours and   7 minutes
08-01-2025 04:35     91%    3 hours and  42 minutes
08-01-2025 05:00     92%    3 hours and  18 minutes
08-01-2025 05:25     93%    2 hours and  53 minutes
08-01-2025 05:50     94%    2 hours and  28 minutes
08-01-2025 06:15     95%    2 hours and   3 minutes
08-01-2025 06:40     96%    1 hours and  39 minutes
08-01-2025 07:05     97%    1 hours and  14 minutes
08-01-2025 07:29     98%   49 minutes and 33 seconds
08-01-2025 07:54     99%   24 minutes and 46 seconds
08-01-2025 08:19    100%    0 minutes and  0 seconds
