Date and Time     Completed      Estimated Time Left
01-01-2025 16:47      1%    2 days and   6 hours
01-01-2025 17:21      2%    2 days and   7 hours
01-01-2025 17:57      3%    2 days and   7 hours
01-01-2025 18:33      4%    2 days and   8 hours
01-01-2025 19:10      5%    2 days and   8 hours
01-01-2025 19:46      6%    2 days and   8 hours
01-01-2025 20:22      7%    2 days and   7 hours
01-01-2025 20:59      8%    2 days and   7 hours
01-01-2025 21:35      9%    2 days and   6 hours
01-01-2025 22:12     10%    2 days and   6 hours
01-01-2025 22:49     11%    2 days and   6 hours
01-01-2025 23:25     12%    2 days and   5 hours
02-01-2025 00:02     13%    2 days and   5 hours
02-01-2025 00:38     14%    2 days and   4 hours
02-01-2025 01:15     15%    2 days and   3 hours
02-01-2025 01:51     16%    2 days and   3 hours
02-01-2025 02:27     17%    2 days and   2 hours
02-01-2025 03:04     18%    2 days and   2 hours
02-01-2025 03:40     19%    2 days and   1 hours
02-01-2025 04:17     20%    2 days and   1 hours
02-01-2025 04:53     21%    1 days and  24 hours
02-01-2025 05:30     22%    1 days and  23 hours
02-01-2025 06:06     23%    1 days and  23 hours
02-01-2025 06:42     24%    1 days and  22 hours
02-01-2025 07:19     25%    1 days and  22 hours
02-01-2025 07:55     26%    1 days and  21 hours
02-01-2025 08:31     27%    1 days and  20 hours
02-01-2025 09:06     28%    1 days and  20 hours
02-01-2025 09:42     29%    1 days and  19 hours
02-01-2025 10:18     30%    1 days and  19 hours
02-01-2025 10:54     31%    1 days and  18 hours
02-01-2025 11:30     32%    1 days and  17 hours
02-01-2025 12:07     33%    1 days and  17 hours
02-01-2025 12:43     34%    1 days and  16 hours
02-01-2025 13:20     35%    1 days and  16 hours
02-01-2025 13:56     36%    1 days and  15 hours
02-01-2025 14:32     37%    1 days and  14 hours
02-01-2025 15:08     38%    1 days and  14 hours
02-01-2025 15:44     39%    1 days and  13 hours
02-01-2025 16:21     40%    1 days and  13 hours
02-01-2025 16:57     41%    1 days and  12 hours
02-01-2025 17:34     42%    1 days and  11 hours
02-01-2025 18:10     43%    1 days and  11 hours
02-01-2025 18:46     44%    1 days and  10 hours
02-01-2025 19:23     45%    1 days and  10 hours
02-01-2025 20:00     46%    1 days and   9 hours
02-01-2025 20:37     47%    1 days and   8 hours
02-01-2025 21:13     48%    1 days and   8 hours
02-01-2025 21:50     49%    1 days and   7 hours
02-01-2025 22:26     50%    1 days and   7 hours
02-01-2025 23:03     51%    1 days and   6 hours
02-01-2025 23:39     52%    1 days and   5 hours
03-01-2025 00:15     53%    1 days and   5 hours
03-01-2025 00:52     54%    1 days and   4 hours
03-01-2025 01:28     55%    1 days and   4 hours
03-01-2025 02:04     56%    1 days and   3 hours
03-01-2025 02:41     57%    1 days and   2 hours
03-01-2025 03:17     58%    1 days and   2 hours
03-01-2025 03:54     59%    1 days and   1 hours
03-01-2025 04:30     60%    1 days and   1 hours
03-01-2025 05:06     61%   23 hours and  33 minutes
03-01-2025 05:42     62%   22 hours and  57 minutes
03-01-2025 06:18     63%   22 hours and  20 minutes
03-01-2025 06:54     64%   21 hours and  44 minutes
03-01-2025 07:31     65%   21 hours and   8 minutes
03-01-2025 08:07     66%   20 hours and  32 minutes
03-01-2025 08:44     67%   19 hours and  56 minutes
03-01-2025 09:20     68%   19 hours and  20 minutes
03-01-2025 09:56     69%   18 hours and  43 minutes
03-01-2025 10:33     70%   18 hours and   7 minutes
03-01-2025 11:10     71%   17 hours and  31 minutes
03-01-2025 11:46     72%   16 hours and  55 minutes
03-01-2025 12:22     73%   16 hours and  19 minutes
03-01-2025 12:59     74%   15 hours and  42 minutes
03-01-2025 13:36     75%   15 hours and   6 minutes
03-01-2025 14:12     76%   14 hours and  30 minutes
03-01-2025 14:49     77%   13 hours and  54 minutes
03-01-2025 15:25     78%   13 hours and  18 minutes
03-01-2025 16:01     79%   12 hours and  41 minutes
03-01-2025 16:37     80%   12 hours and   5 minutes
03-01-2025 17:13     81%   11 hours and  29 minutes
03-01-2025 17:50     82%   10 hours and  53 minutes
03-01-2025 18:26     83%   10 hours and  16 minutes
03-01-2025 19:02     84%    9 hours and  40 minutes
03-01-2025 19:39     85%    9 hours and   4 minutes
03-01-2025 20:15     86%    8 hours and  27 minutes
03-01-2025 20:50     87%    7 hours and  51 minutes
03-01-2025 21:25     88%    7 hours and  14 minutes
03-01-2025 22:00     89%    6 hours and  38 minutes
03-01-2025 22:36     90%    6 hours and   2 minutes
03-01-2025 23:11     91%    5 hours and  25 minutes
03-01-2025 23:46     92%    4 hours and  49 minutes
04-01-2025 00:22     93%    4 hours and  13 minutes
04-01-2025 00:57     94%    3 hours and  37 minutes
04-01-2025 01:33     95%    3 hours and   0 minutes
04-01-2025 02:08     96%    2 hours and  24 minutes
04-01-2025 02:44     97%    1 hours and  48 minutes
04-01-2025 03:19     98%    1 hours and  12 minutes
04-01-2025 03:54     99%   36 minutes and  9 seconds
04-01-2025 04:29    100%    0 minutes and  0 seconds
