# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.134272
40000 0.135326
60000 0.13442
80000 0.137873
100000 0.135557
120000 0.138333
140000 0.142558
160000 0.138591
180000 0.136752
200000 0.13864
220000 0.133646
240000 0.135606
260000 0.133104
280000 0.131766
300000 0.135187
320000 0.13396
340000 0.136595
360000 0.136608
380000 0.131729
400000 0.135162
420000 0.135387
440000 0.136314
460000 0.139609
480000 0.13844
500000 0.137054
520000 0.133077
540000 0.13434
560000 0.135588
580000 0.138554
600000 0.136258
620000 0.136128
640000 0.138167
660000 0.130808
680000 0.132951
700000 0.132447
720000 0.140609
740000 0.137239
760000 0.135113
780000 0.134213
800000 0.135186
820000 0.132674
840000 0.138434
860000 0.134171
880000 0.134776
900000 0.138233
920000 0.139386
940000 0.137296
960000 0.139036
980000 0.135446
1000000 0.138345
1020000 0.142529
1040000 0.135423
1060000 0.135785
1080000 0.130825
1100000 0.135182
1120000 0.134385
1140000 0.137007
1160000 0.138994
1180000 0.138516
1200000 0.138435
1220000 0.139787
1240000 0.139267
1260000 0.137605
1280000 0.135764
1300000 0.133089
1320000 0.136314
1340000 0.140447
1360000 0.136831
1380000 0.13441
1400000 0.139537
1420000 0.138191
1440000 0.14183
1460000 0.143169
1480000 0.140594
1500000 0.137066
1520000 0.139451
1540000 0.147961
1560000 0.143056
1580000 0.138431
1600000 0.139431
1620000 0.138004
1640000 0.139217
1660000 0.136014
1680000 0.140701
1700000 0.141296
1720000 0.140361
1740000 0.141216
1760000 0.139605
1780000 0.142798
1800000 0.140987
1820000 0.140205
1840000 0.138183
1860000 0.137738
1880000 0.138588
1900000 0.133901
1920000 0.141663
1940000 0.143094
1960000 0.145178
1980000 0.139306
2000000 0.139701
