# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.19861
40000 0.203183
60000 0.197261
80000 0.196539
100000 0.201084
120000 0.195464
140000 0.202084
160000 0.197575
180000 0.196687
200000 0.198723
220000 0.207046
240000 0.198229
260000 0.201403
280000 0.196215
300000 0.198095
320000 0.203611
340000 0.200736
360000 0.195958
380000 0.200345
400000 0.198762
420000 0.199263
440000 0.198613
460000 0.194321
480000 0.197506
500000 0.203229
520000 0.202947
540000 0.197237
560000 0.205376
580000 0.199798
600000 0.199388
620000 0.19683
640000 0.199348
660000 0.198153
680000 0.19921
700000 0.200136
720000 0.201331
740000 0.206497
760000 0.199803
780000 0.203126
800000 0.19904
820000 0.201967
840000 0.201531
860000 0.204827
880000 0.205867
900000 0.203692
920000 0.200543
940000 0.201906
960000 0.201389
980000 0.205503
1000000 0.203951
1020000 0.20573
1040000 0.205092
1060000 0.204231
1080000 0.199552
1100000 0.199387
1120000 0.205768
1140000 0.204279
1160000 0.208552
1180000 0.209657
1200000 0.204014
1220000 0.197721
1240000 0.20628
1260000 0.206693
1280000 0.20307
1300000 0.206756
1320000 0.208729
1340000 0.203809
1360000 0.199123
1380000 0.205075
1400000 0.207013
1420000 0.201016
1440000 0.202569
1460000 0.201192
1480000 0.201181
1500000 0.205377
1520000 0.198739
1540000 0.199284
1560000 0.197275
1580000 0.204727
1600000 0.20321
1620000 0.202846
1640000 0.206207
1660000 0.204354
1680000 0.205671
1700000 0.204828
1720000 0.204756
1740000 0.203556
1760000 0.205351
1780000 0.200496
1800000 0.205956
1820000 0.198373
1840000 0.204498
1860000 0.207519
1880000 0.207389
1900000 0.207121
1920000 0.197028
1940000 0.201636
1960000 0.204044
1980000 0.198485
2000000 0.209703
