Date and Time     Completed      Estimated Time Left
01-01-2025 16:29      1%    1 days and   6 hours
01-01-2025 16:47      2%    1 days and   5 hours
01-01-2025 17:04      3%    1 days and   5 hours
01-01-2025 17:23      4%    1 days and   5 hours
01-01-2025 17:40      5%    1 days and   5 hours
01-01-2025 17:58      6%    1 days and   4 hours
01-01-2025 18:16      7%    1 days and   4 hours
01-01-2025 18:35      8%    1 days and   4 hours
01-01-2025 18:53      9%    1 days and   4 hours
01-01-2025 19:12     10%    1 days and   4 hours
01-01-2025 19:31     11%    1 days and   3 hours
01-01-2025 19:49     12%    1 days and   3 hours
01-01-2025 20:08     13%    1 days and   3 hours
01-01-2025 20:26     14%    1 days and   3 hours
01-01-2025 20:45     15%    1 days and   2 hours
01-01-2025 21:04     16%    1 days and   2 hours
01-01-2025 21:22     17%    1 days and   2 hours
01-01-2025 21:41     18%    1 days and   2 hours
01-01-2025 21:59     19%    1 days and   1 hours
01-01-2025 22:18     20%    1 days and   1 hours
01-01-2025 22:36     21%    1 days and   1 hours
01-01-2025 22:55     22%   23 hours and  52 minutes
01-01-2025 23:14     23%   23 hours and  35 minutes
01-01-2025 23:33     24%   23 hours and  17 minutes
01-01-2025 23:51     25%   23 hours and   0 minutes
02-01-2025 00:10     26%   22 hours and  42 minutes
02-01-2025 00:29     27%   22 hours and  24 minutes
02-01-2025 00:47     28%   22 hours and   7 minutes
02-01-2025 01:06     29%   21 hours and  50 minutes
02-01-2025 01:25     30%   21 hours and  31 minutes
02-01-2025 01:43     31%   21 hours and  12 minutes
02-01-2025 02:01     32%   20 hours and  53 minutes
02-01-2025 02:20     33%   20 hours and  35 minutes
02-01-2025 02:38     34%   20 hours and  17 minutes
02-01-2025 02:57     35%   19 hours and  58 minutes
02-01-2025 03:16     36%   19 hours and  41 minutes
02-01-2025 03:35     37%   19 hours and  23 minutes
02-01-2025 03:54     38%   19 hours and   5 minutes
02-01-2025 04:12     39%   18 hours and  47 minutes
02-01-2025 04:31     40%   18 hours and  29 minutes
02-01-2025 04:50     41%   18 hours and  11 minutes
02-01-2025 05:09     42%   17 hours and  53 minutes
02-01-2025 05:28     43%   17 hours and  35 minutes
02-01-2025 05:46     44%   17 hours and  17 minutes
02-01-2025 06:05     45%   16 hours and  59 minutes
02-01-2025 06:24     46%   16 hours and  41 minutes
