Date and Time     Completed      Estimated Time Left
01-01-2025 16:28      1%    1 days and   4 hours
01-01-2025 16:44      2%    1 days and   4 hours
01-01-2025 17:01      3%    1 days and   3 hours
01-01-2025 17:17      4%    1 days and   3 hours
01-01-2025 17:34      5%    1 days and   3 hours
01-01-2025 17:51      6%    1 days and   2 hours
01-01-2025 18:07      7%    1 days and   2 hours
01-01-2025 18:25      8%    1 days and   2 hours
01-01-2025 18:41      9%    1 days and   2 hours
01-01-2025 18:58     10%    1 days and   1 hours
01-01-2025 19:15     11%    1 days and   1 hours
01-01-2025 19:31     12%    1 days and   1 hours
01-01-2025 19:48     13%    1 days and   1 hours
01-01-2025 20:05     14%   23 hours and  55 minutes
01-01-2025 20:22     15%   23 hours and  38 minutes
01-01-2025 20:38     16%   23 hours and  22 minutes
01-01-2025 20:55     17%   23 hours and   6 minutes
01-01-2025 21:11     18%   22 hours and  46 minutes
01-01-2025 21:27     19%   22 hours and  28 minutes
01-01-2025 21:43     20%   22 hours and   8 minutes
01-01-2025 21:59     21%   21 hours and  49 minutes
01-01-2025 22:16     22%   21 hours and  32 minutes
01-01-2025 22:32     23%   21 hours and  13 minutes
01-01-2025 22:48     24%   20 hours and  57 minutes
01-01-2025 23:04     25%   20 hours and  39 minutes
01-01-2025 23:21     26%   20 hours and  22 minutes
01-01-2025 23:37     27%   20 hours and   5 minutes
01-01-2025 23:53     28%   19 hours and  47 minutes
02-01-2025 00:09     29%   19 hours and  30 minutes
02-01-2025 00:25     30%   19 hours and  12 minutes
02-01-2025 00:42     31%   18 hours and  57 minutes
02-01-2025 00:59     32%   18 hours and  41 minutes
02-01-2025 01:15     33%   18 hours and  23 minutes
02-01-2025 01:32     34%   18 hours and   8 minutes
02-01-2025 01:48     35%   17 hours and  51 minutes
02-01-2025 02:05     36%   17 hours and  35 minutes
02-01-2025 02:21     37%   17 hours and  18 minutes
02-01-2025 02:38     38%   17 hours and   2 minutes
02-01-2025 02:55     39%   16 hours and  47 minutes
02-01-2025 03:11     40%   16 hours and  30 minutes
02-01-2025 03:28     41%   16 hours and  13 minutes
02-01-2025 03:44     42%   15 hours and  56 minutes
02-01-2025 04:00     43%   15 hours and  39 minutes
02-01-2025 04:16     44%   15 hours and  22 minutes
02-01-2025 04:32     45%   15 hours and   5 minutes
02-01-2025 04:48     46%   14 hours and  47 minutes
02-01-2025 05:03     47%   14 hours and  30 minutes
02-01-2025 05:19     48%   14 hours and  13 minutes
02-01-2025 05:35     49%   13 hours and  56 minutes
02-01-2025 05:51     50%   13 hours and  39 minutes
02-01-2025 06:07     51%   13 hours and  22 minutes
02-01-2025 06:23     52%   13 hours and   6 minutes
02-01-2025 06:39     53%   12 hours and  49 minutes
02-01-2025 06:55     54%   12 hours and  32 minutes
02-01-2025 07:10     55%   12 hours and  15 minutes
02-01-2025 07:26     56%   11 hours and  58 minutes
02-01-2025 07:41     57%   11 hours and  41 minutes
02-01-2025 07:57     58%   11 hours and  24 minutes
02-01-2025 08:13     59%   11 hours and   8 minutes
02-01-2025 08:30     60%   10 hours and  52 minutes
02-01-2025 08:46     61%   10 hours and  36 minutes
02-01-2025 09:01     62%   10 hours and  19 minutes
02-01-2025 09:17     63%   10 hours and   2 minutes
02-01-2025 09:32     64%    9 hours and  45 minutes
02-01-2025 09:48     65%    9 hours and  28 minutes
02-01-2025 10:03     66%    9 hours and  12 minutes
02-01-2025 10:19     67%    8 hours and  55 minutes
02-01-2025 10:34     68%    8 hours and  39 minutes
02-01-2025 10:50     69%    8 hours and  22 minutes
02-01-2025 11:06     70%    8 hours and   6 minutes
02-01-2025 11:21     71%    7 hours and  49 minutes
02-01-2025 11:36     72%    7 hours and  32 minutes
02-01-2025 11:51     73%    7 hours and  16 minutes
02-01-2025 12:07     74%    7 hours and   0 minutes
02-01-2025 12:23     75%    6 hours and  43 minutes
02-01-2025 12:38     76%    6 hours and  27 minutes
02-01-2025 12:54     77%    6 hours and  11 minutes
02-01-2025 13:10     78%    5 hours and  54 minutes
02-01-2025 13:25     79%    5 hours and  38 minutes
