# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.148471
40000 0.150713
60000 0.156315
80000 0.159215
100000 0.156165
120000 0.159014
140000 0.160524
160000 0.158093
180000 0.154152
200000 0.154006
220000 0.150728
240000 0.154692
260000 0.151623
280000 0.153517
300000 0.151789
320000 0.164761
340000 0.156215
360000 0.156712
380000 0.155758
400000 0.159795
420000 0.158049
440000 0.159743
460000 0.16091
480000 0.163923
500000 0.158363
520000 0.161294
540000 0.157094
560000 0.156799
580000 0.161059
600000 0.166489
620000 0.160113
640000 0.157084
660000 0.159648
680000 0.160613
700000 0.156449
720000 0.159159
740000 0.159281
760000 0.156182
780000 0.164177
800000 0.164586
820000 0.160321
840000 0.163348
860000 0.165437
880000 0.161189
900000 0.157462
920000 0.160958
940000 0.163882
960000 0.160161
980000 0.158954
1000000 0.163889
1020000 0.160968
1040000 0.159786
1060000 0.164091
1080000 0.163193
1100000 0.161035
1120000 0.156898
1140000 0.158377
1160000 0.161467
1180000 0.159033
1200000 0.16064
1220000 0.158856
1240000 0.160024
1260000 0.159769
1280000 0.158074
1300000 0.16033
1320000 0.167065
1340000 0.167787
1360000 0.158016
1380000 0.160155
1400000 0.159092
1420000 0.161786
1440000 0.165026
1460000 0.166989
1480000 0.155042
1500000 0.161098
1520000 0.161287
1540000 0.161526
1560000 0.164352
1580000 0.159207
1600000 0.163106
1620000 0.168628
1640000 0.166314
1660000 0.16077
1680000 0.161616
1700000 0.162167
1720000 0.16381
1740000 0.160384
1760000 0.164993
1780000 0.166937
1800000 0.166695
1820000 0.161056
1840000 0.162049
1860000 0.165634
1880000 0.160649
1900000 0.161265
1920000 0.167534
1940000 0.168133
1960000 0.16827
1980000 0.168071
2000000 0.166612
