# Molecule: N2                      
# Box 1                   Boltzmann             Biased
   0.1427261229E-001   0.9165106453E+003   0.9165363919E+003
   0.1427523269E-001   0.9165470078E+003   0.9165729013E+003
   0.1427785309E-001   0.9165833630E+003   0.9166094050E+003
   0.1428047349E-001   0.9166197112E+003   0.9166459032E+003
   0.1428309389E-001   0.9166560524E+003   0.9166823958E+003
   0.1428571429E-001   0.9166923865E+003   0.9167188830E+003
   0.1428833468E-001   0.9167287137E+003   0.9167553648E+003
   0.1429095508E-001   0.9167650340E+003   0.9167918412E+003
   0.1429357548E-001   0.9168013474E+003   0.9168283123E+003
   0.1429619588E-001   0.9168376539E+003   0.9168647782E+003
   0.1429881628E-001   0.9168739537E+003   0.9169012389E+003


# Box 2                   Boltzmann             Biased
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
           -Infinity                 NaN                 NaN
   0.1428571429E-001   0.2019331307E-001   0.1983768728E-001
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN
            Infinity                 NaN                 NaN


