Date and Time     Completed      Estimated Time Left
01-01-2025 16:39      1%    1 days and  17 hours
01-01-2025 17:05      2%    1 days and  17 hours
01-01-2025 17:31      3%    1 days and  18 hours
01-01-2025 17:59      4%    1 days and  18 hours
01-01-2025 18:26      5%    1 days and  18 hours
01-01-2025 18:52      6%    1 days and  18 hours
01-01-2025 19:19      7%    1 days and  17 hours
01-01-2025 19:47      8%    1 days and  17 hours
01-01-2025 20:13      9%    1 days and  17 hours
01-01-2025 20:42     10%    1 days and  17 hours
01-01-2025 21:10     11%    1 days and  16 hours
01-01-2025 21:39     12%    1 days and  16 hours
01-01-2025 22:06     13%    1 days and  16 hours
01-01-2025 22:33     14%    1 days and  15 hours
01-01-2025 22:59     15%    1 days and  15 hours
01-01-2025 23:27     16%    1 days and  14 hours
01-01-2025 23:56     17%    1 days and  14 hours
02-01-2025 00:24     18%    1 days and  14 hours
02-01-2025 00:50     19%    1 days and  13 hours
02-01-2025 01:17     20%    1 days and  13 hours
02-01-2025 01:45     21%    1 days and  12 hours
02-01-2025 02:12     22%    1 days and  12 hours
02-01-2025 02:39     23%    1 days and  11 hours
02-01-2025 03:06     24%    1 days and  11 hours
02-01-2025 03:33     25%    1 days and  10 hours
02-01-2025 04:01     26%    1 days and  10 hours
02-01-2025 04:29     27%    1 days and  10 hours
02-01-2025 04:57     28%    1 days and   9 hours
02-01-2025 05:25     29%    1 days and   9 hours
02-01-2025 05:54     30%    1 days and   8 hours
02-01-2025 06:22     31%    1 days and   8 hours
02-01-2025 06:51     32%    1 days and   8 hours
02-01-2025 07:19     33%    1 days and   7 hours
02-01-2025 07:46     34%    1 days and   7 hours
02-01-2025 08:15     35%    1 days and   6 hours
02-01-2025 08:42     36%    1 days and   6 hours
02-01-2025 09:10     37%    1 days and   5 hours
02-01-2025 09:37     38%    1 days and   5 hours
02-01-2025 10:04     39%    1 days and   4 hours
02-01-2025 10:31     40%    1 days and   4 hours
02-01-2025 11:00     41%    1 days and   3 hours
02-01-2025 11:29     42%    1 days and   3 hours
02-01-2025 11:56     43%    1 days and   3 hours
02-01-2025 12:25     44%    1 days and   2 hours
02-01-2025 12:52     45%    1 days and   2 hours
02-01-2025 13:20     46%    1 days and   1 hours
02-01-2025 13:47     47%    1 days and   1 hours
02-01-2025 14:14     48%   23 hours and  49 minutes
02-01-2025 14:42     49%   23 hours and  22 minutes
02-01-2025 15:12     50%   22 hours and  57 minutes
02-01-2025 15:41     51%   22 hours and  30 minutes
02-01-2025 16:10     52%   22 hours and   5 minutes
02-01-2025 16:38     53%   21 hours and  37 minutes
02-01-2025 17:05     54%   21 hours and   9 minutes
02-01-2025 17:32     55%   20 hours and  41 minutes
02-01-2025 18:00     56%   20 hours and  13 minutes
02-01-2025 18:28     57%   19 hours and  46 minutes
02-01-2025 18:54     58%   19 hours and  18 minutes
02-01-2025 19:21     59%   18 hours and  50 minutes
02-01-2025 19:47     60%   18 hours and  21 minutes
02-01-2025 20:14     61%   17 hours and  53 minutes
02-01-2025 20:42     62%   17 hours and  26 minutes
02-01-2025 21:10     63%   16 hours and  58 minutes
02-01-2025 21:37     64%   16 hours and  31 minutes
02-01-2025 22:03     65%   16 hours and   3 minutes
02-01-2025 22:30     66%   15 hours and  35 minutes
02-01-2025 22:57     67%   15 hours and   7 minutes
02-01-2025 23:23     68%   14 hours and  39 minutes
02-01-2025 23:51     69%   14 hours and  11 minutes
03-01-2025 00:20     70%   13 hours and  45 minutes
03-01-2025 00:47     71%   13 hours and  17 minutes
03-01-2025 01:13     72%   12 hours and  49 minutes
03-01-2025 01:41     73%   12 hours and  22 minutes
03-01-2025 02:08     74%   11 hours and  54 minutes
03-01-2025 02:36     75%   11 hours and  27 minutes
03-01-2025 03:02     76%   10 hours and  59 minutes
03-01-2025 03:29     77%   10 hours and  31 minutes
03-01-2025 03:56     78%   10 hours and   3 minutes
03-01-2025 04:24     79%    9 hours and  36 minutes
03-01-2025 04:51     80%    9 hours and   9 minutes
03-01-2025 05:19     81%    8 hours and  41 minutes
03-01-2025 05:46     82%    8 hours and  14 minutes
03-01-2025 06:12     83%    7 hours and  46 minutes
03-01-2025 06:39     84%    7 hours and  18 minutes
03-01-2025 07:05     85%    6 hours and  51 minutes
03-01-2025 07:32     86%    6 hours and  23 minutes
03-01-2025 07:59     87%    5 hours and  56 minutes
03-01-2025 08:27     88%    5 hours and  28 minutes
03-01-2025 08:54     89%    5 hours and   1 minutes
03-01-2025 09:21     90%    4 hours and  34 minutes
03-01-2025 09:49     91%    4 hours and   6 minutes
03-01-2025 10:18     92%    3 hours and  39 minutes
03-01-2025 10:47     93%    3 hours and  12 minutes
03-01-2025 11:16     94%    2 hours and  44 minutes
03-01-2025 11:46     95%    2 hours and  17 minutes
03-01-2025 12:13     96%    1 hours and  49 minutes
03-01-2025 12:41     97%    1 hours and  22 minutes
03-01-2025 13:09     98%   54 minutes and 58 seconds
03-01-2025 13:36     99%   27 minutes and 29 seconds
03-01-2025 14:06    100%    0 minutes and  0 seconds
