Simulation state at cycle:     400000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.922757   50.687721

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.5621945766E+000
Box 2    0.2533386171E+002

Rotation per molecule type
Box 1    0.8535360776E+002
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.3643213078E+003
Box 2   0.1686672721E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 396   
Atomtype         X                  Y                   Z
  1        9.6551454567        1.9783567427        4.9129859376
  2        9.1946857325        2.1939092746        5.1227809528
  1        8.7341421968        2.4176354565        5.3236447032
  1       22.8809277674       18.9300919062        9.4985665780
  2       22.6415951338       19.1671553043        9.0638013129
  1       22.3828964934       19.4043030986        8.6403205741
  1       10.7688963425       21.3233248001        6.1065190711
  2       10.4710968597       21.5662639920        5.7130778213
  1       10.1652322031       21.8032545129        5.3222040516
  1       21.6271451919       23.5257206201       27.7352809365
  2       21.3840436548       24.0185164133       27.7588170536
  1       21.1371601859       24.5090528187       27.7891911658
  1        1.1602575438       14.2597479936        7.1032511328
  2        1.2636201692       14.7299902892        7.3691239428
  1        1.3714918621       15.2010132734        7.6318044431
  1       13.2764268317       22.0309089215       10.9365972522
  2       13.0595172600       21.7865678962       11.3790310903
  1       12.8405205177       21.5430960991       11.8209155886
  1       10.4036374992       17.0627136637       10.1074563328
  2       10.4777706726       16.7618822043        9.6530284445
  1       10.5394496845       16.4424047139        9.2095988204
  1       22.5259492918       22.8336177617        3.1532952985
  2       22.6349111618       22.6789976093        3.6697446371
  1       22.7469560874       22.5228893037        4.1850854278
  1        4.3209362449       25.4177106340       12.7994796037
  2        3.9297084650       25.4056442589       13.1858670089
  1        3.5458045816       25.3893384176       13.5793793045
  1       14.9423777028       22.8742229811       21.1893392185
  2       15.1628440608       23.3610170001       21.3194398258
  1       15.3551929761       23.8571178601       21.4586728335
  1       20.6548821798        0.9491646160       13.3189025639
  2       20.5788607009        1.2488954248       13.7737455885
  1       20.5137580678        1.5253652417       14.2447297565
  1        8.7488646563       18.2971702531       22.7285316244
  2        8.5062276139       17.9315847510       23.0601556680
  1        8.2591170612       17.5749270110       23.3981373690
  1        9.6011957230       15.2303096589       20.1156125922
  2        9.9271760518       15.6495213491       19.9724400251
  1       10.2641292224       16.0644805884       19.8429356254
  1        6.1887964981       27.1771289553        9.6243832956
  2        5.9879987189       27.4592813867       10.0516657049
  1        5.7769302115       27.7440175439       10.4722312823
  1       20.2379254687       26.7641242182       22.0349302973
  2       20.6862572760       26.8375043136       22.3449528000
  1       21.1336542374       26.9134310679       22.6557116872
  1        4.4977199244        3.7378777498        1.8960815105
  2        4.8756877229        3.5156582239        2.2281339546
  1        5.2511298139        3.2962273453        2.5648732080
  1        3.6354758848        9.0041038958       22.4587021765
  2        3.8630347024        9.4616990546       22.2554199707
  1        4.0895071806        9.9176517876       22.0472918350
  1       18.7205162103       12.3374359178        6.8113153298
  2       19.2629775116       12.3435090804        6.7207678100
  1       19.8100097409       12.3510728270        6.6642122727
  1       24.6847032776       17.2417170004       11.9787047347
  2       24.4524702686       17.4405095235       12.4359238970
  1       24.2183575271       17.6299516976       12.8961443723
  1       11.7028655235       21.2474690739       26.3572463988
  2       11.6532416886       21.6507899262       25.9866121247
  1       11.6177460763       22.0552673619       25.6156160809
  1        7.5020354254       23.9037181747       10.1550038699
  2        8.0410295653       23.8299126573       10.0741455816
  1        8.5853107418       23.7632299097       10.0315849068
  1       17.1888808599       15.4012046771       10.4103368174
  2       17.6648579062       15.4514998218       10.1393824858
