Date and Time     Completed      Estimated Time Left
01-01-2025 16:36      1%    1 days and  15 hours
01-01-2025 17:01      2%    1 days and  16 hours
01-01-2025 17:27      3%    1 days and  16 hours
01-01-2025 17:53      4%    1 days and  16 hours
01-01-2025 18:18      5%    1 days and  16 hours
01-01-2025 18:44      6%    1 days and  16 hours
01-01-2025 19:10      7%    1 days and  16 hours
01-01-2025 19:35      8%    1 days and  15 hours
01-01-2025 20:01      9%    1 days and  15 hours
01-01-2025 20:27     10%    1 days and  15 hours
01-01-2025 20:52     11%    1 days and  14 hours
01-01-2025 21:17     12%    1 days and  14 hours
01-01-2025 21:43     13%    1 days and  13 hours
01-01-2025 22:08     14%    1 days and  13 hours
01-01-2025 22:34     15%    1 days and  12 hours
01-01-2025 22:59     16%    1 days and  12 hours
01-01-2025 23:25     17%    1 days and  12 hours
01-01-2025 23:51     18%    1 days and  11 hours
02-01-2025 00:15     19%    1 days and  11 hours
02-01-2025 00:41     20%    1 days and  10 hours
02-01-2025 01:06     21%    1 days and  10 hours
02-01-2025 01:32     22%    1 days and  10 hours
02-01-2025 01:57     23%    1 days and   9 hours
02-01-2025 02:23     24%    1 days and   9 hours
02-01-2025 02:49     25%    1 days and   8 hours
02-01-2025 03:14     26%    1 days and   8 hours
02-01-2025 03:39     27%    1 days and   7 hours
02-01-2025 04:05     28%    1 days and   7 hours
02-01-2025 04:30     29%    1 days and   7 hours
02-01-2025 04:56     30%    1 days and   6 hours
02-01-2025 05:22     31%    1 days and   6 hours
02-01-2025 05:47     32%    1 days and   5 hours
02-01-2025 06:13     33%    1 days and   5 hours
02-01-2025 06:39     34%    1 days and   5 hours
02-01-2025 07:04     35%    1 days and   4 hours
02-01-2025 07:29     36%    1 days and   4 hours
02-01-2025 07:55     37%    1 days and   3 hours
02-01-2025 08:20     38%    1 days and   3 hours
02-01-2025 08:45     39%    1 days and   2 hours
02-01-2025 09:11     40%    1 days and   2 hours
02-01-2025 09:37     41%    1 days and   2 hours
02-01-2025 10:03     42%    1 days and   1 hours
