Simulation state at cycle:     420000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    27.579059   50.790534

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.8513940730E+000
Box 2    0.2530927795E+002

Rotation per molecule type
Box 1    0.1800000000E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.5555686745E+003
Box 2   0.2572077197E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 309   
Atomtype         X                  Y                   Z
  1       23.0845957218        6.1312075004        6.5479639266
  2       23.2809527618        6.0408924357        6.0422099331
  1       23.4862375039        5.9693235275        5.5370010011
  1        8.6188134958       20.0979573764       21.0995106513
  2        8.6323427111       19.6438596852       21.4095304042
  1        8.6570162505       19.1965824833       21.7286453053
  1       12.2730738092       11.8011250853       25.8000238917
  2       12.4115860135       12.0298434270       25.3193969163
  1       12.5360167646       12.2539283138       24.8327728821
  1        7.4517811073       22.5257839355       14.8784155451
  2        7.1276540049       22.7000232390       15.2871725470
  1        6.8295306269       22.8762501195       15.7144506029
  1        3.1130370901       14.7421029829        1.0841999483
  2        2.6398094493       14.4630255778        1.0582885234
  1        2.1688569572       14.1820953084        1.0160755758
  1       17.0428468657       12.3795965386        2.9365844898
  2       16.5780795743       12.6735842344        2.9444964786
  1       16.1044590003       12.9531974468        2.9445451498
  1       19.2296094786       20.3947518260        1.0197243246
  2       19.5015820841       20.8523458757        0.8813820405
  1       19.7571828402       21.3232227527        0.7571112910
  1        2.6111081442        4.2387324820       14.1425464928
  2        2.6860222612        4.6650512296       13.8032233422
  1        2.7820086912        5.0898993382       13.4673800918
  1        2.9582074803        7.3320929107       20.2613000642
  2        2.5761343630        6.9397276336       20.3119915066
  1        2.2029043872        6.5402555156       20.3721696686
  1       23.7213325350       16.1646750928       14.3559984467
  2       24.2082168406       16.2115699551       14.6074831279
  1       24.7004438070       16.2633929099       14.8473309836
  1       25.9557199202       13.8910964933       21.3865662029
  2       25.6803059595       13.4992962736       21.1161226080
  1       25.4208616966       13.0896513697       20.8565465571
  1       21.0108260987       14.8874087261       26.1121461316
  2       20.4744787131       14.7678592951       26.0889208115
  1       19.9459870714       14.6234287168       26.0405845750
  1        7.3292998057       22.2498068583        4.3864525598
  2        7.3171517073       22.5422669590        3.9208137371
  1        7.3062634780       22.8481351041        3.4638387670
  1        5.8070069146       19.3753865560       17.2132574987
  2        5.8105572590       19.6538276319       17.6875548340
  1        5.8366043327       19.9384340119       18.1574705258
