Date and Time     Completed      Estimated Time Left
01-01-2025 16:29      1%    1 days and   6 hours
01-01-2025 16:48      2%    1 days and   6 hours
01-01-2025 17:06      3%    1 days and   6 hours
01-01-2025 17:25      4%    1 days and   6 hours
01-01-2025 17:44      5%    1 days and   6 hours
01-01-2025 18:03      6%    1 days and   6 hours
01-01-2025 18:21      7%    1 days and   5 hours
01-01-2025 18:39      8%    1 days and   5 hours
01-01-2025 18:58      9%    1 days and   5 hours
01-01-2025 19:16     10%    1 days and   4 hours
01-01-2025 19:35     11%    1 days and   4 hours
01-01-2025 19:53     12%    1 days and   4 hours
01-01-2025 20:12     13%    1 days and   3 hours
01-01-2025 20:31     14%    1 days and   3 hours
01-01-2025 20:50     15%    1 days and   3 hours
01-01-2025 21:08     16%    1 days and   2 hours
01-01-2025 21:27     17%    1 days and   2 hours
01-01-2025 21:45     18%    1 days and   2 hours
01-01-2025 22:03     19%    1 days and   2 hours
01-01-2025 22:23     20%    1 days and   1 hours
01-01-2025 22:42     21%    1 days and   1 hours
01-01-2025 23:00     22%    1 days and   1 hours
01-01-2025 23:19     23%   23 hours and  52 minutes
01-01-2025 23:38     24%   23 hours and  34 minutes
01-01-2025 23:57     25%   23 hours and  16 minutes
02-01-2025 00:15     26%   22 hours and  57 minutes
02-01-2025 00:34     27%   22 hours and  38 minutes
02-01-2025 00:53     28%   22 hours and  20 minutes
02-01-2025 01:11     29%   22 hours and   1 minutes
02-01-2025 01:30     30%   21 hours and  43 minutes
02-01-2025 01:49     31%   21 hours and  25 minutes
02-01-2025 02:08     32%   21 hours and   8 minutes
02-01-2025 02:27     33%   20 hours and  49 minutes
02-01-2025 02:45     34%   20 hours and  29 minutes
02-01-2025 03:03     35%   20 hours and  11 minutes
02-01-2025 03:22     36%   19 hours and  52 minutes
02-01-2025 03:40     37%   19 hours and  33 minutes
02-01-2025 03:58     38%   19 hours and  13 minutes
02-01-2025 04:16     39%   18 hours and  53 minutes
02-01-2025 04:34     40%   18 hours and  33 minutes
02-01-2025 04:52     41%   18 hours and  14 minutes
02-01-2025 05:09     42%   17 hours and  54 minutes
02-01-2025 05:27     43%   17 hours and  35 minutes
02-01-2025 05:46     44%   17 hours and  16 minutes
02-01-2025 06:04     45%   16 hours and  57 minutes
02-01-2025 06:22     46%   16 hours and  38 minutes
02-01-2025 06:40     47%   16 hours and  19 minutes
02-01-2025 06:58     48%   16 hours and   0 minutes
02-01-2025 07:16     49%   15 hours and  42 minutes
02-01-2025 07:34     50%   15 hours and  22 minutes
02-01-2025 07:52     51%   15 hours and   3 minutes
02-01-2025 08:09     52%   14 hours and  44 minutes
02-01-2025 08:27     53%   14 hours and  25 minutes
02-01-2025 08:45     54%   14 hours and   6 minutes
02-01-2025 09:03     55%   13 hours and  47 minutes
02-01-2025 09:20     56%   13 hours and  28 minutes
02-01-2025 09:39     57%   13 hours and  10 minutes
02-01-2025 09:57     58%   12 hours and  51 minutes
02-01-2025 10:14     59%   12 hours and  32 minutes
02-01-2025 10:32     60%   12 hours and  13 minutes
02-01-2025 10:50     61%   11 hours and  55 minutes
02-01-2025 11:08     62%   11 hours and  36 minutes
02-01-2025 11:26     63%   11 hours and  18 minutes
02-01-2025 11:44     64%   10 hours and  59 minutes
02-01-2025 12:01     65%   10 hours and  40 minutes
02-01-2025 12:19     66%   10 hours and  22 minutes
02-01-2025 12:37     67%   10 hours and   3 minutes
02-01-2025 12:56     68%    9 hours and  45 minutes
02-01-2025 13:14     69%    9 hours and  27 minutes
02-01-2025 13:33     70%    9 hours and   9 minutes
02-01-2025 13:51     71%    8 hours and  50 minutes
02-01-2025 14:09     72%    8 hours and  32 minutes
02-01-2025 14:27     73%    8 hours and  14 minutes
02-01-2025 14:45     74%    7 hours and  55 minutes
02-01-2025 15:02     75%    7 hours and  36 minutes
02-01-2025 15:20     76%    7 hours and  18 minutes
02-01-2025 15:38     77%    7 hours and   0 minutes
02-01-2025 15:56     78%    6 hours and  41 minutes
02-01-2025 16:14     79%    6 hours and  23 minutes
02-01-2025 16:32     80%    6 hours and   5 minutes
