Simulation state at cycle:     110000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    25.469359   51.359794

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.1057603290E+001
Box 2    0.2566383562E+002

Rotation per molecule type
Box 1    0.1800000000E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.5710167055E+003
Box 2   0.2643595859E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 232   
Atomtype         X                  Y                   Z
  1       14.4942302406        5.0147012458       22.8188730757
  2       14.1815078302        5.3122385647       23.1597194309
  1       13.8625334431        5.5954083899       23.5069516147
  1        4.0079193265       17.6483314182       10.2052835146
  2        4.1926846963       18.1583491074       10.1144886093
  1        4.4023041774       18.6607152032       10.0358249077
  1        5.3972869033       17.2077615258       15.4791863834
  2        4.8939851572       17.0272677068       15.3503091796
  1        4.3971456043       16.8355568189       15.2128413900
  1       17.9598726695        3.2339348307       11.2803582822
  2       17.6724257580        3.7023409527       11.2586793080
  1       17.3608206802        4.1537704255       11.2185083539
  1       22.8170463436       21.0616571917        9.8879729475
  2       22.5136071437       21.5034839926       10.0113168976
  1       22.1976068579       21.9422560640       10.1119294601
  1        9.2495703037       18.7044120448        9.8319676563
  2        8.9491883110       18.4350129073        9.4582100300
  1        8.6853732953       18.1535885406        9.0661616117
  1       18.9092313231       18.2146571639        8.7265884869
  2       18.7608286985       18.3633507298        8.2182904597
  1       18.6295187100       18.5019667605        7.7024966230
  1        4.6361103948        2.3535585668        1.3560284711
  2        4.2772538796        2.0273705224        1.6154959279
  1        3.9092324343        1.7134168872        1.8772082313
  1       16.3042391157       17.9698510051       17.7470626397
  2       16.3305531781       18.4309768753       18.0456769428
  1       16.3558878098       18.8891146807       18.3489390516
  1        1.8773735814       23.9687773084       24.6210728767
  2        1.4697341458       23.9224522691       24.9873843305
  1        1.0801662067       23.8414584522       25.3670905611
  1        1.7580279552       15.7125817472       17.3149504991
  2        1.8081744930       15.8466072635       17.8460083921
  1        1.8556015115       15.9936310285       18.3738669806
  1       21.4522600775        9.5170976822       12.8668570260
  2       21.1158970160        9.0970343662       12.7532493616
  1       20.7520244361        8.6942918920       12.6643941752
  1       22.4750446115       14.6203494631        8.0346149714
  2       22.6390817354       14.2301130995        8.3857665092
  1       22.7866628519       13.8344620408        8.7381584115
  1        5.6160464520       13.7627083204       12.8488402140
  2        5.4002558066       14.2340908101       12.6651749050
  1        5.1717147409       14.7048188863       12.4958112178
  1        9.3994700925       14.6423801720       15.1357147452
  2        9.2213391179       15.0214385325       15.4922033358
  1        9.0573078633       15.4039521392       15.8517545660
  1       11.7901821500        4.1428735593       20.6033660392
  2       11.6569913828        3.7417919887       20.2513805377
  1       11.5105216354        3.3568078661       19.8869167707
  1       15.4358945042       12.8215128049       16.6472765410
  2       15.1361005060       13.1268720553       16.9927896188
  1       14.8056985035       13.4120654796       17.3274524735
