# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.128474
40000 0.135488
60000 0.133985
80000 0.139932
100000 0.135938
120000 0.136834
140000 0.137801
160000 0.138028
180000 0.135925
200000 0.136314
220000 0.132835
240000 0.135452
260000 0.13751
280000 0.140116
300000 0.137141
320000 0.138059
340000 0.132723
360000 0.135204
380000 0.13841
400000 0.143245
420000 0.138205
440000 0.135846
460000 0.132422
480000 0.134593
500000 0.137975
520000 0.136145
540000 0.140843
560000 0.138181
580000 0.141261
600000 0.141597
620000 0.140035
640000 0.139064
660000 0.137866
680000 0.136593
700000 0.139325
720000 0.137925
740000 0.136419
760000 0.141136
780000 0.139995
800000 0.139405
820000 0.140681
840000 0.140715
860000 0.139892
880000 0.13531
900000 0.138376
920000 0.136452
940000 0.143381
960000 0.137758
980000 0.13523
1000000 0.135524
1020000 0.138742
1040000 0.136999
1060000 0.13807
1080000 0.140962
1100000 0.136522
1120000 0.138998
1140000 0.138011
1160000 0.139399
1180000 0.14109
1200000 0.136329
1220000 0.138634
1240000 0.138239
1260000 0.143001
1280000 0.138937
1300000 0.136463
1320000 0.139575
1340000 0.14311
1360000 0.139219
1380000 0.140173
1400000 0.141269
1420000 0.139777
1440000 0.144064
1460000 0.142407
1480000 0.139602
1500000 0.139089
1520000 0.143698
1540000 0.142916
1560000 0.142576
1580000 0.139044
1600000 0.142506
1620000 0.143006
1640000 0.140211
1660000 0.140319
1680000 0.144708
1700000 0.1435
1720000 0.141107
1740000 0.14088
1760000 0.145393
1780000 0.141972
1800000 0.139667
1820000 0.138912
1840000 0.137961
1860000 0.134975
1880000 0.143426
1900000 0.143218
1920000 0.140585
1940000 0.139532
1960000 0.139224
1980000 0.140574
2000000 0.144141
