Date and Time     Completed      Estimated Time Left
01-01-2025 16:36      1%    1 days and  14 hours
01-01-2025 17:00      2%    1 days and  15 hours
01-01-2025 17:25      3%    1 days and  15 hours
01-01-2025 17:51      4%    1 days and  16 hours
01-01-2025 18:17      5%    1 days and  16 hours
01-01-2025 18:43      6%    1 days and  16 hours
01-01-2025 19:09      7%    1 days and  15 hours
01-01-2025 19:35      8%    1 days and  15 hours
01-01-2025 20:01      9%    1 days and  15 hours
01-01-2025 20:27     10%    1 days and  15 hours
01-01-2025 20:53     11%    1 days and  14 hours
01-01-2025 21:20     12%    1 days and  14 hours
01-01-2025 21:46     13%    1 days and  14 hours
01-01-2025 22:12     14%    1 days and  13 hours
01-01-2025 22:38     15%    1 days and  13 hours
01-01-2025 23:05     16%    1 days and  12 hours
01-01-2025 23:31     17%    1 days and  12 hours
01-01-2025 23:57     18%    1 days and  12 hours
02-01-2025 00:23     19%    1 days and  11 hours
02-01-2025 00:49     20%    1 days and  11 hours
02-01-2025 01:15     21%    1 days and  11 hours
02-01-2025 01:42     22%    1 days and  10 hours
02-01-2025 02:08     23%    1 days and  10 hours
02-01-2025 02:34     24%    1 days and   9 hours
02-01-2025 03:00     25%    1 days and   9 hours
02-01-2025 03:26     26%    1 days and   8 hours
02-01-2025 03:52     27%    1 days and   8 hours
02-01-2025 04:18     28%    1 days and   8 hours
02-01-2025 04:45     29%    1 days and   7 hours
02-01-2025 05:11     30%    1 days and   7 hours
02-01-2025 05:37     31%    1 days and   6 hours
02-01-2025 06:02     32%    1 days and   6 hours
02-01-2025 06:28     33%    1 days and   5 hours
02-01-2025 06:54     34%    1 days and   5 hours
02-01-2025 07:20     35%    1 days and   5 hours
02-01-2025 07:46     36%    1 days and   4 hours
02-01-2025 08:11     37%    1 days and   4 hours
02-01-2025 08:38     38%    1 days and   3 hours
02-01-2025 09:03     39%    1 days and   3 hours
02-01-2025 09:29     40%    1 days and   2 hours
02-01-2025 09:55     41%    1 days and   2 hours
02-01-2025 10:20     42%    1 days and   2 hours
02-01-2025 10:46     43%    1 days and   1 hours
02-01-2025 11:12     44%    1 days and   1 hours
02-01-2025 11:38     45%   23 hours and  44 minutes
02-01-2025 12:04     46%   23 hours and  18 minutes
02-01-2025 12:30     47%   22 hours and  52 minutes
02-01-2025 12:56     48%   22 hours and  26 minutes
02-01-2025 13:23     49%   22 hours and   1 minutes
02-01-2025 13:49     50%   21 hours and  35 minutes
02-01-2025 14:15     51%   21 hours and   9 minutes
02-01-2025 14:41     52%   20 hours and  44 minutes
02-01-2025 15:07     53%   20 hours and  18 minutes
02-01-2025 15:34     54%   19 hours and  53 minutes
02-01-2025 16:00     55%   19 hours and  27 minutes
02-01-2025 16:26     56%   19 hours and   1 minutes
02-01-2025 16:52     57%   18 hours and  35 minutes
02-01-2025 17:18     58%   18 hours and   9 minutes
02-01-2025 17:45     59%   17 hours and  44 minutes
02-01-2025 18:12     60%   17 hours and  19 minutes
02-01-2025 18:39     61%   16 hours and  53 minutes
02-01-2025 19:05     62%   16 hours and  28 minutes
02-01-2025 19:31     63%   16 hours and   1 minutes
02-01-2025 19:57     64%   15 hours and  35 minutes
02-01-2025 20:23     65%   15 hours and   9 minutes
02-01-2025 20:49     66%   14 hours and  44 minutes
02-01-2025 21:15     67%   14 hours and  17 minutes
02-01-2025 21:42     68%   13 hours and  52 minutes
02-01-2025 22:09     69%   13 hours and  26 minutes
02-01-2025 22:35     70%   13 hours and   0 minutes
02-01-2025 23:02     71%   12 hours and  35 minutes
02-01-2025 23:29     72%   12 hours and   9 minutes
02-01-2025 23:56     73%   11 hours and  43 minutes
03-01-2025 00:22     74%   11 hours and  17 minutes
03-01-2025 00:49     75%   10 hours and  51 minutes
03-01-2025 01:15     76%   10 hours and  25 minutes
03-01-2025 01:41     77%    9 hours and  59 minutes
03-01-2025 02:07     78%    9 hours and  33 minutes
03-01-2025 02:34     79%    9 hours and   7 minutes
03-01-2025 03:00     80%    8 hours and  41 minutes
03-01-2025 03:26     81%    8 hours and  15 minutes
03-01-2025 03:53     82%    7 hours and  49 minutes
03-01-2025 04:20     83%    7 hours and  23 minutes
03-01-2025 04:46     84%    6 hours and  57 minutes
03-01-2025 05:13     85%    6 hours and  31 minutes
03-01-2025 05:40     86%    6 hours and   5 minutes
03-01-2025 06:05     87%    5 hours and  39 minutes
03-01-2025 06:32     88%    5 hours and  13 minutes
03-01-2025 06:58     89%    4 hours and  47 minutes
03-01-2025 07:24     90%    4 hours and  21 minutes
03-01-2025 07:50     91%    3 hours and  55 minutes
03-01-2025 08:16     92%    3 hours and  28 minutes
03-01-2025 08:42     93%    3 hours and   2 minutes
03-01-2025 09:09     94%    2 hours and  36 minutes
03-01-2025 09:35     95%    2 hours and  10 minutes
03-01-2025 10:01     96%    1 hours and  44 minutes
03-01-2025 10:27     97%    1 hours and  18 minutes
03-01-2025 10:54     98%   52 minutes and 15 seconds
03-01-2025 11:20     99%   26 minutes and  7 seconds
03-01-2025 11:46    100%    0 minutes and  0 seconds
