Simulation state at cycle:    1100000
##############################################################################                                           

Number-of-molecules: 401   

Box-size(s):    28.094219   50.635313

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.6294349456E+000
Box 2    0.2532761280E+002

Rotation per molecule type
Box 1    0.1046431616E+003
Box 2    0.1800000000E+003

Volume    Delta_Volume
Box 1   0.4194425558E+003
Box 2   0.1941863684E+004

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 383   
Atomtype         X                  Y                   Z
  1       17.8098876209        9.9223719594       23.7395148486
  2       17.5986920461        9.9092206209       23.2318501251
  1       17.3737967945        9.8999731624       22.7300168766
  1       21.8360681464       27.5347104427        1.0256841504
  2       21.7055883771       27.8846200652        1.4294641473
  1       21.6069237644       28.2196012166        1.8543793405
  1        5.3894875484        1.8196463301        4.6687117603
  2        5.1131713063        2.1898745425        4.9671751670
  1        4.8337604618        2.5527244141        5.2717561080
  1       24.2983753674        3.3245894491        4.8464957066
  2       23.8325842484        3.0772450566        4.6904207728
  1       23.3554849079        2.8515815483        4.5356557917
  1       24.6825679712       23.7853136476        1.1093410560
  2       25.1011880817       23.8235236419        0.7546620471
  1       25.5153998758       23.8626370479        0.3949416972
  1       14.2731261886       21.6225285633       24.0141883160
  2       14.7427979569       21.7773405191       24.2548991142
  1       15.2204050716       21.9488393332       24.4669830592
  1       13.6268008470        9.7499920454       11.6587214480
  2       13.9836787979       10.1325822933       11.4891253681
  1       14.3505302436       10.5091535263       11.3275267226
  1        5.8924601280        5.3053595948       14.5801345725
  2        5.8749661161        5.5632380912       15.0656164369
  1        5.8469806424        5.8150339664       15.5537922756
  1       25.7046810882       10.4048334359       16.9514810766
  2       26.2329821972       10.2619144656       17.0059981029
  1       26.7653523718       10.1306193638       17.0489351779
  1        9.5018561634       26.3211321712        5.6902402171
  2        9.3096534674       26.3473859784        5.1755860990
  1        9.1077431595       26.4094136312        4.6677625107
  1       25.3019914979        2.8217399095       23.2457728305
  2       24.9748683284        3.0538856560       22.8694766913
  1       24.6504934165        3.2917265327       22.4943598656
  1        5.4098166385        6.6001570977        5.3877433707
  2        5.2330632843        6.1371206435        5.6261872715
  1        5.0779325087        5.6698632910        5.8713504988
  1       10.9163480903       12.3219749671       18.4262382349
  2       10.8218893261       12.1654380491       18.9449614127
  1       10.7231650740       12.0255625765       19.4676356642
  1       11.6047747726        0.0719810232       11.9186804651
  2       11.3453214308        0.2061068134       12.3847214889
  1       11.0850829820        0.3246616015       12.8545307172
  1       19.7269483713        4.3661631334        3.1312163225
  2       19.6169203863        3.8629128352        3.3239155179
  1       19.5113177501        3.3656619705        3.5338908969
  1       13.6956836444       20.7849301110       20.5340968313
  2       13.7134951616       20.2512249356       20.6657840960
  1       13.7370502084       19.7198128457       20.8055923556
  1       12.4412820109       24.6134262098       24.0396852495
  2       12.9171774468       24.8565641204       24.1697140559
  1       13.4080268039       25.0767619370       24.2840811366
  1       27.4525942446       28.0165539171        6.6019668996
  2       26.9295467945       28.0710576698        6.4408746717
  1       26.4109583635       28.1337316625        6.2687177407
  1       17.5904077857       11.4735602954       27.8625224294
  2       17.3175466394       11.0116274501       27.9836209070
  1       17.0304567965       10.5548882442       28.0907130117
  1        8.0660222767       16.7784827329        1.3271713293
  2        8.2473091307       16.3883728062        0.9844625292
  1        8.4389225254       16.0089379936        0.6354445799
  1        3.5163869503        5.6229675024       24.9938006290
  2        3.7302532364        5.3891545778       25.4433478767
  1        3.9286051847        5.1429757766       25.8934062079
  1        5.8196284012       16.6779613729       26.4821673810
  2        5.7434826456       16.9695978177       26.0221130278
  1        5.6507437712       17.2320795871       25.5477684053
  1       19.9184957459       21.8643993883        7.8994134865
  2       20.3857850418       22.0426023959        7.6705370964
  1       20.8546276964       22.2185649617        7.4431085589
  1        3.4394303182       21.9235967774       15.1149804235
  2        3.4668051954       21.7777652994       15.6445876328
  1        3.4892547481       21.6322473486       16.1745126676
  1        3.0914276237       19.4320139330       25.6461153716
  2        3.3210951978       19.7681229055       26.0159579921
  1        3.5543138016       20.0794336173       26.4047956479
  1       27.9416187997        1.6040869699       12.3706725412
  2       27.5993384048        1.3122373567       12.6871657237
  1       27.2743630550        1.0117113895       13.0136242417
  1       26.0501722467        9.3604126000       26.5535896873
  2       26.2257256145        9.8804704664       26.5186493003
  1       26.4138549700       10.3940094047       26.4604676585
  1       18.7167913953       20.6107817364        4.6957007987
  2       18.5141515709       21.0072997536        4.3728841890
  1       18.3269459484       21.4044948471        4.0416892137
  1       21.8094087277       18.2534881068        6.1208452378
  2       22.0670469811       18.7357482880        6.0612831021
  1       22.3355068960       19.2136393726        6.0160129753
  1       22.3229318584        5.0155602348        7.7002656724
  2       22.7165725430        5.3982830316        7.6675506582
  1       23.1072413520        5.7843419071        7.6386296405
  1        4.7547179868        6.0690017897       21.6980608931
  2        4.3700963632        6.2010812420       21.3277620612
  1        3.9940922082        6.3417928589       20.9518350533
  1       19.8083191932       12.9837509685        2.6034370612
