# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.172405
40000 0.178333
60000 0.175165
80000 0.177018
100000 0.174563
120000 0.17028
140000 0.172199
160000 0.174597
180000 0.17886
200000 0.173913
220000 0.176547
240000 0.177932
260000 0.175544
280000 0.176428
300000 0.182161
320000 0.181324
340000 0.170017
360000 0.173233
380000 0.169227
400000 0.175858
420000 0.17104
440000 0.178599
460000 0.175842
480000 0.173824
500000 0.175798
520000 0.170476
540000 0.173639
560000 0.176145
580000 0.180192
600000 0.17862
620000 0.175422
640000 0.178214
660000 0.175859
680000 0.180428
700000 0.17701
720000 0.18003
740000 0.176835
760000 0.173426
780000 0.181297
800000 0.179208
820000 0.178379
840000 0.176827
860000 0.1766
880000 0.179687
900000 0.181365
920000 0.177027
940000 0.179405
960000 0.178502
980000 0.177418
1000000 0.182433
1020000 0.177751
1040000 0.180355
1060000 0.178867
1080000 0.178356
1100000 0.182939
1120000 0.179573
1140000 0.179776
1160000 0.178283
1180000 0.174599
1200000 0.179683
1220000 0.177987
1240000 0.177262
1260000 0.17842
1280000 0.182163
1300000 0.179299
1320000 0.181051
1340000 0.175687
1360000 0.17876
1380000 0.177865
1400000 0.177054
1420000 0.17808
1440000 0.177108
1460000 0.177731
1480000 0.174897
1500000 0.174383
1520000 0.174938
1540000 0.17717
1560000 0.182984
1580000 0.175089
1600000 0.179899
1620000 0.176167
1640000 0.17729
1660000 0.180188
1680000 0.178105
1700000 0.184276
1720000 0.178485
1740000 0.182626
1760000 0.179735
1780000 0.185608
1800000 0.184221
1820000 0.187587
1840000 0.183931
1860000 0.177839
1880000 0.1809
1900000 0.185988
1920000 0.182122
1940000 0.174539
1960000 0.184403
1980000 0.186994
2000000 0.180131
