# Time-averaged data for fix DensAve
# TimeStep v_Density
20000 0.111404
40000 0.115305
60000 0.115222
80000 0.116522
100000 0.113795
120000 0.11455
140000 0.111195
160000 0.111369
180000 0.113481
200000 0.113332
220000 0.110785
240000 0.112761
260000 0.113843
280000 0.119647
300000 0.118785
320000 0.111161
340000 0.114152
360000 0.11306
380000 0.113143
400000 0.114709
420000 0.110588
440000 0.113918
460000 0.11346
480000 0.117762
500000 0.116183
520000 0.116711
540000 0.113059
560000 0.112394
580000 0.114732
600000 0.113602
620000 0.109112
640000 0.115498
660000 0.118103
680000 0.118087
700000 0.118659
720000 0.116596
740000 0.11573
760000 0.115893
780000 0.11952
800000 0.11625
820000 0.117754
840000 0.113073
860000 0.11525
880000 0.112644
900000 0.116211
920000 0.114332
940000 0.113486
960000 0.112608
980000 0.115543
1000000 0.117189
1020000 0.115971
1040000 0.118575
1060000 0.113864
1080000 0.113154
1100000 0.115938
1120000 0.115928
1140000 0.115741
1160000 0.115018
1180000 0.114566
1200000 0.114757
1220000 0.115271
1240000 0.113772
1260000 0.11546
1280000 0.114477
1300000 0.118648
1320000 0.116242
1340000 0.112444
1360000 0.118168
1380000 0.120121
1400000 0.119512
1420000 0.116229
1440000 0.114116
1460000 0.113179
1480000 0.115514
1500000 0.115864
1520000 0.118815
1540000 0.119185
1560000 0.113819
1580000 0.11421
1600000 0.120764
1620000 0.119736
1640000 0.114919
1660000 0.116734
1680000 0.110866
1700000 0.116156
1720000 0.115978
1740000 0.115732
1760000 0.115274
1780000 0.118224
1800000 0.115738
1820000 0.11595
1840000 0.117585
1860000 0.118748
1880000 0.11917
1900000 0.115058
1920000 0.113285
1940000 0.115804
1960000 0.121477
1980000 0.117485
2000000 0.12078
