Date and Time     Completed      Estimated Time Left
01-01-2025 16:46      1%    2 days and   4 hours
01-01-2025 17:20      2%    2 days and   5 hours
01-01-2025 17:53      3%    2 days and   5 hours
01-01-2025 18:27      4%    2 days and   5 hours
01-01-2025 19:01      5%    2 days and   5 hours
01-01-2025 19:34      6%    2 days and   4 hours
01-01-2025 20:08      7%    2 days and   4 hours
01-01-2025 20:42      8%    2 days and   4 hours
01-01-2025 21:15      9%    2 days and   3 hours
01-01-2025 21:48     10%    2 days and   3 hours
01-01-2025 22:22     11%    2 days and   2 hours
01-01-2025 22:55     12%    2 days and   1 hours
01-01-2025 23:28     13%    2 days and   1 hours
02-01-2025 00:01     14%    1 days and  24 hours
02-01-2025 00:35     15%    1 days and  24 hours
02-01-2025 01:09     16%    1 days and  23 hours
02-01-2025 01:42     17%    1 days and  23 hours
02-01-2025 02:15     18%    1 days and  22 hours
02-01-2025 02:49     19%    1 days and  22 hours
02-01-2025 03:22     20%    1 days and  21 hours
02-01-2025 03:56     21%    1 days and  20 hours
02-01-2025 04:29     22%    1 days and  20 hours
02-01-2025 05:02     23%    1 days and  19 hours
02-01-2025 05:36     24%    1 days and  19 hours
02-01-2025 06:09     25%    1 days and  18 hours
02-01-2025 06:42     26%    1 days and  18 hours
02-01-2025 07:17     27%    1 days and  17 hours
02-01-2025 07:51     28%    1 days and  17 hours
02-01-2025 08:24     29%    1 days and  16 hours
02-01-2025 08:57     30%    1 days and  15 hours
02-01-2025 09:31     31%    1 days and  15 hours
02-01-2025 10:04     32%    1 days and  14 hours
02-01-2025 10:38     33%    1 days and  14 hours
02-01-2025 11:11     34%    1 days and  13 hours
02-01-2025 11:45     35%    1 days and  13 hours
02-01-2025 12:18     36%    1 days and  12 hours
02-01-2025 12:52     37%    1 days and  12 hours
02-01-2025 13:26     38%    1 days and  11 hours
02-01-2025 14:00     39%    1 days and  11 hours
02-01-2025 14:34     40%    1 days and  10 hours
02-01-2025 15:08     41%    1 days and   9 hours
02-01-2025 15:41     42%    1 days and   9 hours
02-01-2025 16:15     43%    1 days and   8 hours
02-01-2025 16:48     44%    1 days and   8 hours
02-01-2025 17:22     45%    1 days and   7 hours
02-01-2025 17:55     46%    1 days and   7 hours
02-01-2025 18:29     47%    1 days and   6 hours
02-01-2025 19:02     48%    1 days and   6 hours
02-01-2025 19:36     49%    1 days and   5 hours
02-01-2025 20:09     50%    1 days and   4 hours
02-01-2025 20:43     51%    1 days and   4 hours
02-01-2025 21:18     52%    1 days and   3 hours
02-01-2025 21:52     53%    1 days and   3 hours
02-01-2025 22:25     54%    1 days and   2 hours
02-01-2025 22:59     55%    1 days and   2 hours
02-01-2025 23:33     56%    1 days and   1 hours
03-01-2025 00:06     57%    1 days and   1 hours
03-01-2025 00:39     58%   23 hours and  27 minutes
03-01-2025 01:13     59%   22 hours and  54 minutes
03-01-2025 01:46     60%   22 hours and  20 minutes
03-01-2025 02:20     61%   21 hours and  47 minutes
03-01-2025 02:53     62%   21 hours and  13 minutes
03-01-2025 03:27     63%   20 hours and  40 minutes
03-01-2025 04:00     64%   20 hours and   6 minutes
03-01-2025 04:34     65%   19 hours and  33 minutes
03-01-2025 05:07     66%   18 hours and  59 minutes
03-01-2025 05:41     67%   18 hours and  26 minutes
03-01-2025 06:15     68%   17 hours and  52 minutes
03-01-2025 06:48     69%   17 hours and  19 minutes
03-01-2025 07:22     70%   16 hours and  45 minutes
03-01-2025 07:55     71%   16 hours and  12 minutes
03-01-2025 08:28     72%   15 hours and  38 minutes
03-01-2025 09:02     73%   15 hours and   4 minutes
03-01-2025 09:36     74%   14 hours and  31 minutes
03-01-2025 10:10     75%   13 hours and  58 minutes
03-01-2025 10:44     76%   13 hours and  24 minutes
03-01-2025 11:18     77%   12 hours and  51 minutes
03-01-2025 11:52     78%   12 hours and  17 minutes
03-01-2025 12:25     79%   11 hours and  44 minutes
03-01-2025 12:59     80%   11 hours and  11 minutes
03-01-2025 13:33     81%   10 hours and  37 minutes
03-01-2025 14:06     82%   10 hours and   3 minutes
03-01-2025 14:40     83%    9 hours and  30 minutes
03-01-2025 15:14     84%    8 hours and  56 minutes
03-01-2025 15:47     85%    8 hours and  23 minutes
03-01-2025 16:21     86%    7 hours and  49 minutes
03-01-2025 16:54     87%    7 hours and  16 minutes
03-01-2025 17:28     88%    6 hours and  42 minutes
03-01-2025 18:02     89%    6 hours and   9 minutes
03-01-2025 18:35     90%    5 hours and  35 minutes
03-01-2025 19:09     91%    5 hours and   1 minutes
03-01-2025 19:41     92%    4 hours and  28 minutes
03-01-2025 20:14     93%    3 hours and  54 minutes
03-01-2025 20:46     94%    3 hours and  21 minutes
03-01-2025 21:19     95%    2 hours and  47 minutes
03-01-2025 21:52     96%    2 hours and  14 minutes
03-01-2025 22:25     97%    1 hours and  40 minutes
03-01-2025 22:57     98%    1 hours and   6 minutes
03-01-2025 23:29     99%   33 minutes and 28 seconds
04-01-2025 00:01    100%    0 minutes and  0 seconds
